idioma,traduccion
Take heed of her advice.,Ten en cuenta su consejo.
Take heed of her advice.,Haz caso de su consejo.
Take heed of her advice.,Haz caso a lo que te ha dicho.
Take that off your head.,Sacate eso de la cabeza.
Take that off your head.,Sácate eso de la cabeza.
Take the money with you.,Lleve usted el dinero consigo.
Take things as they are.,Acepta las cosas como son.
Take whichever you want.,Toma el que quieras.
Teach me how to do that.,Enséñame como hacer eso.
Tell Tom to take a seat.,Dile a Tom que se vaya a sentar.
Tell her that I am busy.,Dile que estoy ocupado.
Tell her that I am sick.,Dile que estoy enfermo.
Tell me about your plan.,Háblame acerca de tu plan.
Tell me about your wife.,Cuéntame acerca de tu esposa.
Tell me all the details.,Cuénteme todos los detalles.
Tell me what's going on.,Cuéntame qué pasa.
Thank you for breakfast.,Gracias por el desayuno.
Thank you for listening.,Gracias por escuchar.
Thank you for your gift.,Gracias por el regalo.
Thank you for your help.,Gracias por su ayuda.
Thank you for your help.,Gracias por vuestra ayuda.
Thank you for your time.,Gracias por su tiempo.
Thanks for sharing that.,Gracias por compartirlo.
Thanks for sharing this.,Gracias por compartirlo.
Thanks for your concern.,Gracias por preocuparte de mí.
Thanks for your support.,Gracias por tu apoyo.
That applies to him too.,Eso aplica para él también.
That book is a new book.,Ese libro es un libro nuevo.
That boy has black hair.,Ese chico tiene el pelo negro.
That boy is intelligent.,Ese chico es inteligente.
That boy showed no fear.,Ese muchacho no mostró ningún temor.
That cake was delicious.,Ese pastel estaba delicioso.
That candle isn't white.,Esa vela no es blanca.
That changed everything.,Eso cambió todo.
That changes everything.,Eso lo cambia todo.
That coffee smells good.,Ese café huele bien.
That couldn't be helped.,Eso no pudo evitarse.
That doesn't make sense.,Eso no tiene sentido.
That dog runs very fast.,Ese perro corre muy rápido.
That factory makes toys.,Esa fábrica hace juguetes.
That fish is not edible.,Ese pescado no es comestible.
That girl is really shy.,Esa chica es muy tímida.
That isn't funny at all.,No es para nada gracioso.
That isn't to my liking.,Eso no es de mi gusto.
That isn't to my liking.,Eso no me gusta.
That just sounds stupid.,Eso suena bastante tonto.
That just sounds stupid.,Eso me parece un poco ridículo.
That man was born lucky.,Ese hombre nació de pie.
That noise distracts me.,Ese ruido me distrae.
That painting is a copy.,Esa pintura es una copia.
That sounds like French.,Eso suena a francés.
That sounds pretty dumb.,Eso suena bastante estúpido.
That was a big surprise.,Esa fue una gran sorpresa.
That was foolish of Tom.,Eso fue una insensatez de Tom.
That was my big mistake.,Eso fue mi gran error.
That was my big mistake.,Ese fue mi gran error.
That was the last straw.,Fue la gota que rebalsó el vaso.
That wasn't so long ago.,No fue hace mucho.
That woman has two bags.,Esa mujer tiene dos bolsos.
That won't be a problem.,Eso no será problema.
That would be a problem.,Eso sería un problema.
That would be dangerous.,Eso sería peligroso.
That would be difficult.,Eso sería difícil.
That would not be a lie.,Eso no sería mentira.
That's a beautiful suit.,Es un hermoso traje.
That's a brilliant idea.,Ésa es una idea brillante.
That's a brilliant idea.,Es una buena idea.
That's a very good idea.,Esa es una muy buena idea.
That's a very tough job.,Es un trabajo muy difícil.
That's altogether wrong.,Eso está todo malo.
"That's better, isn't it?","Eso es mejor, ¿o no?"
That's enough for today.,Es suficiente por hoy.
That's my favorite song.,Ésa es mi canción favorita.
That's not a good thing.,No es algo bueno.
That's not my signature.,Esa no es mi firma.
That's not what I meant.,Eso no es lo que quise decir.
That's not why I did it.,No es por eso que lo hice.
That's quite remarkable.,Eso es bastante memorable.
That's the current plan.,Ese es el plan actual.
That's the right answer.,Esa es la respuesta correcta.
"That's useful, isn't it?","Eso sí es conveniente, ¿no?"
That's what I told them.,Eso es lo que les dije.
That's what I want most.,Esto es lo que más quiero.
That's what Tom told me.,Eso es lo que Tomás me dijo.
That's what Tom told me.,Eso es lo que Tomás me contó.
That's what you all say.,Eso es lo que todos ustedes dicen.
That's why I called you.,Por eso te llamé.
That's why he got angry.,Es por eso que él se enojó.
The Czar was overthrown.,El César fue derrocado.
The Pope visited Brazil.,El Papa visitó Brasil.
The Spanish fired first.,Los españoles dispararon primero.
The air in here is foul.,El aire aquí está muy viciado.
The airport is close by.,El aeropuerto está cerca.
The ambassador returned.,El embajador está de vuelta.
The auction ends Monday.,La subasta termina el lunes.
The author is Brazilian.,El autor es brasileño.
The baby began to crawl.,El bebé comenzó a gatear.
The baby can't walk yet.,El bebé todavía no puede andar.
The baby can't walk yet.,El bebé no puede caminar todavía.
The baby started to cry.,El bebé empezó a llorar.
The baby started to cry.,El bebé se puso a llorar.
The baby stopped crying.,El bebé dejó de llorar.
The baby's name was Tom.,El nombre del bebé era Tomás.
The balloons are bright.,Los globos son brillantes.
The bell rings at eight.,La campana suena a las ocho.
The bird is in its nest.,El pájaro está en su nido.
The box has holes in it.,La caja está agujereada.
The box is almost empty.,La caja está casi vacía.
The box is made of wood.,La caja es de madera.
The box was almost full.,Esa caja estaba casi llena.
The boy began to scream.,El niño empezó a gritar.
The boy has a newspaper.,El niño tiene un periódico.
The boy is eating bread.,El chico está comiendo pan.
The boy kissed the girl.,El muchacho besó a la muchacha.
The boy lay on the sofa.,El muchacho estaba tirado encima del sofá.
The boy lay on the sofa.,El niño estaba echado encima del sofá.
The boy remained silent.,El chico se quedó callado.
The boy remained silent.,El niño se mantuvo en silencio.
The boy remained silent.,El chico guardó silencio.
The broken doll is mine.,La muñeca rota es mía.
The bulb has burned out.,Se quemó la ampolleta.
The bus hasn't come yet.,El autobús todavía no ha llegado.
The captain welcomed us.,El capitán nos dio la bienvenida.
The car battery is dead.,La batería del auto está muerta.
The castle is beautiful.,El castillo es hermoso.
The cat caught the rats.,El gato capturó a las ratas.
The charge was not true.,El cargo no era cierto.
The climate is changing.,El clima está cambiando.
The climate's very mild.,El clima es muy templado.
The contract was signed.,Se firmó el contrato.
The criminal is nervous.,El criminal está nervioso.
The criminal is nervous.,El delincuente está tenso.
The crowd is going nuts.,La multitud se está volviendo loca.
The curtain caught fire.,La cortina se prendió en llamas.
The curtains are closed.,Las cortinas están cerradas.
The desk drawer is open.,El cajón del escritorio está abierto.
The doctor is concerned.,El doctor está preocupado.
The doctor was sent for.,Mandaron a buscar un doctor.
The dog is in the house.,El perro está en la casa.
The dog knew its master.,El perro conocía a su amo.
The dog started barking.,El perro empezó a ladrar.
The dog started barking.,La perra empezó a ladrar.
The dog wagged its tail.,El perro sacudía la cola.
The dog wagged its tail.,El perro meneaba la cola.
The dog walked backward.,El perro caminaba para atrás.
The dog's collar is red.,El collar del perro es rojo.
The door is opening now.,La puerta se está abriendo ahora.
The facts are not clear.,Los hechos no son claros.
The fire spread rapidly.,El fuego se propagó rápidamente.
The fish was very fresh.,El pescado estaba muy fresco.
The floor was very cold.,El piso estaba muy frío.
The flower is not black.,La flor no es negra.
The flowers withered up.,Las flores se marchitaron.
The front door was open.,La puerta delantera estaba abierta.
The furniture was dusty.,Los muebles estaban polvorientos.
The furniture was dusty.,El mobiliario tenía polvo.
The game begins at 2:30.,El juego empieza a las dos y media.
The game was called off.,El juego fue cancelado.
The grass needs cutting.,Hay que cortar el pasto.
The heat was unbearable.,El calor era insoportable.
The hen has laid an egg.,La gallina ha puesto un huevo.
The holidays are coming.,Se acercan las vacaciones.
The hotel is down there.,El hotel está ahí.
The hotel is down there.,El hotel está allí abajo.
The house is farther on.,La casa está más allá.
The house was in flames.,La casa estaba en llamas.
The imposter was caught.,El impostor fue atrapado.
The imposter was caught.,El impostor fue capturado.
The key is on the table.,La llave está sobre el escritorio.
The key is on the table.,La llave está en la mesa.
The kids are having fun.,Los niños se están divirtiendo.
The lady is over eighty.,La mujer tiene más de ochenta años.
The lagoon is very deep.,La laguna es muy profunda.
The landing was perfect.,El aterrizaje fue perfecto.
The lion is eating meat.,El león come carne.
The maid served the tea.,La doncella sirvió el té.
The man is eating bread.,El hombre está comiendo pan.
The moon is already out.,La luna ya salió.
The news made him happy.,La noticia le hizo feliz.
The night's still young.,La noche aún es joven.
The noise was ceaseless.,El ruido era incesante.
The odds are against us.,Las chances están en nuestra contra.
The old man lives alone.,El hombre viejo vive solo.
The old man looked wise.,El anciano parecía sabio.
The only answer was war.,La única solución era la guerra.
The order came too late.,El orden llegó demasiado tarde.
The organization failed.,La organización fracasó.
The pain was unbearable.,El dolor era insoportable.
The party ended at nine.,La fiesta terminó a las nueve.
The pasty was delicious.,La empanadilla estaba deliciosa.
The pen is on the table.,La birome está sobre la mesa.
The policeman was drunk.,El policía estaba borracho.
The policeman was drunk.,El policía tenía una curda encima...
The pot is boiling over.,La olla está hirviendo.
The price is reasonable.,El precio es razonable.
The printer needs paper.,La impresora necesita papel.
The project is underway.,El proyecto está en camino.
The proverb is familiar.,El proverbio es familiar.
The radio will not work.,La radio no funciona.
The rest is left to you!,¡Te encargo el resto!
The room is very gloomy.,La habitación es muy oscura.
The sale ends on Monday.,Las rebajas acaban el lunes.
The sea level is rising.,El nivel del mar está subiendo.
The ship dropped anchor.,El barco echó anclas.
The show starts at 2:30.,El espectáculo comienza a las dos y media.
The situation got worse.,La situación empeoró.
The sky is cloudy today.,Hoy el cielo está nublado.
The sky is getting dark.,El cielo se está nublando.
The sky is getting dark.,El cielo está oscureciendo.
The sky is getting dark.,El cielo se está oscureciendo.
The sky will clear soon.,El cielo se abrirá pronto.
The sky will soon clear.,El cielo se abrirá pronto.
The sky will soon clear.,El cielo pronto se despejará.
The smell was offensive.,El olor era desagradable.
The snake shed its skin.,La serpiente mudó su piel.
The snowstorm continued.,La tormenta de nieve no amainaba.
The spoken word matters.,La palabra hablada importa.
The streets are flooded.,Las calles están inundadas.
The sum of 5 and 3 is 8.,La suma de 5 con 3 es 8.
The sum of 5 and 3 is 8.,La suma de 5 y 3 es 8.
The sun melted the snow.,El sol derritió la nieve.
The telephone is broken.,El teléfono está roto.
The title is misleading.,El título es engañoso.
The town fell into ruin.,La ciudad quedó en las ruinas.
The traffic's congested.,El tráfico está congestionado.
The trail has gone cold.,El rastro se ha enfriado.
The train began to move.,El tren echó a andar.
The train has just gone.,El tren acaba de salir.
The train has just left.,El tren se acaba de ir.
The train leaves at six.,El tren sale a las seis.
The treaty was approved.,El tratado fue aprobado.
The tree grew very tall.,El árbol creció muy alto.
The trees were in a row.,Los árboles estaban en línea.
The trip was really fun.,El viaje fue verdaderamente divertido.
The truth will come out.,La verdad saldrá a la luz.
The universe is endless.,El universo es infinito.
The waiter was insolent.,El camarero era un insolente.
The war in Europe ended.,Terminó la guerra en Europa.
The water began to boil.,El agua empezó a hervir.
The water is refreshing.,El agua es refrescante.
The weather is cold now.,El clima está helado ahora.
The weather is cold now.,El tiempo está frío ahora.
The weather is cold now.,El tiempo es frío ahora.
The weather is cold now.,Está haciendo tiempo frío.
The weather is cold now.,Ahora hace tiempo frío.
The weather is very bad.,El tiempo está muy malo.
The world changes a lot.,El mundo cambia mucho.
Their muscles are stiff.,Tienen agujetas.
Their sales are growing.,Sus ventas están creciendo.
There comes our teacher.,Ahí viene nuestro profesor.
There have been hitches.,Ha habido dificultades.
There is a fork missing.,Falta un tenedor.
There is a page missing.,Falta una página.
There isn't anyone here.,Aquí no hay nadie.
There must be a pattern.,Debe haber un patrón.
There were no railroads.,No había vías férreas.
There's a sandwich here.,Hay un sándwich aquí.
There's been a burglary.,Ha habido un robo.
There's got to be a way.,Debe haber una manera.
There's got to be a way.,Tiene que haber un modo.
There's no one like you.,No hay nadie como tú.
There's no right answer.,No hay respuesta correcta.
There's no time to lose.,No hay tiempo que perder.
There's no toilet paper.,No hay papel higiénico.
There's no toilet paper.,No queda papel higiénico.
There's no toilet paper.,No queda rollo de papel.
There's nobody like you.,No hay nadie como tú.
There's not enough time.,No hay tiempo suficiente.
There's nowhere to hide.,No hay donde esconderse.
There's someone outside.,Hay alguien afuera.
There's something there.,Hay algo ahí.
These apples taste good.,Estas manzanas están buenas.
These apples taste good.,Estas manzanas saben bien.
These are Tom's friends.,Estos son los amigos de Tomás.
These are the originals.,Estos son los originales.
These dirty socks stink.,Estos calcetines sucios apestan.
These flowers are dying.,Estas flores están muriendo.
These gifts are for you.,Estos regalos son para ti.
These grapes taste sour.,Estas uvas saben ácidas.
These keys are not mine.,Estas llaves no son mías.
These scissors cut well.,Estas tijeras cortan bien.
These shoes fit my feet.,Estos zapatos me calzan.
They abandoned the ship.,Abandonaron el barco.
They abandoned the ship.,Ellas abandonaron el barco.
They accepted the offer.,Ellos aceptaron la oferta.
They accepted the offer.,Ellas aceptaron la oferta.
They adopted the orphan.,Ellos adoptaron al huérfano.
They all remembered Tom.,Todos se acordaban de Tom.
They all remembered Tom.,Todos se acordaron de Tom.
They all remembered Tom.,Todos recordaban a Tom.
They all remembered Tom.,Todos recordaron a Tom.
They ambushed the enemy.,Ellos tendieron una emboscada al enemigo.
They are about to start.,Ellos están por empezar.
They are all very happy.,Todos ellos son muy felices.
They are bitter enemies.,Ellos son terribles enemigos.
They are gathering nuts.,Ellos están recogiendo nueces.
They are in the kitchen.,Ellos están en la cocina.
They are making a salad.,Ellos preparan una ensalada.
They are my old friends.,Ellos son mis viejos amigos.
They are older than Tom.,Ellas son mayores que Tom.
They are sensible girls.,Son chicas sensatas.
They arrived separately.,Ellos llegaron por separado.
They came to make peace.,Vinieron a hacer las paces.
They chased others away.,Ellos ahuyentaron a los otros.
They didn't act quickly.,No actuaron con rapidez.
They didn't make a deal.,Ellos no hicieron un trato.
They didn't mistreat me.,No me maltrataron.
They do nothing but cry.,No hacen más que llorar.
They don't know my name.,Ellos no saben mi nombre.
They don't speak French.,Ellos no hablan francés.
They enjoyed themselves.,Ellos se divertían.
They entered cautiously.,Entraron cuidadosamente.
They entered cautiously.,Entraron de forma subrepticia.
They entered cautiously.,Entraron cautelosamente.
They entered cautiously.,Entraron en silencio.
They entered cautiously.,Entraron sin meter ruido.
They flattened his nose.,Le aplastaron la nariz.
They fought for freedom.,Ellos pelearon por la libertad.
They freed the prisoner.,Liberaron al prisionero.
They got out of the car.,Ellos se bajaron del coche.
They had a pillow fight.,Tuvieron una pelea de almohadas.
They had good chemistry.,Tenían buena química.
They had no place to go.,Ellos no tenían adonde ir.
They have a large house.,Tienen una casa grande.
They have already begun.,Ya han empezado.
They have two daughters.,Tienen dos hijas.
They know what happened.,Ellos saben qué ocurrió.
They know what happened.,Ellos saben qué pasó.
They lived a happy life.,Ellos vivían felices.
They lived a happy life.,Tuvieron una vida feliz.
They met in high school.,Ellos se conocieron en la secundaria.
They moved ahead slowly.,Avanzaron lentamente.
They must've been tired.,Tienen que haber estado cansados.
They must've been tired.,Tienen que haber estado fatigados.
They never listen to me.,Nunca me escuchan.
They refused to help us.,Ellos se negaron a ayudarnos.
They require extra help.,Ellos necesitan ayuda extra.
They say he's very rich.,Se dice que es muy rico.
They sell fish and meat.,Ellos venden pescado y carne.
They shot him yesterday.,Lo balearon ayer.
They think we're a gang.,Creen que somos una banda.
They took off after Tom.,Corrieron detrás de Tom.
They took our passports.,Nos cogieron los pasaportes.
They went up the stairs.,Ellos subieron las escaleras.
They were put in prison.,Ellos fueron puestos en prisión.
They were very confused.,Estaban muy confundidos.
They will agree on that.,Ellos estarán de acuerdo en eso.
They will never find us.,Ellos nunca nos encontrarán.
They're all chasing Tom.,Todos ellos están persiguiendo a Tom.
They're always fighting.,Ellos siempre están peleando.
They're always together.,Ellos siempre están juntos.
They're looking for Tom.,Están buscando a Tom.
They're looking for you.,Ellos te están buscando.
They're looking for you.,Os están buscando.
They're not coming back.,No van a volver.
They're right behind me.,Están justo detrás de mí.
They're speaking French.,Ellos están hablando en francés.
They're taking pictures.,Ellos están sacando fotos.
They're waiting for you.,Te están esperando.
They're waiting outside.,Ellos están esperando afuera.
Things are looking good.,Las cosas se ven bien.
Think about your future.,¡Pensá en tu futuro!
Think about your future.,¡Piensa en tu futuro!
Think about your future.,Piensa en tu futuro.
This account is correct.,Esta cuenta está bien.
This animal is friendly.,Este animal es amigable.
This battery is charged.,Esta batería está cargada.
This bolt fits this nut.,Este tornillo encaja con esta tuerca.
This book belongs to me.,Este libro me pertenece.
This book is a whodunit.,Este libro es una novela policíaca.
This book is really old.,Este libro es realmente viejo.
This book is very heavy.,Este libro es muy pesado.
This book is very small.,Este libro es muy pequeño.
This box is made of tin.,Esta caja está hecha de lata.
This bread is delicious.,Este pan está delicioso.
This car is my father's.,Este es el auto de mi papá.
This changes everything.,Esto cambia todo.
This could be dangerous.,Esto podría ser peligroso.
This dictionary is mine.,Este diccionario es mío.
This discussion is over.,Esta discusión ha terminado.
This does not bode well.,Esto no tiene buena pinta.
This does not bode well.,Esto no es un buen presagio.
This door will not open.,Esta puerta se niega a abrirse.
This flower smells nice.,Esta flor huele bien.
This food smells rotten.,Esta comida huele a podrido.
This hat doesn't fit me.,Este sombrero no me queda bien.
This heat is unbearable.,Este calor es insoportable.
This house is very good.,Esta casa es muy buena.
This is a Japanese doll.,Es una muñeca japonesa.
This is a Japanese doll.,Esta es una muñeca japonesa.
This is a gorgeous town.,Es una ciudad preciosa.
This is a terrible idea.,Es una idea horrible.
This is a very good tea.,Este es un muy buen té.
This is a very new book.,Este es un libro muy nuevo.
This is a very old book.,Este es un libro tremendamente viejo.
This is a very old book.,Este es un libro muy viejo.
This is all that I know.,Esto es todo lo que sé.
This is by far the best.,Esta es por lejos la mejor.
This is going perfectly.,Esto va a la perfección.
This is his only chance.,Esta es su única oportunidad.
This is how I cook fish.,Así es como cocino pescado.
This is how it happened.,Así es como sucedió.
This is just my opinion.,Esta es solo mi opinión.
This is my new tricycle.,Este es mi nuevo triciclo.
This is not a good idea.,No es una buena idea.
This is not about money.,Esto no es sobre dinero.
This is not about money.,No se trata de dinero.
This is not good at all.,Esto no es nada bueno.
This is our last chance.,Esta es nuestra última oportunidad.
This is the ticket line.,Esta es la cola para sacar los billetes.
This is why I fired him.,Por eso lo despedí.
This is your big chance.,Esta es tu gran oportunidad.
This isn't so difficult.,Eso no es tan difícil.
This isn't the only key.,Esta no es la única llave.
This might interest you.,Esto puede interesarte.
This orange is too sour.,Esta naranja está demasiado agria.
This place is beautiful.,Este lugar es hermoso.
This problem baffles me.,Este problema me desconcierta.
This problem baffles me.,Encuentro este problema desconcertante.
This reminds me of home.,Esto me recuerda a casa.
This river is beautiful.,Este río es hermoso.
This room gets sunshine.,A esta pieza le llega luz del sol.
This shop belongs to me.,Esta tienda me pertenece.
This situation is funny.,Esta situación es extraña.
This situation is funny.,Esta situación es divertida.
This smells like cheese.,Esto huele a queso.
This sounds interesting.,Suena interesante.
This sounds like French.,Esto suena a francés.
This sounds like a trap.,Esto parece una trampa.
This sounds like a trap.,Esto suena a una trampa.
This steak is too tough.,Este filete está demasiado duro.
This table isn't steady.,Esta mesa no está firme.
This thing terrifies me.,Esta cosa me aterroriza.
This turkey tastes good.,Este pavo sabe bien.
This was all Tom's idea.,Todo fue idea de Tomás.
This watch is expensive.,Este reloj es caro.
This will keep you warm.,Esto te mantendrá caliente.
This will keep you warm.,Esto te dará calor.
This won't happen again.,Esto no volverá a pasar.
This would be a mistake.,Esto sería un error.
Those flowers have died.,Esas flores murieron.
Those flowers have died.,Esas flores han muerto.
Those things disgust me.,Esas cosas me dan asco.
Three of these are mine.,Tres de éstos son míos.
Three of these are mine.,Tres de éstas son mías.
Today I had a math test.,Hoy he tenido un examen de matemáticas.
Today is a fabulous day.,Hoy es un día fabuloso.
"Today, I saw a starling.",Hoy he visto un estornino.
Tom accepted my present.,Tom aceptó mi regalo.
Tom always plays to win.,Tom siempre juega a ganador.
Tom and I live together.,Tom y yo vivimos juntos.
Tom and I work together.,Tom y yo trabajamos juntos.
Tom and Mary had to run.,Tom y Mary tuvieron que correr.
Tom appeared very tired.,Tom parecía muy cansado.
Tom applied for the job.,Tom postuló al trabajo.
Tom asked Mary for help.,Tom le pidió ayuda a Mary.
Tom asked for a receipt.,Tom pidió una boleta.
Tom asked me about Mary.,Tom me preguntó acerca de María.
Tom bandaged Mary's arm.,Tom vendó el brazo de Mary.
Tom begged Mary to stay.,Tom le pidió a Mary que se quedara.
Tom boiled the potatoes.,Tom hirvió las papas.
Tom bought a new camera.,Tom compró una cámara nueva.
Tom broke both his legs.,Tom se rompió las dos piernas.
Tom brought Mary a gift.,Tom le trajo un regalo a Mary.
Tom built his own house.,Tom construyó su propia casa.
Tom came here last week.,Tom vino aquí la semana pasada.
Tom came here yesterday.,Tom vino aquí ayer.
Tom came home very late.,Tom llegó a casa muy tarde.
Tom came home yesterday.,Tom vino ayer a casa.
Tom can't be that naive.,Tom no puede ser tan ingenuo.
Tom can't figure it out.,Tom no puede averiguarlo.
Tom can't find his keys.,Tom no encuentra sus llaves.
Tom can't have gone far.,Tom no puede estar lejos aún.
Tom can't have gone far.,Tom no puede haber ido lejos.
Tom can't hear anything.,Tom no oye nada.
Tom can't run very fast.,Tom no puede correr muy rápido.
Tom can't tell time yet.,Tomás no sabe decir la hora todavía.
Tom can't work tomorrow.,Tom no puede trabajar mañana.
Tom certainly is clumsy.,Tom es ciertamente patoso.
Tom certainly is skinny.,Tom desde luego está delgaducho.
Tom chopped some onions.,Tom rebanó algunas cebollas.
Tom clicked his fingers.,Tomás se chupó los dedos.
Tom closed the car door.,Tom cerró la puerta del auto.
Tom closed the curtains.,Tom corrió las cortinas.
Tom collected old coins.,Tom coleccionaba monedas antiguas.
Tom couldn't believe it.,Tom no podía creérselo.
Tom couldn't believe it.,Tomás no podía creerlo.
Tom couldn't say a word.,Tom no pudo decir ni una palabra.
Tom crossed his fingers.,Tomás cruzó los dedos.
Tom deserves a vacation.,Tom se merece unas vacaciones.
Tom deserves admiration.,Tom merece admiración.
Tom did a very good job.,Tomás hizo un muy buen trabajo.
Tom did the right thing.,Tom hizo lo correcto.
Tom did the unthinkable.,Tom hizo lo impensable.
Tom did worse this year.,Tom lo hizo peor este año.
Tom didn't believe Mary.,Tom no le creyó a Mary.
"Tom didn't come, did he?","Tomás no vino, ¿verdad?"
Tom didn't eat anything.,Tom no comió nada.
Tom didn't go to school.,Tom no fue a la escuela.
Tom didn't mention that.,Tom no mencionó eso.
Tom didn't say anything.,Tom no dijo nada.
Tom didn't seem to care.,A Tom no parecía importarle.
Tom didn't want my help.,Tomás no quería mi ayuda.
Tom didn't want to talk.,Tom no quería hablar.
Tom didn't want to wait.,Tom no quiso esperar.
Tom died Monday morning.,Tom murió el lunes por la mañana.
Tom died in an accident.,Tom murió en un accidente.
Tom died when he was 97.,Tom murió cuando tenía 97 años.
Tom doesn't belong here.,Tom no pertenece aquí.
Tom doesn't do anything.,Tom no hace nada.
Tom doesn't have a clue.,Tom no tiene idea.
Tom doesn't have a visa.,Tom no tiene una visa.
Tom doesn't have a wife.,Tom no tiene una esposa.
Tom doesn't know French.,Tom no sabe francés.
Tom doesn't like coffee.,A Tom no le gusta el café.
Tom doesn't like my dog.,A Tom no le gusta mi perro.
Tom doesn't like school.,A Tom no le gusta la escuela.
Tom doesn't sound happy.,Tom no parece feliz.
Tom doesn't want to eat.,Tom no quiere comer.
Tom dove into the water.,Tom se zambulló en el agua.
Tom dyed his hair black.,Tom se ha teñido el pelo de negro.
Tom entered the kitchen.,Tom entró a la cocina.
Tom escaped from prison.,Tom huyó de prisión.
Tom eventually resigned.,"Al final, Tom renunció."
Tom explained the rules.,Tom explicó las normas.
Tom felt a little dizzy.,Tom se sintió un poco mareado.
Tom felt like a new man.,Tom se sintió como un hombre nuevo.
Tom finally fell asleep.,Tom al fin se quedó dormido.
Tom finally found a job.,Finalmente Tom encontró trabajo.
Tom gave Mary a message.,Tom le entregó un mensaje a Mary.
Tom gave Mary some food.,Tom dio a Mary algo de comida.
Tom gave Mary some food.,Tom le dio algo de comida a Mary.
Tom gave his dog a bath.,Tom bañó a su perro.
Tom gave me a ride home.,Tom me dio raite a mi casa.
Tom gave me some advice.,Tom me dio algunos consejos.
Tom gave me your number.,Tom me dio tu número.
Tom gives me the creeps.,Tom me da escalofríos.
Tom got angry with Mary.,Tom se enojó con Mary.
Tom got another message.,Tom recibió otro mensaje.
Tom got dressed quickly.,Tom se vistió rápidamente.
Tom got engaged to Mary.,Tom se comprometió con Mary.
Tom got into Mary's car.,Tom se subió al auto de Mary.
Tom got into Mary's car.,Tom se subió al coche de Mary.
Tom got on the elevator.,Tom se subió al ascensor.
Tom got out of the taxi.,Tom bajó del taxi.
Tom got out of the taxi.,Tom se bajó del taxi.
Tom had lunch with Mary.,Tom almorzó con Mary.
Tom had no options left.,A Tom no le quedaban más opciones.
Tom had nothing to hide.,Tom no tenía nada que esconder.
Tom had nothing to read.,Tom no tenía nada para leer.
Tom had to catch a taxi.,Tom tuvo que tomar un taxi.
Tom handed Mary a knife.,Tom le pasó un cuchillo a Mary.
Tom has a Canadian wife.,Tom tiene una mujer canadiense.
Tom has a decent salary.,Tom tiene un salario decente.
Tom has a part-time job.,Tom tiene un trabajo a tiempo parcial.
Tom has a right to know.,Tom tiene derecho a saber.
Tom has already seen it.,Tom ya lo ha visto.
Tom has been texting me.,Tomás me estuvo mensajeando.
Tom has denied cheating.,Tom ha negado haber hecho trampas.
Tom has helped me a lot.,Tom me ayudó mucho.
Tom has his own bedroom.,Tom tiene su propio dormitorio.
Tom has never been sick.,Tom nunca estuvo enfermo.
Tom has never been sick.,Tom nunca ha estado enfermo.
Tom has no such problem.,Tomás no tiene ese tipo de problema.
Tom has nothing to hide.,Tom no tiene nada que esconder.
Tom has nothing to lose.,Tom no tiene nada que perder.
Tom has three daughters.,Tom tiene tres hijas.
Tom has three employees.,Tom tiene 3 empleados.
Tom has to get up early.,Tom tiene que levantarse temprano.
Tom has to get up early.,Tom tiene que levantarse pronto.
Tom has trouble reading.,A Tom le cuesta leer.
Tom has two girlfriends.,Tom tiene dos novias.
Tom has wavy brown hair.,Tom tiene pelo castaño ondulado.
Tom hasn't finished yet.,Tom no terminó todavía.
Tom hasn't unpacked yet.,Tom todavía no ha desempacado.
Tom heard the door open.,Tom escuchó la puerta abrirse.
Tom hid behind the door.,Tom se ocultó detrás de la puerta.
Tom hid under the table.,Tom se escondió debajo de la mesa.
Tom hugged Mary tightly.,Tom abrazó con fuerza a Mary.
Tom is Mary's boyfriend.,Tom es el novio de Mary.
Tom is Mary's boyfriend.,Tom es el pololo de Mary.
Tom is a French teacher.,Tom es profesor de francés.
Tom is a brave skydiver.,Tom es un valiente paracaidista.
Tom is a bright student.,Tom es un estudiante brillante.
Tom is a friend of mine.,Tom es un amigo mío.
Tom is a good guitarist.,Tom es un buen guitarrista.
Tom is a real gentleman.,Tomás es un verdadero caballero.
Tom is a real gentleman.,Tomás es un verdadero señor.
Tom is a sincere person.,Tom es una persona sincera.
Tom is a sloppy painter.,Tom es un pintor descuidado.
Tom is a social drinker.,Tom es un bebedor social.
Tom is a talented actor.,Tom es un actor talentoso.
Tom is a tax consultant.,Tom es asesor fiscal.
Tom is a very good cook.,Tom es muy buen cocinero.
Tom is a very smart boy.,Tom es un muchacho muy listo.
Tom is afraid of snakes.,Tom le tiene miedo a las serpientes.
Tom is allergic to cats.,Tom es alérgico a los gatos.
Tom is allergic to dust.,Tom es alérgico al polvo.
Tom is already standing.,Tom ya está levantado.
Tom is already standing.,Tom ya está de pie.
Tom is always very nice.,Tomás siempre es muy agradable.
Tom is back with his ex.,Tom ha vuelto con su ex.
Tom is biting his nails.,Tomás se está comiendo las uñas.
Tom is blind in one eye.,Tom es ciego de un ojo.
Tom is braver than I am.,Tom es más valiente que yo.
Tom is buried in Boston.,Tom está enterrado en Boston.
Tom is calm and patient.,Tom es tranquilo y paciente.
Tom is clearly worn out.,Tom está claramente agotado.
Tom is doing the dishes.,Tom está preparando el plato.
Tom is driving too slow.,Tom está conduciendo demasiado lento.
Tom is eating lunch now.,Tom está almorzando ahora.
