idioma,traduccion
I don't understand modern art.,Yo no entiendo el arte moderno.
I don't want Tom in this room.,No lo quiero a Tom en esta sala.
I don't want Tom to find Mary.,No quiero que Tom encuentre a María.
I don't want Tom to get angry.,Yo no quiero que Tom se enoje.
I don't want any distractions.,No quiero ninguna distracción.
I don't want any more trouble.,No quiero ningún problema más.
I don't want anyone to see it.,No quiero que lo vea nadie.
I don't want anyone to see it.,No quiero que nadie lo vea.
I don't want anyone to see us.,No quiero que nos vea nadie.
I don't want to be your enemy.,No quiero ser tu enemigo.
I don't want to cause a panic.,No quiero causar pánico.
I don't want to die like this.,No quiero morir así.
I don't want to do it anymore.,Ya no lo quiero hacer.
I don't want to do it anymore.,Ya no quiero hacerlo.
I don't want to eat lunch now.,No quiero almorzar ahora.
I don't want to fail my exams.,No quiero suspender mis exámenes.
I don't want to fail my exams.,No quiero reprobar mis examenes.
I don't want to fail my exams.,No quiero reprobar en mis exámenes.
I don't want to fail my exams.,No quiero fallar en mis pruebas.
I don't want to go to bed yet.,¡Aún no me quiero ir a la cama!
"I don't want to hurt you, Tom.","No quiero lastimarte, Tom."
I don't want to interrupt Tom.,No quiero interrumpir a Tomás.
"I don't want to kill you, Tom.","No quiero matarte, Tom."
I don't want to know his name.,No quiero saber su nombre.
I don't want to listen to you.,No quiero escucharos.
I don't want to live this way.,No quiero vivir de esta manera.
I don't want to live with you.,No quiero vivir contigo.
I don't want to miss my train.,No quiero perder mi tren.
I don't want to move too fast.,No me quiero mover demasiado rápido.
I don't want to play checkers.,No quiero jugar a las damas.
I don't want to play with Tom.,No quiero jugar con Tom.
I don't want to quit this job.,No quiero dejar este trabajo.
I don't want to see Tom naked.,No quiero ver a Tom desnudo.
I don't want to see him again.,No quiero verlo de nuevo.
I don't want to see you again.,No quiero verte otra vez.
I don't want to see you again.,No quiero volver a verte.
I don't want to see you again.,No quiero volver a veros.
I don't want to talk about it.,No quiero hablar de ello.
I don't want to talk with you.,No quiero hablar contigo.
I don't want us to be enemies.,No quiero que seamos enemigos.
I don't want you working here.,No te quiero trabajando aquí.
I doubt Tom will be surprised.,Dudo que Tom se sorprenda.
I dream of becoming a teacher.,Sueño con convertirme en profesor.
I drink milk almost every day.,Bebo leche casi todos los días.
I drink milk almost every day.,Bebo leche prácticamente todos los días.
I eat breakfast every morning.,Desayuno todas las mañanas.
I eat lunch every day at noon.,Yo almuerzo todos los días al mediodía.
I eat meat three times a week.,Como carne tres veces a la semana.
I erased my name off the list.,Borré mi nombre de la lista.
I expect that he will help us.,Espero que él nos ayude.
I expected to find you in bed.,Esperaba encontrarte en la cama.
I expected to find you in bed.,Esperaba encontrarte dormida.
I explained the matter to him.,Le expliqué a él ese asunto.
I feel a bit feverish tonight.,Esta noche siento algo de fiebre.
I feel like taking a bath now.,Tengo ganas de darme un baño ahora.
I feel sad every now and then.,Me siento triste de vez en cuando.
I feel that I should help you.,Siento que debería ayudarle.
I feel the same way as you do.,Me siento igual que vos.
I fell down and hurt my wrist.,Me caí y me hice daño en la muñeca.
I finally met the right woman.,Finalmente conocí a la mujer adecuada.
I finished the work yesterday.,Ayer terminé el trabajo.
I finished the work yesterday.,Terminé el trabajo ayer.
I flew from Boston to Chicago.,Volé de Boston a Chicago.
I fully agree with all of you.,Yo estoy totalmente de acuerdo con todos ustedes.
I fully agree with all of you.,Estoy completamente de acuerdo con todos ustedes.
I gave my sister a dictionary.,Le di un diccionario a mi hermana.
I gave some water to the dogs.,Yo di el agua a los perros.
I gave some water to the dogs.,Di un poco de agua a los perros.
I get nauseous whenever I fly.,Tengo náuseas cuando vuelo.
I get up at six every morning.,Yo me levanto a las seis todas las mañanas.
I go by that church every day.,Todos los días paso por esa iglesia.
I go out sometimes for a beer.,A veces salgo por una cerveza.
I go shopping every other day.,Voy de compras cada día por medio.
I go straight home after work.,Voy directo a casa después del trabajo.
I go to the movies every week.,Voy al cine todas las semanas.
I go to the movies every week.,Voy todas las semanas al cine.
I go to work by car every day.,Voy en coche todos los días al trabajo.
I got a good grade in English.,Tuve una buena nota en inglés.
I got a letter from my friend.,He recibido una carta de mi amigo.
I got some help from a friend.,Yo obtuve alguna ayuda de un amigo.
I got up at five that morning.,Esa mañana me levanté a las cinco.
I got up early in the morning.,Me levanté pronto por la mañana.
I guess you don't remember me.,Supongo que no te acuerdas de mí.
I guess you'll need some help.,Supongo que necesitarás algo de ayuda.
I had a good dream last night.,Anoche tuve un buen sueño.
I had a tennis match with him.,Jugué un partido de tenis con él.
I had hoped to meet her there.,Esperaba encontrarme con ella aquí.
I had hoped to meet you there.,Esperaba encontrarte ahí.
I had to hide from the police.,Me tuve que esconder de la policía.
I hate being a preacher's son.,Odio ser el hijo de un predicador.
I have a bit of time to relax.,Tengo un poco de tiempo para relajarme.
I have a date with him at six.,Tengo una cita con él a las seis.
I have a feeling Tom is lying.,Tengo la sensación de que Tom está mintiendo.
I have a fever of 102 degrees.,Tengo 39 de fiebre.
I have a lot of calls to make.,Tengo un montón de llamadas que hacer.
I have a nap almost every day.,Me doy una siesta casi todos los días.
I have a nap almost every day.,Me echo una siesta casi todos los días.
I have a pen pal in Australia.,Me escribo con una persona de Australia.
I have a persistent pain here.,Tengo un dolor persistente aquí.
I have a serious skin problem.,Tengo un serio problema a la piel.
I have a telephone in my room.,Tengo un teléfono en mi pieza.
I have an appointment at 2:30.,Tengo una cita a las dos y media.
I have been learning to drive.,Yo he estado aprendiendo a conducir.
I have been reading this book.,He estado leyendo este libro.
I have been to the U.S. twice.,Estuve en los Estados Unidos dos veces.
I have lived here a long time.,He vivido aquí mucho tiempo.
I have my own bedroom at home.,Tengo mi dormitorio propio en casa.
I have neither time nor money.,No tengo tiempo ni dinero.
I have neither time nor money.,Yo no tengo tiempo ni dinero.
I have never climbed Mt. Fuji.,No he escalado nunca el monte Fuji.
I have never done this before.,Nunca había hecho esto.
I have no friend to talk with.,No tengo ningún amigo con quien hablar.
I have no idea how I got here.,No tengo ni idea cómo llegué aquí.
I have no idea how he escaped.,No tengo idea de cómo se escapó.
I have no idea what I'm doing.,No tengo ni idea de lo que estoy haciendo.
I have no idea where he lives.,No tengo idea de dónde vive.
I have not heard from her yet.,Todavía no he sabido nada de ella.
I have not read all the books.,No he leído todos los libros.
I have not seen him in months.,Hace meses que no le veo.
I have not seen him in months.,Hace meses que no lo veo.
I have not seen him in months.,No lo he visto en meses.
I have nothing to do with him.,No tengo nada que ver con él.
I have once seen a live whale.,Una vez vi una ballena viva.
I have only five thousand yen.,Sólo tengo cinco mil yenes.
I have only five thousand yen.,"Apenas tengo 5,000 yenes."
I have some cash stashed away.,Tengo algún dinero ahorrado.
I have some questions for Tom.,Tengo algunas preguntas para Tom.
I have some questions for you.,Tengo algunas preguntas para ti.
I have to be in court at 2:30.,Tengo que estar en el tribunal a las dos y media.
I have to cook the vegetables.,Tengo que cocinar las verduras.
I have to go even if it rains.,Tengo que ir aunque llueva.
I have to look after this cat.,Tengo que cuidar de este gato.
I have to look for my friends.,Tengo que buscar a mis amigos.
I have to sell them all today.,Debo venderlos todos hoy.
I have to sell them all today.,Debo venderlas todas hoy.
I have to stay in bed all day.,Tengo que quedarme todo el día en la cama.
I have to study hard each day.,Tengo que estudiar mucho todos los días.
I have to tighten these bolts.,Tengo que apretar estos tornillos.
I have to use English all day.,Tengo que usar el inglés todo el día.
I have worst job in the world.,Tengo el peor trabajo del mundo.
I have yet to hear that story.,Aún no he oído esa historia.
I haven't done anything wrong.,No hice nada malo.
I haven't eaten breakfast yet.,Aún no he desayunado.
I haven't eaten for many days.,No he comido durante días.
I haven't eaten for many days.,No he comido por días.
I haven't eaten in three days.,No he comido en tres días.
I haven't made up my mind yet.,Aún no me he decidido.
I haven't made up my mind yet.,Todavía no me he decidido.
I haven't seen Tom since 1988.,No he visto más a Tom desde 1988.
I haven't seen her since then.,No la he visto desde entonces.
I haven't slept well recently.,No duermo bien últimamente.
I hear she's a famous actress.,Oí que ella es una actriz famosa.
I heard him coming downstairs.,Lo oí bajando las escaleras.
I heard the news on the radio.,Escuché la noticia en la radio.
I heard what Tom said to Mary.,Oí lo que le dijo Tom a Mary.
I heard you were back in town.,Oí que estabas de regreso en el pueblo.
I heard you were back in town.,Escuché que habías vuelto al pueblo.
I helped Mommy in the kitchen.,Ayudé a mamita en la cocina.
I hit the mark with the arrow.,Acerté en la diana con la flecha.
I hope I didn't interrupt you.,Espero no haberte interrumpido.
I hope I haven't offended you.,Espero no haberte ofendido.
I hope I haven't woken you up.,Espero no haberos despertado.
I hope I haven't woken you up.,Espero no haberte despertado.
I hope I haven't woken you up.,Espero no haberla despertado.
I hope that she listens to me.,Espero que ella me escuche.
I hope that you are very well.,Espero que estés muy bien.
I hope that you aren't afraid.,Espero que no estés asustado.
I hope that you aren't afraid.,Espero que no estés asustada.
I hope to see you this Friday.,Espero verte este viernes.
I hope we can be good friends.,Espero que podamos ser buenos amigos.
I just can't forget about you.,Sencillamente no puedo olvidarte.
I just can't get used to this.,Simplemente no logro acostumbrarme.
I just don't know what to say.,Simplemente no sé qué decir...
I just don't know what to say.,Sencillamente no sé qué decir.
I just don't know what to say.,Simplemente no sé qué decir.
I just hate when that happens.,Simplemente odio cuando eso ocurre.
I just need to get some sleep.,Solo necesito dormir un poco.
I just need to know the truth.,Yo solo necesito saber la verdad.
I just thought you were happy.,Simplemente pensé que estabas feliz.
I just thought you were happy.,Simplemente pensé que eras feliz.
I just want to go back to bed.,Sólo quiero volverme a la cama.
I just want to go back to bed.,Sólo quiero volverme a acostar.
I just want to help you relax.,Solo quiero ayudarte a que te relajes.
I just want to know one thing.,Solo quiero saber una cosa.
I just want to take a picture.,Solo quiero tomar una foto.
I killed the rat with a stick.,Maté a la rata con una vara.
I knew something wasn't right.,Sabía que algo no iba bien.
I knew they were your friends.,Sabía que eran amigos tuyos.
I knew they were your friends.,Sabía que eran tus amigos.
I knew this moment would come.,Sabía que este momento llegaría.
I knew this moment would come.,Sabía que este momento vendría.
I knew you'd get here in time.,Sabía que vendrías a tiempo.
I know I did a horrible thing.,Sé que hice algo horrible.
I know I should stay and help.,Sé que debería quedarme a ayudar.
I know every inch of New York.,Conozco cada palmo de Nueva York.
I know how to get things done.,Sé como hacer que las cosas se hagan.
I know my father will help me.,Sé que mi padre me ayudará.
I know that she has been busy.,Sé que ella ha estado ocupada.
I know that this is important.,Sé que esto es importante.
I know that you are a teacher.,Sé que usted es maestro.
I know that you are a teacher.,Sé que tú eres profesor.
I know that you are a teacher.,Sé que usted es profesor.
I know that you did your best.,Sé que diste lo mejor.
I know what I'm talking about.,Sé de lo que hablo.
I know what might happen here.,Sé lo que puede pasar aquí.
I know when I'm being lied to.,Yo sé cuándo me están mintiendo.
I know who we're dealing with.,Yo sé con quién estamos tratando.
I know you can make it better.,Sé que lo puedes hacer mejor.
I know you can make it better.,Sé que puedes hacerlo mejor.
I know you're going to say no.,Sé que vas a decir que no.
I know you're in love with me.,Sé que me quieres con locura.
I know your brother very well.,Yo conozco muy bien a tu hermano.
I learned about Greek culture.,Aprendí sobre la cultura griega.
I learned to live without her.,Aprendí a vivir sin ella.
I left my umbrella in the cab.,Dejé mi paraguas en el taxi.
I lied to you the other night.,Te mentí la otra noche.
I like both of them very much.,Me gustan mucho ambos.
I like coffee better than tea.,Me gusta más el café que el té.
I like drinking beer and wine.,Me gusta beber cerveza y vino.
I like to listen to the radio.,Me gusta escuchar la radio.
I live an hour away from work.,Vivo a una hora del trabajo.
I look forward to meeting you.,Estoy deseando conocerle.
I look forward to my birthday.,Estoy deseando que llegue mi cumpleaños.
I look up to him in many ways.,Le admiro de muchas maneras.
I looked for a place to crash.,Busqué un sitio para pasar la noche.
I love him despite his faults.,Le quiero a pesar de sus defectos.
I love him more than anything.,Le quiero más que a nada.
"I love music, especially rock.","Me gusta la música, especialmente el rock."
I love spending time with you.,Me encanta pasar tiempo contigo.
I love you more than anything.,Te amo más que cualquier cosa.
I made up my mind to go there.,Decidí ir allí.
I married him against my will.,Me casé con él en contra de mi voluntad.
I may have made a big mistake.,Pude haber cometido un gran error.
I may not be busy next Monday.,Puede que no esté ocupado el próximo lunes.
I met Tom on my way to school.,Me encontré con Tom de camino a la escuela.
I met her on my way to school.,Me la encontré de camino a la escuela.
I met her on my way to school.,Me la encontré de camino al colegio.
I might be a few minutes late.,Puede que llegue un par de minutos tarde.
I missed a golden opportunity.,Desaproveché una oportunidad de oro.
I mistook him for his brother.,Le confundí con su hermano.
I must finish this work first.,Primero debo terminar este trabajo.
I must get there by 9 o'clock.,Debo estar ahí a las 9 en punto.
I must leave tomorrow morning.,Debo irme mañana por la mañana.
I must seize this opportunity.,Debo tomar esta oportunidad.
I must seize this opportunity.,Debo atrapar esta oportunidad.
I need a little help from you.,Necesito un poco de ayuda tuya.
I need a quiet place to think.,Necesito un lugar tranquilo para pensar.
I need it as soon as possible.,Lo necesito cuanto antes.
I need to charge my cellphone.,Necesito cargar mi celular.
I need to crunch some numbers.,Necesito cuadrar algunos números.
I need to know how to do this.,Necesito saber cómo hacer esto.
I need to know more about Tom.,Necesito saber más acerca de Tom.
I need to know who helped Tom.,Necesito saber quién ayudó a Tom.
I need to see Tom immediately.,Necesito ver a Tom inmediatamente.
I need to see you immediately.,Necesito verte de inmediato.
I need to talk to both of you.,Necesito hablar con ustedes dos.
I need you to help me find it.,Necesito que me ayudes a encontrarlo.
I needed to see you in person.,Necesitaba verte en persona.
I never cut my nails at night.,Nunca me corto las uñas por la noche.
I never dream. Is that normal?,Yo nunca sueño. ¿Acaso es normal?
I never promised you anything.,Nunca te prometí nada.
I never should've bought that.,Nunca debería haberlo comprado.
I never thought I'd finish it.,Jamás pensé que lo terminaría.
I never want to see Tom again.,Nunca quiero volver a ver a Tom.
I never want to see you again.,No quiero volver a verte nunca.
I never want to see you again.,No quiero volver a verte jamás.
I often get a letter from him.,A menudo recibo una carta de él.
I often go downtown on Sunday.,A menudo los domingos voy al centro.
I often play tennis on Sunday.,A menudo juego tenis los domingos.
I often went fishing with him.,Iba a menudo a pescar con él.
I once worked in a restaurant.,Una vez trabajé en un restaurante.
I only do what I'm paid to do.,Solo hago lo que me pagan por hacer.
I only have two plane tickets.,Solo tengo dos billetes de avión.
I opened a bottle of red wine.,Abrí una botella de vino tinto.
I painted the roof light blue.,Pinté el tejado de azul claro.
I plan to have lunch with him.,Planeo almorzar con él.
I planted roses in the garden.,Planté rosas en el jardín.
I play tennis once in a while.,Yo juego al tenis de vez en cuando.
I prefer not to talk about it.,Prefiero no hablar de ello.
I promise you I won't be late.,Te prometo que no llegaré tarde.
I promise you I'll come early.,Te prometo que vendré temprano.
I promise you won't regret it.,Te prometo que no lo vas a lamentar.
I put some cream in my coffee.,Le pongo crema a mi café.
I put the money into the safe.,Puse el dinero en la caja fuerte.
I quit smoking six months ago.,Dejé de fumar hace seis meses.
I ran into your dad yesterday.,Ayer me topé con tu padre.
I read jokes almost every day.,Leo chistes todos los días.
I read this article yesterday.,Ayer leí este artículo.
I realized I was off my guard.,Me di cuenta que estaba siendo descuidado.
I realized what was happening.,Comprendí lo que estaba pasando.
I realized what was happening.,Me di cuenta de lo que estaba pasado.
I really appreciate your help.,Realmente aprecio tu ayuda.
I really don't have much time.,Realmente no tengo mucho tiempo.
I really enjoyed your company.,Verdaderamente disfruté tu compañía.
I really like this restaurant.,Realmente me gusta este restaurante.
I really liked talking to Tom.,Me gustó mucho hablar con Tom.
I really need to hit somebody.,Realmente necesito golpear a alguien.
I really think you'd like Tom.,Creo de veras que Tom te gustaría.
I recommended Tom for the job.,Recomendé a Tom para el trabajo.
I regret eating those oysters.,Me arrepiento de haber comido aquellas ostras.
I remember giving him the key.,Recuerdo que le entregué la llave.
I remember meeting you before.,Recuerdo haberte conocido antes.
I remember meeting you before.,Me acuerdo de haberte conocido antes.
I remember seeing this before.,Recuerdo haberlo visto antes.
I respect everybody's opinion.,Respeto la opinión de todos.
I said I would make her happy.,Dije que la haría feliz.
I saw Tom going into the cave.,Miré a Tom entrar a la cueva.
I saw Tom kissing John's wife.,He visto a Tom besando a la esposa de John.
I saw Tom smoking a cigarette.,Vi a Tom fumar un cigarrillo.
I saw a house in the distance.,Vi una casa a lo lejos.
I saw her crossing the street.,La vi cruzar la calle.
I saw her in the meeting room.,La vi en la sala de reuniones.
I saw him crossing the street.,Lo vi cruzando la calle.
I saw the match on television.,Vi el partido por televisión.
I saw the moon above the roof.,Vi la luna encima del tejado.
I see a bright future for you.,Veo un futuro brillante para ti.
I see a house among the trees.,Veo una casa entre los árboles.
I see a man between the trees.,Veo a un hombre entre los árboles.
I sent it to you two days ago.,Te lo envié hace dos días.
I should have listened to Tom.,Debería haber escuchado a Tomás.
I should have told you before.,Debería habéroslo dicho antes.
I should've been more careful.,Debería haber sido más cuidadoso.
I should've not said anything.,No debería haber dicho nada.
I signaled the car to go slow.,Le hice una señal al auto para que fuera más lento.
I smell smoke in the elevator.,Huelo humo en el ascensor.
I speak French as well as Tom.,Hablo francés tan bien como Tom.
I speak nothing but the truth.,No digo nada más que la verdad.
"I spent 3,000 yen on a new CD.",Gasté 3000 yenes en un nuevo CD.
I spent my vacation in Hakone.,Pasé las vacaciones en Hakone.
I spent ten dollars on a book.,Gasté diez dólares en un libro.
I spoke with her for one hour.,Hablé con ella por una hora.
I stayed there for three days.,Me quedé ahí por tres días.
I suggest you wait until 2:30.,Te sugiero que esperes hasta las dos y media.
I suggested that she go alone.,Le dije que fuera mejor sola.
I swear I didn't see anything.,Juro que no vi nada.
"I swear, I didn't do anything.",Juro que no hice nada.
I take back everything I said.,Retiro todo lo dicho anteriormente.
I take care of my grandfather.,Yo cuido a mi abuelo.
I talked with her for an hour.,Hablé con ella durante una hora.
I talked with her for an hour.,Hablé con ella por una hora.
I thank you for your sympathy.,Te agradezco tu simpatía.
I thank you with all my heart.,Te lo agradezco de todo corazón.
I thank you with all my heart.,Te agradezco de todo corazón.
I think I did something wrong.,Creo que hice algo malo.
I think I have it figured out.,Creo que tengo todo resuelto.
I think I remember doing that.,Creo que recuerdo haciendo eso.
I think I'm gonna go to sleep.,Creo que me voy a ir a la cama.
I think I've been here before.,Creo que ya he estado aquí antes.
I think Tom still hasn't left.,Creo que Tom no se ha ido todavía.
I think he'll understand this.,Creo que él entenderá esto.
I think he'll understand this.,Creo que él entenderá esta.
I think his life is in danger.,Yo pienso que su vida está en peligro.
I think his life is in danger.,Creo que su vida está en peligro.
I think it's too cold to swim.,Yo pienso que hace mucho frío como para nadar.
I think she's an honest woman.,Pienso que ella es una mujer honesta.
I think that I drank too much.,Creo que bebí demasiado.
I think that I drank too much.,Creo que he bebido demasiado.
I think they're honest people.,Creo que son personas decentes.
I think this is going to work.,Creo que esto va a funcionar.
I think we all know the rules.,Creo que todos sabemos las reglas.
I think we should do it today.,Creo que deberíamos hacerlo hoy.
I think we'll need more money.,Creo que necesitaremos un poco más de dinero.
I think you know what I think.,Creo que sabes lo que pienso.
I think you owe me an apology.,Creo que me debes una disculpa.
I think you owe me some money.,Creo que me debes algo de dinero.
I think you should be careful.,Yo pienso que deberías tener cuidado.
I think you should go by taxi.,Creo que deberías ir en taxi.
I think you should go by taxi.,Creo que deberían ir en taxi.
I think you've impressed them.,Creo que les has impresionado.
I think you've made a mistake.,Creo que has cometido un error.
I thought I heard Tom's voice.,Creí oír la voz de Tom.
I thought I saw someone there.,Yo pensé que vi a alguien allí.
I thought I was hallucinating.,Pensé que estaba alucinando.
I thought I'd always be alone.,Pensé que siempre estaría solo.
I thought I'd never hear that.,Pensé que jamás oiría eso.
I thought Mary still loved me.,Pensé que María aún me amaba.
I thought Tom was from Boston.,Pensé que Tom era de Boston.
I thought Tom was home asleep.,Pensé que Tom estaba dormido en casa.
I thought Tom was on our team.,Pensé que Tom estaba en nuestro equipo.
I thought Tom was on vacation.,Pensé que Tom estaba de vacaciones.
I thought Tom was one of them.,Pensé que Tom era uno de ellos.
I thought Tom was outstanding.,Pensé que Tom estuvo extraordinario.
I thought Tom was your friend.,Pensaba que Tom era tu amigo.
I thought Tom would let me go.,Pensé que Tom me dejaría ir.
I thought about what you said.,Pensé en lo que dijiste.
I thought it was Monday today.,Pensaba que hoy era lunes.
I thought it was a lot of fun.,Me pareció muy divertido.
I thought it was a lot of fun.,Me pareció muy divertida.
I thought it was your day off.,Pensé que era tu día libre.
I thought we already did that.,Pensé que ya habíamos hecho eso.
I thought we got disconnected.,Pensé que estábamos desconectados.
I thought we had an agreement.,Pensé que teníamos un acuerdo.
I thought we had an agreement.,Pensé que teníamos un trato.
I thought you didn't know Tom.,Pensé que no conocías a Tom.
I thought you might want this.,Pensé que querrías esto.
I thought you should see this.,Pensé que deberías ver esto.
I thought you wanted this job.,Pensé que querías este empleo.
I thought you were a Canadian.,Pensé que eras canadiense.
I thought you were at the gym.,Pensé que estabas en el gimnasio.
I thought you were at the gym.,Pensé que estaban en el gimnasio.
I thought you were dating Tom.,Pensé que estabas saliendo con Tom.
I thought you were on my side.,Pensé que estabas de mi lado.
I told Tom to wait over there.,Le dije a Tom que esperara por allí.
I told her that she was right.,Le dije que estaba en lo cierto.
I told you not to tell anyone.,Te dije que no se lo dijeras a nadie.
I told you to stop doing that.,Te dije que dejaras de hacer eso.
I took a picture of my family.,Tomé una foto de mi familia.
I took care of my sick sister.,Cuidé de mi hermana enferma.
I took part in the discussion.,Participé de la discusión.
I took the children to school.,Llevé a los niños a la escuela.
I treated him like my own son.,Lo trataba como a mi propio hijo.
I tried climbing the mountain.,Intenté escalar la montaña.
"I tried, but I couldn't do it.","Lo intenté, pero no pude hacerlo."
I understand your frustration.,Entiendo tu frustración.
I use Google almost every day.,Uso Google casi todos los días.
I used to swim here every day.,Solía nadar aquí todos los días.
I usually eat meat once a day.,Generalmente como carne una vez al día.
I waited for her for one hour.,La esperé por una hora.
I waited for him all day long.,Lo esperé todo el día.
I wandered around for a while.,Di vueltas por ahí un rato.
I want a volunteer to help me.,Quiero un voluntario para ayudarme.
I want him to play the guitar.,Quiero que toque la guitarra.
I want some tea without sugar.,Quiero un poco de té sin azúcar.
I want something hot to drink.,Quiero algo caliente para beber.
I want something sweet to eat.,Yo quiero algo dulce de comer.
I want something sweet to eat.,Quiero algo dulce para comer.
I want to ask you a big favor.,Quiero pedirte un gran favor.
I want to ask you to marry me.,Quiero pedirte que te cases conmigo.
I want to be an honest person.,Quiero ser una persona honesta.
I want to be clear about that.,Quiero ser claro al respecto.
I want to be more independent.,Quiero ser más independiente.
I want to be more independent.,Quiero estar más independiente.
I want to become a journalist.,Quiero ser un periodista.
I want to brush up my English.,Quiero repasar mi inglés.
I want to buy a Czech sweater.,Quiero comprar un suéter checo.
I want to buy a dozen bananas.,Quiero comprar una docena de plátanos.
I want to buy this dictionary.,Quiero comprar este diccionario.
I want to climb this mountain.,Quiero escalar esta montaña.
I want to dive into the river.,Quiero zambullirme en el río.
I want to eat something sweet.,Quiero comer algo dulce.
I want to get there by subway.,Quiero ir allí en metro.
I want to get there by subway.,Quiero llegar allá en metro.
I want to go with you tonight.,Quiero ir contigo esta noche.
I want to know how you did it.,Quiero saber cómo lo hiciste.
I want to know what you think.,Quiero saber qué piensas.
I want to know where Tom went.,Quiero saber a dónde fue Tom.
I want to know who killed Tom.,Quiero saber quién mató a Tom.
I want to live in the country.,Quiero vivir en el campo.
I want to see the countryside.,Quiero ver el campo.
I want to see the movie again.,Quiero volver a ver la película.
I want to see the movie again.,Quiero ver la película otra vez.
I want to see your expression.,Quiero ver tu expresión.
I want to sleep a little more.,Quiero dormir un poco más.
I want to sleep a little more.,Quiero dormir un poquito más.
I want to spend time with you.,Quiero pasar tiempo contigo.
I want to talk to all of them.,Quiero hablar con todos ellos.
I want to talk to all of them.,Quiero hablar con todas ellas.
I want to talk with Tom alone.,Quiero hablar con Tom a solas.
I want to talk with my lawyer.,Quiero hablar con mi abogado.
I want to teach you something.,Quiero enseñarte una cosa.
I want you to go see a doctor.,Quiero que vayas a ver un doctor.
I want you to leave right now.,Quiero que te vayas ahora mismo.
I want you to meet my parents.,Quiero que conozcas a mis padres.
I want you to start right now.,Quiero que comiences enseguida.
I want you to stay right here.,Quiero que te quedes justo aquí.
I wanted to ask you something.,Quería preguntaros algo.
I wanted to ask you something.,Quería preguntarte una cosa.
I wanted to share it with you.,Quería compartirlo con vos.
I wanted to talk to you first.,Quería hablar con vos primero.
I was about to leave my house.,Estaba a punto de salir de mi casa.
I was absent from the meeting.,Estuve ausente de la reunión.
"I was born October 10th, 1972.",Nací el 10 de octubre de 1972.
I was caught in a traffic jam.,Quedé atrapado en un embotellamiento.
I was certain that you'd come.,Tenía la certeza de que vendrías.
I was horrified by what I saw.,Estaba horrorizado por lo que vi.
I was just thinking about you.,Justamente estaba pensando en ti.
I was looking at old pictures.,Estaba viendo fotografías viejas.
I was not feeling very hungry.,No tenía mucha hambre.
I was often seized by despair.,Fui a menudo atrapado por la desesperación.
I was so hungry that I ate it.,Tenía tanta hambre que me lo comí.
I was sorry to hear about Tom.,Lamento haber oído lo de Tom.
I was speechless with emotion.,Me quedé mudo de la emoción.
I was surprised to see a lion.,Me sorprendió ver un león.
I was thinking the same thing.,Estaba pensando lo mismo.
I was told I couldn't do that.,Me dijeron que no podía hacer eso.
I was very moved by his story.,Su historia me conmovió mucho.
I was waiting for a long time.,Me quedé esperando mucho rato.
I was waiting for a long time.,Estuve esperando mucho rato.
I went for a walk in the park.,Fui al parque a darme un paseo.
I went shopping with a friend.,Yo fui de compras con un amigo.
I went shopping with a friend.,Yo fui de compras con una amiga.
I went there out of curiosity.,Fui allí por curiosidad.
I went to China two years ago.,Fui a China hace dos años.
I went to church this morning.,Fui a la iglesia esta mañana.
I went to the airport by taxi.,Fui al aeropuerto en taxi.
I will be busy this afternoon.,Voy a estar ocupada esta tarde.
I will be free in ten minutes.,Estaré libre en 10 minutos.
I will call you within a week.,Os llamaré en una semana.
I will come earlier next time.,La próxima vez vendré más temprano.
I will deal with this problem.,Me encargaré de este problema.
I will make him do it at once.,Haré que lo haga de una vez.
I will make him pay the money.,Haré que pague el dinero.
I will show you some pictures.,Te mostraré algunas fotos.
I will win the game next time.,Ganaré la siguiente vez.
I will win the game next time.,Ganaré la próxima vez.
I will write to you next week.,Te escribiré la semana que viene.
I wish I were as smart as you.,Me gustaría ser más inteligente que tú.
I wish I were as young as you.,Ojalá fuera tan joven como tú.
I wish I were there right now.,Ahora mismo me gustaría estar allí.
I wish I were there right now.,Ojalá estuviera allí ahora mismo.
I wish I'd been born Canadian.,Desearía haber nacido canadiense.
I wish to visit Egypt someday.,Me gustaría ir a Egipto algún día.
I woke up when the phone rang.,Me desperté cuando sonó el teléfono.
I won a camera in the lottery.,Gané una cámara en la lotería.
I won't go to school tomorrow.,No voy a ir mañana a la escuela.
I won't go to school tomorrow.,No iré mañana a la escuela.
I won't tolerate any mistakes.,No toleraré ningún error.
I wonder what happened to her.,Me pregunto qué le pasó a ella.
I wonder who can swim fastest.,Me pregunto quién puede nadar más rápido.
I would ask him if I were you.,"Si fuera tú, le preguntaría."
I would like to know her name.,Me gustaría saber su nombre.
I would like to see my father.,Quisiera ver a mi padre.
I would rather die than do it.,Yo preferiría morir que hacerlo.
I wouldn't want to be a judge.,No me gustaría ser juez.
I write poems in my free time.,Escribo poemas en mi tiempo libre.
I wrote down her phone number.,Me apunté su número de teléfono.
I wrote down his phone number.,Anoté su número de teléfono.
I wrote this letter in French.,Escribí esta carta en francés.
I'd better tell you the truth.,Será mejor que te diga la verdad.
I'd like a first-class ticket.,Quisiera un pasaje de primera clase.
I'd like a hot tea with honey.,Quisiera un té caliente con miel.
I'd like a little bit of help.,Quisiera un poco de ayuda.
I'd like another one of these.,Me gustaría otro de estos.
