idioma,traduccion
Tom wasn't invited.,Tom no estaba invitado.
Tom wasn't kidding.,Tom no estaba jodiendo.
Tom wasn't kidding.,Tom no estaba bromeando.
Tom wasn't with me.,Tom no estaba conmigo.
Tom waved his arms.,Tom agitó los brazos.
Tom went ballistic.,Tom se puso loco.
Tom went to Boston.,Tom fue a Boston.
Tom went to school.,Tom fue a la escuela.
Tom will come back.,Tom va a volver.
Tom will find Mary.,Tom encontrará a Mary.
Tom will help Mary.,Tom va a ayudar a Mary.
Tom will kill Mary.,Tom matará a Mary.
Tom will need help.,Tom va a necesitar ayuda.
Tom winked at Mary.,Tom le guiñó un ojo a Mary.
Tom won a free car.,Tom se ganó un auto gratis.
Tom won't bite you.,Tom no te va a morder.
Tom won't find out.,Tom no lo descubrirá.
Tom won't go alone.,Tom no irá solo.
Tom won't help you.,Tom no te ayudará.
Tom won't miss you.,Tomás no te va a extrañar.
Tom works for Mary.,Tom trabaja para Mary.
Tom works for NASA.,Tom trabaja para la NASA.
Tom works too much.,Tom trabaja demasiado.
Tom would be proud.,Tom estaría orgulloso.
Tom yelled at Mary.,Tom gritó a Mary.
Tom's a bright boy.,Tom es un chico listo.
Tom's dog bit Mary.,El perro de Tom mordió a Mary.
Tom's dog is brown.,El perro de Tom es marrón.
Tom's door is open.,La puerta de Tomás está abierta.
Tom's hat blew off.,A Tom se le voló el sombrero.
Tom's hat blew off.,A Tom se le salió el sombrero con una ráfaga de viento.
"Tom, are you awake?","Tom, ¿estás despierto?"
"Tom, are you there?","Tom, ¿estás ahí?"
"Tom, be reasonable.","Tom, sé razonable."
"Tom, say something.","Tom, di algo."
"Tom, where are you?","Tom, ¿dónde estás?"
Tomorrow is Sunday.,Mañana es domingo.
Tomorrow is payday.,Mañana es día de pago.
Tomorrow is payday.,Mañana es día de paga.
Try and stay alert.,Trata de permanecer alerta.
Turn off the light.,Apaga la luz.
Turn off the light.,Apague la luz.
Turn off the radio.,Apaga la radio.
Turn the volume up.,Sube el volumen.
"Wait a minute, Tom!","¡Tom, espera un minuto!"
Wait a second here.,Espera aquí un segundo.
Wait just a moment.,Espera sólo un momento.
Was I about to die?,¿Estuve a punto de morir?
Was her story true?,¿Era cierta su historia?
Was his story true?,¿Su historia era cierta?
Was it interesting?,¿Fue interesante?
Was it interesting?,¿Era interesante?
Was that your plan?,¿Ese era tu plan?
Watch your fingers!,¡Ten cuidado con los dedos!
Watching TV is fun.,Es divertido ver la televisión.
Water is important.,El agua es importante.
We adopted a child.,Adoptamos a un niño.
We are Australians.,Somos australianos.
We are against war.,Estamos en contra de la guerra.
We ate lunch early.,Almorzamos temprano.
We ate potato soup.,Comimos sopa de papa.
We ate potato soup.,Nosotros comimos sopa de papa.
We beat the man up.,Le dimos una paliza al hombre.
We better be going.,Sería mejor irnos.
We can all do this.,Todos nosotros podemos hacer esto.
We can go together.,Podemos ir juntos.
We can't stay here.,No podemos quedarnos aquí.
We can't talk here.,No podemos hablar aquí.
We did it together.,Lo hicimos juntos.
We didn't break up.,No hemos roto.
We didn't break up.,No terminamos.
We do not know her.,No la conocemos.
We do not know him.,No lo conocemos.
We do not know him.,No le conocemos.
We don't have time.,No tenemos tiempo.
We don't like rain.,No nos gusta la lluvia.
We don't trust Tom.,No confiamos en Tom.
We drank all night.,Tomamos toda la noche.
We enjoyed skating.,Nos gustaba el patinaje.
We feel frustrated.,Nos sentimos frustrados.
We found her alive.,La hemos encontrado con vida.
We found him alive.,Le encontramos con vida.
We got many grapes.,Obtuvimos muchas uvas.
We grow wheat here.,Aquí cultivamos trigo.
We had our reasons.,Teníamos nuestras razones.
We had our reasons.,Teníamos nuestros motivos.
We had our reasons.,Tuvimos nuestras razones.
We have 30 minutes.,Tenemos 30 minutos.
We have had enough.,Hemos tenido suficiente.
We just ate dinner.,Acabamos de cenar.
We just had a talk.,Acabamos de hablar.
We just had a talk.,Hemos tenido una charla.
We know Tom did it.,Sabemos que Tom lo hizo.
We learned English.,Aprendimos inglés.
We listen to music.,Escuchamos música.
We listen to music.,Estamos escuchando música.
We love the system.,Nos encanta el sistema.
We love the system.,Amamos el sistema.
We made a good buy.,Hicimos una buena compra.
We might get lucky.,Nosotros quizás podríamos tener suerte.
We need a strategy.,Necesitamos una estrategia.
We need a watchdog.,Necesitamos un perro guardián.
We need permission.,Necesitamos permiso.
We need some money.,Necesitamos algo de dinero.
We need some tools.,Necesitamos algunas herramientas.
We never use sugar.,No usamos nunca azúcar.
We ran in the park.,Corrimos en el parque.
We ran out of food.,Nos quedamos sin comida.
We ran out of food.,Se nos agotó la comida.
We really miss Tom.,Nosotros te extrañamos realmente Tom.
We remained silent.,Nos quedamos en silencio.
We remained silent.,Nos quedamos callados.
We remained silent.,Permanecimos en silencio.
We remained silent.,Permanecimos callados.
We sacrifice a lot.,Nos sacrificamos un montón.
We should break up.,Deberíamos terminar.
We should call Tom.,Deberíamos llamar a Tom.
We should sit down.,Deberíamos sentarnos.
We slept in a tent.,Dormimos en una carpa.
We started in 2013.,Empezamos en el 2013.
We started singing.,Empezamos a cantar.
We started to walk.,Empezamos a andar.
We took a mud bath.,Nos dimos un baño de lodo.
We understand that.,Lo entendemos.
We understand that.,Lo comprendemos.
We understand this.,Lo entendemos.
We understand this.,Entendemos esto.
We understand this.,Comprendemos esto.
We want more money.,Queremos más plata.
We want to go home.,Queremos ir a casa.
We want to see Tom.,Queremos ver a Tom.
We watched a movie.,Vimos una película.
We went for a walk.,Salimos de paseo.
We were all asleep.,Todos estábamos dormidos.
We were both happy.,Los dos éramos felices.
We were here first.,Nosotros estábamos acá primero.
We were here first.,Nosotras estábamos acá primero.
We were in a hurry.,Estábamos apurados.
We were tough guys.,Éramos tipos duros.
We were very happy.,Éramos muy felices.
We won the contest.,Ganamos el concurso.
We won the contest.,Hemos ganado el concurso.
We won't surrender.,No nos rendiremos.
We'd be safe there.,Allí estaríamos seguros.
We'll ask politely.,Preguntaremos diplomáticamente.
We'll be neighbors.,Vamos a ser vecinos.
We'll go visit Tom.,Iremos a visitar a Tom.
We'll look at that.,Nosotros miraremos eso.
We'll need shelter.,Vamos a necesitar refugio.
We'll pray for you.,Oraremos por ti.
We'll pray for you.,Rezaremos por ti.
We're about to eat.,Estamos a punto de comer.
We're all students.,Todos somos estudiantes.
We're almost broke.,Nosotros estamos casi en banca rota (quebrados).
We're almost ready.,Estamos casi listos.
We're almost there.,Ya casi llegamos allí.
We're already late.,Ya se nos hizo tarde.
We're ambidextrous.,Somos ambidextros.
We're ambidextrous.,Somos ambidiestros.
We're avoiding Tom.,Estamos evitando a Tom.
We're bodybuilders.,Somos culturistas.
We're closed today.,Hoy la tienda está cerrada.
We're finally free.,Al fin estamos libres.
We're finally free.,Al fin somos libres.
We're fixing it up.,Lo atamos con alambre.
We're going to try.,Vamos a intentarlo.
We're here to help.,Estamos aquí para ayudar.
We're here to talk.,Estamos aquí para hablar.
We're honeymooning.,Estamos de luna de miel.
We're housesitting.,Estamos de guardeses.
We're housesitting.,Somos guardeses.
We're housesitting.,Estamos cuidando una casa.
We're housesitting.,Cuidamos la casa.
We're ignoring Tom.,Estamos ignorando a Tom.
We're in a library.,Estamos en una biblioteca.
We're in agreement.,Estamos de acuerdo.
We're in agreement.,Estamos en un acuerdo.
We're in the house.,Estamos en la casa.
We're just friends.,Solo somos amigos.
We're just talking.,Solo estamos hablando.
We're not a couple.,No somos una pareja.
We're not fighting.,No estamos peleando.
We're on your side.,Estamos de tu lado.
We're only friends.,Solo somos amigos.
We're only friends.,Somos solo amigos.
We're out of money.,Se nos ha acabado el dinero.
We're out of money.,No tenemos más dinero.
We're out of sugar.,Estamos sin azúcar.
We're pretty smart.,Somos bastante listos.
We're running late.,Vamos con retraso.
We're running late.,Vamos tarde.
We're running late.,Se nos hizo tarde.
We're safe for now.,De momento estamos seguros.
We're studying now.,Ahora estamos estudiando.
We're the same age.,Tenemos la misma edad.
We're very excited.,Estamos muy emocionados.
We're very pleased.,Estamos muy contentos.
We've barely begun.,Apenas hemos comenzado.
We've been looking.,Hemos estado mirando.
We've been spotted.,Se nos ha avistado.
We've been tricked.,Se nos ha engañado.
We've been waiting.,Hemos estado esperando.
We've been worried.,Hemos estado preocupados.
We've done nothing.,No hemos hecho nada.
We've forgiven you.,Te hemos perdonado.
We've gone too far.,Hemos ido demasiado lejos.
We've just arrived.,Acabamos de llegar.
We've lost contact.,Hemos perdido el contacto.
We've seen nothing.,No hemos visto nada.
Welcome to my home.,Bienvenida a mi hogar.
Welcome to my life.,Bienvenido a mi vida.
Welcome to the USA.,Bienvenido a los Estados Unidos.
Were you surprised?,¿Te sorprendiste?
Weren't you amused?,¿No estabas entretenido?
Weren't you crying?,¿No estabas llorando?
What a big pumpkin!,¡Qué calabaza más grande!
What a coincidence!,¡Qué coincidencia!
What a cute outfit!,¡Qué conjunto tan lindo!
What a long flight!,¡Qué vuelo tan largo!
What a mean fellow!,¡Qué tipo tan malo!
What a pretty girl!,¡Qué doncella tan linda!
What a small world!,El mundo es un pañuelo.
What a strange guy!,¡Qué tipo más extraño!
What a strange man!,¡Qué hombre tan extraño!
What am I here for?,¿Para qué estoy aquí?
What an experience!,¡Qué experiencia!
What an idiot I am!,¡Qué idiota que soy!
What are these for?,¿Para qué son éstos?
What are you doing?,¿Qué estás haciendo?
What are you doing?,¿Qué es lo que haces?
What are you up to?,¿Qué estás haciendo?
What are you up to?,¿Qué es lo que haces?
What awful weather!,¡Qué pésimo clima!
What convinced you?,¿Qué te convenció?
What could he mean?,¿A qué podría referirse?
What did Tom bring?,¿Qué trajo Tom?
What did she drink?,¿Qué tomó ella?
What did she drink?,¿Qué bebió?
What did they want?,¿Qué querían?
What did you drink?,¿Qué has bebido?
What did you learn?,¿Qué aprendiste?
What did you spill?,¿Qué derramaste?
What did you steal?,¿Qué robaste?
What do I tell Tom?,¿Qué le digo a Tom?
What do horses eat?,¿Qué comen los caballos?
What do tigers eat?,¿Qué comen los tigres?
What do we do next?,¿Qué hacemos luego?
What do we owe you?,¿Cuánto te debemos?
What do we owe you?,¿Cuánto le debemos?
What do we owe you?,¿Cuánto les debemos?
What do whales eat?,¿Qué comen las ballenas?
What does Tom need?,¿Qué necesita Tom?
What does she have?,¿Qué tiene ella?
What does that say?,¿Qué dice eso?
What don't we know?,¿Qué no sabemos?
What else is there?,¿Qué más hay ahí?
What happened here?,¿Qué ha pasado aquí?
What happened here?,¿Qué pasó aquí?
What happened next?,¿Qué pasó después?
What happened next?,¿Qué pasó a continuación?
What happened then?,¿Qué pasó después?
What happens today?,¿Qué pasa hoy?
What have you done?,¿Qué hiciste?
What have you done?,¿Qué habéis hecho?
What if he's wrong?,¿Y si se equivoca?
What is Tom eating?,¿Qué está comiendo Tom?
What is in the box?,¿Qué hay en la caja?
What is my purpose?,¿Cuál es mi propósito?
What is over there?,¿Qué hay ahí?
What is that smell?,¿A qué huele?
What is that thing?,¿Qué es esa cosa?
What is this about?,¿Qué es lo que sucede aquí?
What is this about?,¿De qué trata esto?
What is your dream?,¿Cuál es tu sueño?
What just happened?,¿Qué acaba de pasar?
What month is this?,¿En qué mes estamos?
What more can I do?,¿Qué puedo hacer aún?
What motivates you?,¿Qué te motiva?
What motivates you?,¿Qué los motiva?
What narrow stairs!,¡Qué estrechas son estas escaleras!
What should Tom do?,¿Qué debería hacer Tom?
What should we say?,¿Qué deberíamos decir?
What time is lunch?,¿A qué hora es el almuerzo?
What will you have?,¿Qué vas a llevar?
What will you wear?,¿Qué llevarás puesto?
What will you wear?,¿Qué vas a llevar puesto?
What're you eating?,¿Qué estás comiendo?
What're you saying?,¿Qué quiere decir?
What're your plans?,¿Cuáles son tus planes?
What's Boston like?,¿Cómo es Boston?
What's Tom wearing?,¿Qué lleva puesto Tom?
What's in this bag?,¿Qué hay en este bolso?
What's in this box?,¿Qué hay en esta caja?
What's not to like?,¿Qué más podría uno pedir?
What's on the menu?,¿Qué hay en el menú?
What's that flower?,¿Qué flor es esa?
What's the message?,¿Cuál es el mensaje?
What's the problem?,¿Cuál es el problema?
What's their story?,¿Cuál es su historia?
What's there to do?,¿Qué hay que hacer?
What's this called?,Esto como se llama?
What's this called?,¿Esto cómo se llama?
What's up with you?,¿Qué tienes?
What's your advice?,¿Cuál es vuestro consejo?
What's your answer?,¿Cuál es tu respuesta?
What's your secret?,¿Cuál es tu secreto?
What's your theory?,¿Cuál es tu teoría?
When are you going?,¿Cuándo te vas?
When can I see you?,¿Cuándo puedo veros?
When did it happen?,¿Cuándo pasó?
When did it happen?,¿Cuándo sucedió?
When do I get paid?,¿Cuándo voy a cobrar?
When do I get paid?,¿Cuándo me van a pagar?
When do owls sleep?,¿Cuándo duermen las lechuzas?
When does it begin?,¿Cuándo empieza?
When does it start?,¿Cuándo empieza?
When were you born?,¿Cuándo naciste?
When will it begin?,¿Cuándo empieza?
When will it begin?,¿Cuándo empezará?
When will you come?,¿Cuándo vendrás?
When's the wedding?,¿Cuándo será la boda?
When's the wedding?,¿Cuándo es la boda?
Where are my books?,¿Dónde están mis libros?
Where are the boys?,¿Dónde están los chicos?
Where are the cops?,¿Dónde están los policías?
Where are the cops?,¿En dónde están los policías?
Where are the keys?,¿Dónde están las llaves?
Where are the kids?,¿Dónde están los niños?
Where are we going?,¿Adónde vamos?
Where are you from?,¿De dónde eres?
Where are you from?,¿De dónde vienen?
Where are you from?,¿De dónde sos?
Where are you from?,¿De dónde es?
Where are you guys?,¿Dónde están?
Where did he do it?,¿Dónde hizo eso?
Where did you hide?,¿Dónde te escondiste?
Where did you look?,¿Dónde buscaste?
Where did you stay?,¿En dónde te quedaste?
Where did you work?,¿Dónde trabajabas?
Where did you work?,¿Dónde trabajaba usted?
Where did you work?,¿Dónde trabajaban?
Where do they live?,¿Dónde viven ellas?
Where do you write?,¿Dónde escribe usted?
Where does he work?,¿Dónde trabaja él?
Where does it hurt?,¿Dónde te duele?
Where has she gone?,¿Adónde ha ido ella?
Where has she gone?,¿Adónde se ha ido?
Where is everybody?,¿Dónde están todos?
Where is everybody?,¿Dónde está todo el mundo?
Where is it hidden?,¿Dónde se oculta?
Where is the hotel?,¿Dónde está el hotel?
Where is the train?,¿Dónde está el tren?
Where is the vodka?,¿Dónde está el vodka?
Where is your room?,¿Dónde está tu habitación?
Where is your room?,¿Dónde está vuestra habitación?
Where is your room?,¿Dónde está tu pieza?
Where is your room?,¿Dónde está tu cuarto?
Where should I pay?,¿Dónde pago?
Where should we go?,¿Dónde debemos ir?
Where was he going?,¿Para dónde iba él?
Where will we meet?,¿Dónde nos encontraremos?
Where're you going?,¿Adónde vas?
Where're you going?,¿Adónde vais?
Where's Tom anyway?,"¿Dónde está Tom, por cierto?"
Where's my brother?,¿Dónde está mi hermano?
Where's my husband?,¿Dónde está mi marido?
Where's the doctor?,¿Dónde está el médico?
Where's the hammer?,¿Dónde está el martillo ?
Where's the shovel?,¿Dónde está la pala?
Where's the toilet?,¿Dónde está el baño?
Where's the toilet?,¿Dónde está el servicio?
Where's this place?,¿Dónde está este lugar?
Where's this place?,¿Dónde está este sitio?
Where's your money?,¿Dónde está tu dinero?
Where's your watch?,¿Dónde está tu reloj?
Which bag is yours?,¿Qué bolsa es la tuya?
Which cup is yours?,¿Cuál taza es la tuya?
Which dog is yours?,¿Cuál es tu perro?
Which dog is yours?,¿Cuál es su perro?
Which house is his?,¿Cuál es su casa?
Which house is his?,¿Cuál casa es la suya?
Which is your book?,¿Cuál es tu libro?
Which team is ours?,¿Cuál es nuestro equipo?
Who are those guys?,¿Quiénes son esos sujetos?
Who are we kidding?,¿A quién queremos engañar?
Who broke the vase?,¿Quién ha roto el jarrón?
Who can prevent it?,¿Quién lo puede impedir?
Who did this first?,¿Quién hizo esto primero?
Who do you suspect?,¿De quién sospechas?
Who do you talk to?,¿Con quién habla?
Who else was there?,¿Quién más estaba ahí?
Who is that person?,¿Quién es aquella persona?
Who is this person?,¿Quién es aquella persona?
Who is this person?,¿Quién es esta persona?
Who is visiting us?,¿Quién nos visita?
Who is watching TV?,¿Quién está viendo la televisión?
Who is your lawyer?,¿Quién es tu abogado?
Who is your lawyer?,¿Quién es su abogado?
Who made this plan?,¿Quién hizo este plan?
Who owns this land?,¿A quién le pertenece este terreno?
Who took the money?,¿Quién tomó el dinero?
Who wants to party?,¿Quién quiere festejar?
Who was in the car?,¿Quién estaba en el coche?
Who wrote the book?,¿Quién escribió el libro?
Who's laughing now?,¿Quién se ríe ahora?
Who's on your list?,¿Quién está en tu lista?
Who's the last one?,¿Quién es la última?
Who's this box for?,¿Para quién es esta caja?
Who's with Tom now?,¿Quién está con Tomás ahora?
Who's your teacher?,¿Quién es tu profesor?
Who's your teacher?,¿Quién es vuestro profesor?
Who's your teacher?,¿Quién es tu profesora?
Whose beer is this?,¿De quién es esta cerveza?
Whose bike is this?,¿De quién es esta bicicleta?
Whose book is this?,¿De quién es este libro?
Whose food is this?,¿De quién es esta comida?
Whose friend is he?,¿Él es amigo de quién?
Whose is this book?,¿De quién es este libro?
Whose is this food?,¿De quién es esta comida?
Whose room is this?,¿De quién es esta habitación?
Whose side are you?,¿Del lado de quién estás?
Whose wine is this?,¿De quién es este vino?
Why are they angry?,¿Por qué están enfadados?
Why are they angry?,¿Por qué están enfadadas?
Why are we running?,¿Por qué estamos corriendo?
Why are you afraid?,¿Por qué tenés miedo?
Why are you crying?,¿Por qué lloras?
Why are you crying?,¿Por qué está llorando?
Why are you so mad?,¿Por qué estás tan enojado?
Why are you so sad?,¿Por qué estás tan triste?
Why are you so sad?,¿Por qué está tan triste?
Why are you so sad?,¿Por qué están tan tristes?
Why are you so sad?,¿Por qué estáis tan tristes?
Why can't Tom come?,¿Por qué no puede venir Tom?
Why can't you come?,¿Por qué no puedes venir?
Why did you buy it?,¿Por qué lo compraste?
Why did you hit me?,¿Por qué me pegaste?
Why didn't he come?,¿Por qué él no vino?
Why didn't it work?,¿Por qué no funcionó?
Why didn't you ask?,¿Por qué no preguntaste?
Why do you hate me?,¿Por qué me odias?
Why do you love me?,¿Por qué me amas?
Why do you love me?,¿Por qué me quieres?
Why do you love me?,¿Por qué me ama usted?
Why does ice float?,¿Por qué el hielo flota?
Why don't we go in?,¿Por qué no entramos?
Why isn't Tom here?,¿Por qué Tom no está aquí?
Why were you fired?,¿Por qué te despidieron?
Why were you there?,¿Por qué estabas allí?
Why worry about it?,¿Por qué preocuparse?
Why would Tom care?,¿Por qué le importaría a Tom?
Will I have a scar?,¿Me va a quedar una cicatriz?
Will it hurt a lot?,¿Va a doler mucho?
Will it rain today?,¿Lloverá hoy?
Will it rain today?,¿Hoy lloverá?
Will it rain today?,¿Va a llover hoy?
Women like to talk.,A las mujeres les gusta hablar.
Women talk nonstop.,Las mujeres hablan sin parar.
Would they do that?,¿Ellos harían eso?
Would you like ice?,¿Le gustaría ponerle hielo?
Would you teach me?,¿Tú me enseñarías?
Write it in pencil.,Escríbelo a lápiz.
Write me something.,Escríbeme algo.
You are a good boy.,Eres un buen chico.
You are free to go.,Eres libre de irte.
You are impossible.,¡Eres imposible!
You are overworked.,Estás saturado de trabajo.
You are overworked.,Tienes exceso de trabajo.
You are overworked.,Te trabajan durísimo.
You are under oath.,Está bajo juramento.
You are under oath.,Tú estás bajo juramento.
You are very brave.,Eres muy valiente.
You are very brave.,Usted es muy valiente.
You are very brave.,Sois muy valientes.
You are very brave.,Es usted muy valiente.
You are very brave.,Sos muy valiente.
You are very brave.,Son muy valientes.
You are very smart.,Eres muy listo.
You are very smart.,Eres muy inteligente.
You are very smart.,Sos muy inteligente.
You are very smart.,Sos muy listo.
You are very smart.,Son muy listos.
You are very smart.,Son muy inteligentes.
You are very smart.,Sos muy lista.
You are very smart.,Eres muy lista.
You aren't invited.,No estás invitado.
You aren't special.,No sos especial.
You broke my heart.,Me rompiste el corazón.
You broke the rule.,Rompiste la regla.
You broke your arm.,Te rompiste el brazo.
You broke your leg.,Te rompiste una pierna.
You can let Tom go.,Puedes dejar ir a Tom.
You can see it now.,Ahora puedes verlo.
You can study here.,Puedes estudiar aquí.
You can study here.,Podéis estudiar aquí.
You can use my car.,Puedes usar mi auto.
You can't eat here.,No puedes comer aquí.
You can't go there.,No puedes ir ahí.
You can't help Tom.,No lo podés ayudar a Tomás.
You can't help Tom.,No lo puedes ayudar a Tomás.
You can't help Tom.,No lo pueden ayudar a Tomás.
You can't help Tom.,No lo puede ayudar a Tomás.
You can't leave me.,No puedes dejarme.
You can't run away.,No podés escapar.
"You can't run, Tom.","No puedes correr, Tom."
You can't say that.,Eso no se dice.
You can't tempt me.,No puedes tentarme.
You can't use that.,No podés usar eso.
You can't use that.,No puedes usarlo.
You can't use this.,No puedes usar esto.
You cannot do this.,No puedes hacer esto.
You cannot do this.,No pueden hacer esto.
You did a good job.,Hiciste un buen trabajo.
You did this to me.,Tú me hiciste esto.
You didn't call me.,No me llamaste.
You didn't help me.,No me ayudaste.
You didn't tell me.,No me avisaste.
You do a great job.,Haces un gran trabajo.
You do a great job.,Haces un trabajo muy bueno.
You do a great job.,Haces un trabajo muy importante.
You do a great job.,Hacéis un gran trabajo.
You don't scare me.,No me asustás.
You don't scare me.,No me das miedo.
You drank too much.,Tomaste demasiado.
You drank too much.,Usted tomó demasiado.
You drank too much.,Tomaron demasiado.
You drank too much.,Tú tomaste demasiado.
You drank too much.,Tomó demasiado.
You drank too much.,Ustedes tomaron demasiado.
You drive too fast.,Conduces demasiado rápido.
You drive too fast.,Manejás demasiado rápido.
You drive too fast.,Conducís demasiado rápido.
You drive too fast.,Conducís muy rápido.
You drive too fast.,Manejás muy rápido.
You drive too fast.,Manejás muy deprisa.
You drive too fast.,Conducís muy deprisa.
You freaked me out.,Me diste un susto.
You freaked me out.,Me asustaste.
You get used to it.,Te acostumbras.
You got here early.,Llegaste temprano.
You got us evicted.,Nos desahuciaron por ti.
You got very drunk.,Estás muy borracho.
You guys are right.,Uds. chicos están en lo correcto.
You guys are wrong.,Ustedes están equivocados.
You guys look lost.,Parecen algo perdidos.
You guys wait here.,Ustedes esperen aquí.
You had a long day.,Tuviste un día largo.
You had me worried.,Me tenías preocupado.
You have been busy.,Has estado ocupado.
You have been busy.,Habéis estado ocupados.
You have been busy.,Ustedes han estado ocupados.
You have cute eyes.,Tenés lindos ojos.
You have four dogs.,Tienes cuatro perros.
You have to let go.,Tienes que dejar ir.
You have to listen.,Tenés que escuchar.
You have to listen.,Tienes que escuchar.
You just missed it.,Acabas de fallar.
You just missed it.,Te lo acabas de perder.
You just need help.,Tan solo necesitas ayuda.
You know I'm wrong.,Tú sabes que estoy equivocado.
You know I'm wrong.,Tú sabes que no tengo la razón.
You know how it is.,Tú sabes cómo es.
You know something.,Tú sabes algo.
You know something.,Usted sabe algo.
You know something.,Ustedes saben algo.
You know the rules.,Ustedes conocen las reglas.
You know who he is.,Sabes quién es.
You like elephants.,Te gustan los elefantes.
You live and learn.,Viviendo se aprende.
You look beautiful.,Estás guapa.
You look contented.,Te ves satisfecho.
You look different.,Te ves diferente.
You look satisfied.,Te ves satisfecho.
You look surprised.,Pareces sorprendido.
You look surprised.,Pareces sorprendida.
You look very good.,Tienes muy buen aspecto.
You look very pale.,Luces muy pálida.
You made a mistake.,Has cometido un error.
You may go at once.,Puedes irte de inmediato.
You may use my car.,Tu podrías usar mi auto.
You may use my car.,Puedes usar mi coche.
You may use my car.,Puedes coger mi coche.
You might be right.,Puede que lleves razón.
You might be right.,Puede que tengas razón.
You might get shot.,Tú podrías recibir un disparo.
You might meet him.,Puede que te encuentres con él.
You must be a fool.,Debes ser un tonto.
You must be joking!,¡Debes estar bromeando!
You must be strong.,Debes ser fuerte.
You must excuse me.,Deberías disculparte ante mí.
You must stay here.,Te debes quedar aquí.
You need a haircut.,Necesitas un corte de pelo.
You need a miracle.,Necesitás un milagro.
You need to fix it.,Necesitas arreglarlo.
You only live once.,Sólo se vive una vez.
You only live once.,Solo se vive una vez.
You only live once.,Sólo vives una vez.
You owe me a favor.,Me debés un favor.
You owe me nothing.,No me debes nada.
You ruined my life.,Arruinaste mi vida.
You shot Tom twice.,Le disparaste dos veces a Tom.
You should be home.,Deberías estar en casa.
You should go home.,Deberías irte a casa.
You should know it.,Deberíais de saberlo.
You should know it.,Deberías saberlo.
You should sue Tom.,Deberías demandar a Tom.
You sound relieved.,Pareces aliviado.
You speak too much.,Hablas demasiado.
You speak too much.,Hablas de más.
You stole my heart.,Me robaste el corazón.
You taught me that.,Tú me enseñaste eso.
You taught me well.,Me enseñaste bien.
You taught us that.,Tú nos lo enseñaste.
You were in a coma.,Estabas en coma.
You were in a coma.,Estabais en coma.
You were in a coma.,Estuviste en coma.
You were in a coma.,Estuvisteis en coma.
You were my friend.,Tú eras mi amigo.
You were my friend.,Eras mi amiga.
You'll be fine now.,Ahora estarás bien.
You'll feel better.,Vas a sentirte mejor.
You'll feel better.,Te sentirás mejor.
You'll get over it.,Te recuperarás.
You'll get over it.,Se te pasará.
You'll have to pay.,Tendrás que pagar.
You'll regret that!,¡Lo lamentarás!
You're a big fraud.,Eres un gran fraude.
You're a funny gal.,Eres una niña divertida.
You're a gentleman.,Sos un caballero.
You're a good liar.,Eres un buen mentiroso.
You're a nice girl.,Eres una chica maja.
You're a nice girl.,Eres una chica agradable.
You're a smart boy.,Eres un chico inteligente.
You're a weird kid.,Eres un niño raro.
You're all cowards.,¡Sois unos cobardes!
You're all cowards.,¡Son unos cobardes!
You're all invited.,Todos ustedes están invitados.
You're all invited.,Todas ustedes están invitadas.
You're all racists.,Todos ustedes son racistas.
You're annoying me.,Me estás fastidiando.
You're avoiding me.,Me estás evitando.
You're charismatic.,Sos carismático.
You're cooperating.,Estás cooperando.
You're defenseless.,Estás indefenso.
You're defenseless.,Estás desamparada.
You're egotistical.,Eres egoísta.
You're extroverted.,Eres extrovertido.
You're ignoring me.,Me estás ignorando.
You're incompetent.,Eres incompetente.
You're incompetent.,Tú eres incompetente.
You're intelligent.,Eres inteligente.
You're intelligent.,Sos inteligente.
You're intelligent.,Son inteligentes.
You're interfering.,Estás interfiriendo.
You're interfering.,Tú estás interfiriendo.
You're interfering.,Está interfiriendo.
You're interfering.,Usted está interfiriendo.
You're interfering.,Están interfiriendo.
You're interfering.,Estáis interfiriendo.
You're interfering.,Vosotros estáis interfiriendo.
You're interfering.,Ustedes están interfiriendo.
You're just a girl.,Eres solo una chica.
You're like family.,Es como de la familia.
You're like family.,Sois como de la familia.
You're like family.,Eres como de la familia.
You're lying again.,Estás mintiendo otra vez.
You're my favorite.,Sos mi favorito.
You're my princess.,Eres mi princesa.
You're not a loser.,Tú no eres perdedor.
You're not my type.,No eres mi tipo.
You're not perfect.,No sos perfecto.
You're not special.,Usted no es especial.
You're patronizing.,Tú estás condescendiendo.
You're quite smart.,Sos bastante inteligente.
You're quite smart.,Eres bastante inteligente.
You're quite smart.,Son bastante inteligentes.
You're quite smart.,Sos bastante listo.
You're quite smart.,Eres bastante listo.
You're quite smart.,Son bastante listos.
You're quite smart.,Eres bastante lista.
You're quite smart.,Sos bastante lista.
You're so adorable.,Eres tan adorable.
You're so immature.,Sos muy inmaduro.
You're so negative.,Eres muy negativo.
You're so negative.,Qué negativo eres.
You're so stubborn.,Sos muy terco.
You're so stuck up.,Eres tan engreído.
You're so stuck up.,Eres tan engreída.
You're so stuck up.,Son tan engreídos.
You're so stuck up.,Sois tan engreídos.
You're so stuck up.,Son tan engreídas.
You're so stuck up.,Sois tan engreídas.
You're so talented.,¡Tienes tanto talento!
You're soaking wet.,Estás empapada.
You're soaking wet.,Estás empapado.
You're still wrong.,Aún estás equivocado.
You're still wrong.,Aún no tienes la razón.
You're still young.,Todavía eres joven.
You're still young.,Ustedes aún son jóvenes.
You're still young.,Todavía son jóvenes.
