idioma,traduccion
There are more clouds today than there were yesterday.,Hoy hay más nubes que ayer.
"There are no shortcuts to the top, only to the bottom.","No hay atajos a la cima, sólo al abismo."
There are some things that are difficult to translate.,Hay algunas cosas que son difíciles de traducir.
There is no excuse for the way Tom acted at the party.,No hay disculpa para la manera en que Tom se comportó en la fiesta.
There is no use crying for help. No one will hear you.,No tiene sentido llorar por ayuda. Nadie te oirá.
There must've been a tacit understanding between them.,Tiene que haber existido un acuerdo tácito entre ellos.
There must've been a tacit understanding between them.,Tiene que haber habido un acuerdo tácito entre ellos.
There used to be a big pine tree in front of my house.,Solía haber un gran pino en frente de mi casa.
There was a sudden drop in the temperature last night.,Anoche hubo un descenso repentino de temperatura.
There will be a dance Friday night at the high school.,Habrá un baile el viernes por la noche en el liceo.
There's something I need to tell you before you leave.,Hay algo que te necesito decir antes de que te vayas.
These measures can prevent the disease from spreading.,Estas medidas pueden impedir la propagación de la enfermedad.
They approached the tourists and asked them for money.,Ellos se aproximaron a los turistas y les pidieron dinero.
They are considered the greatest rock band in history.,Ellos son considerados la mejor banda de rock de la historia.
They are very proud of being students of that college.,Ellos están muy orgullosos de ser estudiantes de ese colegio.
They did not want to spend much time talking about it.,No querían pasar mucho rato hablando de ello.
They have had no rain in Africa for more than a month.,En África no ha llovido en absoluto desde hace más de un mes.
They have nothing in common with the older generation.,Ellos no tienen nada en común con la generación antigua.
"They left at 5 o'clock, so they ought to be home by 6.","Salieron a las 5 en punto, así que deberían estar en casa a las 6."
They said they were dissatisfied with their low wages.,Dijeron que estaban insatisfechos con sus bajos salarios.
They said they were dissatisfied with their low wages.,Dijeron que sus bajos salarios no resultaban satisfactorios.
They supplied the soldiers with enough food and water.,Suministraron suficientes alimentos y agua a los soldados.
They went to Edinburgh to escape from the summer heat.,Ellos fueron a Edimburgo para escapar del calor del verano.
This big sofa is really not suitable for a small room.,Este sofá grande no es muy apropiado para una habitación pequeña.
"This computer is powerful, efficient, and easy to use.","Este ordenador es potente, eficiente y fácil de utilizar."
This history book is written for high school students.,Este libro de historia está escrito para estudiantes de secundaria.
This is by far the most interesting of all his novels.,Esta es lejos la más interesante de sus novelas.
This is considered to be a matter of great importance.,Esto es considerado un asunto de gran importancia.
This is one of the most bizarre things I've ever seen.,Es una de las cosas más raras que he visto en mi vida.
This is one of the worst movies that I have ever seen.,Esta es una de las peores películas que haya visto.
This is one of the worst movies that I have ever seen.,Es una de las peores películas que he visto.
This is the hottest summer we have had in fifty years.,Este es el verano más caluroso que tuvimos en cincuenta años.
This large sofa would be out of place in a small room.,Este gran sofá podría ser inadecuado para una habitación pequeña.
This mission is highly secret and extremely dangerous.,Esta misión es ultra secreta y sumamente peligrosa.
This sentence is not a translation. It's the original.,Esta frase no es una traducción. Es la original.
This sentence needs to be checked by a native speaker.,Esta frase necesita verificación de un hablante nativo.
"To make a long story short, he married his first love.","Para hacer el cuento corto, él se casó con su primer amor."
Tom always carries a camera with him wherever he goes.,Tom siempre lleva una cámara con él donde quiera que vaya.
"Tom applied for a credit card, but he was turned down.","Tom solicitó una tarjeta de crédito, pero se la rechazaron."
Tom asked Mary if she spoke more than three languages.,Tom le preguntó a Mary si hablaba más de tres idiomas.
Tom bent over to pick up a coin that was on the floor.,Tom se agachó para recoger una moneda que estaba en el piso.
Tom bought an expensive Christmas present for himself.,Tom se compró un regalo de Navidad caro.
Tom bought an expensive Christmas present for himself.,Tom se hizo a sí mismo un caro regalo navideño.
Tom bumped into Mary the other day at the supermarket.,Tom se topó con Mary en el supermercado el otro día.
Tom caught Mary stealing money from the cash register.,Tom cogió a Mary robando dinero de la caja registradora.
Tom closed the door quietly and tiptoed into the room.,Tom cerró suavemente la puerta y entró en cuclillas a la pieza.
Tom couldn't go to the concert because he had to work.,Tom no pudo ir al concierto porque tenía que trabajar.
Tom couldn't make it to school because of the typhoon.,Tom no pudo llegar a la escuela a causa del tifón.
Tom couldn't remember where he had been on that night.,Tom no pudo recordar en dónde había estado aquella noche.
Tom couldn't sneak out of the dorm without being seen.,Tom no se pudo escabullir del dormitorio sin ser visto.
Tom couldn't stand Mary not knowing what had happened.,Tom no podía soportar que Mary no supiera que había pasado.
Tom decided not to tell Mary about what John had done.,Tom decidió no decirle a María nada de lo que Juan había hecho.
Tom didn't know that Mary had decided to quit her job.,Tom no sabía que Mary había decidido renunciar a su trabajo.
Tom didn't know what time he was supposed to be there.,Tom no sabía a qué hora se suponía que debía estar allí.
Tom didn't thank Mary enough for all the work she did.,Tom no le agradeció a Mary lo suficiente por todo el trabajo que ella hizo.
"Tom didn't want to look, but he couldn't help himself.","Tom no quería mirar, pero no pudo resistir la tentación."
Tom does a pretty good job of forecasting the weather.,Tom es bueno previendo el tiempo.
Tom does a pretty good job of forecasting the weather.,A Tom se le da bastante bien prever el tiempo.
"Tom doesn't have a pet now, but he used to have a dog.","Ahora Tom no tiene mascota, pero solía tener un perro."
Tom doesn't have enough experience to operate a train.,Tom no tiene la suficiente experiencia como para operar un tren.
Tom doesn't know for certain what Mary is going to do.,Tom no sabe exactamente que pretende hacer María.
Tom doesn't know how Mary will get to school tomorrow.,Tom no sabe cómo va a ir María al colegio mañana.
Tom doesn't know how to write a love letter in French.,Tom no sabe escribir una carta de amor en francés.
Tom doesn't know whether the concert went well or not.,Tom no sabe si acaso el concierto salió bien o no.
Tom doesn't like it when he doesn't have enough money.,A Tom no le gustó no tener suficiente dinero.
Tom doesn't remember doing what everybody says he did.,Tom no recuerda haber hecho lo que todos dicen que hizo.
Tom doesn't think Mary would do what you said she did.,Tom no cree que Mary hiciera lo que dijiste que hizo.
Tom entered the bar and sat on the stool next to Mary.,Tom entró al bar y se sentó en el banquillo junto a María.
Tom finally figured out where the treasure was hidden.,Finalmente Tom descubrió dónde estaba el tesoro escondido.
Tom finds it much easier to speak English than French.,Tom encuentra mucho más fácil hablar inglés que francés.
Tom forwarded the email he received from Mary to John.,Tom le remitió el correo-e que recibió de Mary a John.
Tom found Mary a job not too far from where she lives.,Tom le encontró a Mary un trabajo no demasiado lejos de donde ella vive.
Tom gave his dog a piece of leftover Christmas turkey.,Tom le dio a su perro sobras del pavo de Navidad.
Tom gave his three-year-old son a puppy for Christmas.,Tom le regaló a su niño de tres años un cachorro para Navidad.
Tom had never seen a girl as beautiful as Mary before.,Tom jamás había visto antes a una chica tan bella como Mary.
Tom has already delivered the package to Mary's house.,Tom ya entregó el paquete en la casa de Mary.
Tom has asked Mary to meet him at his office tomorrow.,Tom le ha pedido a María que lo vea en su oficina mañana.
Tom has no conception of what it's like to be in love.,Tom no tiene idea lo que es estar enamorado.
Tom has started to get a few wrinkles on his forehead.,A Tom le han empezado a salir algunas arrugas en su frente.
Tom has trouble keeping up with the rest of the class.,A Tom le cuesta mantenerse al nivel del resto de la clase.
Tom has two cats. One is white and the other is black.,Tom tiene dos gatos. Uno es blanco y el otro es negro.
Tom is running the risk of getting himself in trouble.,Tom está corriendo el riesgo de meterse en problemas.
Tom is the type of a person who calls a spade a spade.,Tom es el tipo de persona que llama a las cosas por su nombre.
Tom listened to music in his room until late at night.,Tom escuchaba música en su cuarto hasta tarde por la noche.
Tom locked himself in the bathroom and started to cry.,Tom se encerró en el baño y empezó a llorar.
Tom lowered his voice and told Mary that he loved her.,Tom bajó la voz y le dijo a Mary que la amaba.
Tom needed someone he could discuss his problems with.,Tom necesitaba a alguien con el que poder hablar de sus problemas.
Tom needed someone he could discuss his problems with.,Tom necesitaba a alguien con quien pudiera hablar de sus problemas.
Tom never thought he'd be able to do what he just did.,Tom nunca había pensado que sería capaz de hacer lo que acaba de hacer.
Tom opened the freezer and got some ice for his drink.,Tom abrió el refrigerador y sacó algo de hielo para su trago.
Tom pretended not to know how to get to Mary's school.,Tom fingió que no sabía cómo llegar al colegio de Mary.
Tom put off his wedding because of a traffic accident.,Tom pospuso su boda por causa de un accidente de tráfico.
Tom said that he wanted to forget about what happened.,Tom dijo que quería olvidar lo que había pasado.
Tom says that he is able to communicate with the dead.,Tom dice que él puede comunicarse con los muertos.
Tom scolded Mary for not calling to say she'd be late.,Tom regañó a Mary por no llamar para avisar que llegaría tarde.
Tom should apologize to Mary for not arriving on time.,Tom debe disculparse con Mary por no llegar a tiempo.
Tom shouldn't wait for Mary for more than ten minutes.,Tom no debería esperar a Mary por más de diez minutos.
Tom spends a lot of time helping Mary do her homework.,Tom pasa mucho tiempo ayudando a Mary a hacer su tarea.
Tom started reading self-help books after his divorce.,Tom empezó a leer libros de autoayuda después de su divorcio.
Tom started to feel like his life wasn't worth living.,Tom comenzó a sentir que no valía la pena vivir su vida.
Tom takes a pill with vitamins and minerals every day.,Tom se toma una pastilla con vitaminas y minerales todos los días.
Tom talks to you more than he talks to any other girl.,Tom habla contigo más que con cualquier otra muchacha.
Tom thinks he's being shadowed by a private detective.,Tom piensa que está siendo seguido por un detective privado.
Tom thinks it impossible for Mary to break the record.,Tom cree que es imposible que Mary rompa el récord.
Tom thought it would be a good idea if Mary got a gun.,Tom pensó que sería una buena idea que Mary se consiguiera una pistola.
Tom threw his line in and waited for the fish to bite.,Tom lanzó su caña y esperó a que piquen los peces.
Tom told me that I could keep the book if I wanted it.,Tom me dijo que me podía quedar con el libro si lo quería.
Tom told me that he had a dream about Mary last night.,Tom me dijo que tuvo un sueño de Mary anoche.
Tom tried to break up the fight between Mary and John.,Tomás trató de parar la pelea entre María y Juan.
Tom tried to distract the police so Mary could escape.,Tom intentó distraer a la policía para que Mary pudiese escapar.
"Tom tried to turn the doorknob, but it wouldn't budge.","Tom intentó girar el pomo de la puerta, pero no cedió."
Tom turned off the engine and shut off the headlights.,Tom apagó el motor y las luces.
Tom usually doesn't have to work on Monday afternoons.,Los lunes por la tarde Tom no suele tener que trabajar.
Tom wanted to lose five pounds before summer vacation.,Tom quería perder cinco libras antes de las vacaciones de verano.
Tom wants to do something special for Mary's birthday.,Tom quiere hacer algo especial para el cumpleaños de Mary.
Tom wants to know why you're not working here anymore.,Tom quiere saber por qué ya no trabajas aquí.
Tom wants to make sure that that doesn't happen again.,Tom quiere asegurarse de que eso no suceda otra vez.
Tom was able to get there in less than twenty minutes.,Tom fue capaz de llegar allí en menos de veinte minutos.
Tom was an astute businessman who made a lot of money.,Tom fue un astuto hombre de negocios que ganó mucho dinero.
"Tom was leaning against a tree, sucking on a lollipop.","Tom estaba inclinado contra un árbol, chupando una piruleta."
Tom was seen stealing apples from the neighbor's tree.,Tom fue visto robando manzanas del árbol del vecino.
Tom was the only one who saw Mary sneak into the room.,Tom fue el único que vio a María entrar sigilosamente en la habitación.
Tom was totally snockered before the party even began.,Tom estaba totalmente borracho antes incluso de que la fiesta empezara.
Tom was totally snockered before the party even began.,Tom fue totalmente borracho incluso antes de que la fiesta comenzara.
Tom will be disappointed if you don't go to his party.,Tom se decepcionará si no vas a su fiesta.
Tom wished he had put more money into that investment.,Tom deseó haber puesto más dinero en esa inversión.
Tom won't give Mary the message that you asked him to.,Tom no le va a dar a María el mensaje que le pediste que le diera.
Tom wondered how long it would take to finish the job.,Tom se preguntó cuánto tiempo llevaría acabar el trabajo.
"Tom's favorite Elvis Presley song is ""Jailhouse Rock.""","La canción favorita de Tom es el ""Rock de la Cárcel"" de Elvis Presley."
Tom's great-great-great grandmother lived in Scotland.,La tátara-tátara-tátara-abuela de Tom vivía en Escocia.
"Tom, Mary and John were playing tag on the playground.","Tom, Mary y John estaban jugando al corre que te pillo en el parque."
Translating this material calls for a lot of patience.,Traducir este material exige un montón de paciencia.
Try to be as polite as you can when asking directions.,Sé tan cortés como puedas cuando pides direcciones.
Warm and humid weather increases the number of crimes.,El clima cálido y húmedo hace que aumente el número de delitos.
We are fully aware of the importance of the situation.,Somos plenamente conscientes de la importancia de la situación.
We conducted our investigation with the greatest care.,Condujimos nuestra investigación con el mayor de los cuidados.
We could make it on time if we walked a little faster.,Podríamos llegar a tiempo si camináramos un poco más rápido.
We couldn't play outdoors because of the intense heat.,No podemos jugar en exteriores por el intenso calor.
We don't know why there's more matter than antimatter.,No sabemos por qué hay más materia que antimateria.
"We enjoyed seeing the city, but we got a little tired.","Disfrutamos mucho viendo la ciudad, pero acabamos un poco cansados."
We had to leave for the United States on short notice.,Tuvimos que irnos a Estados Unidos en corto tiempo.
We have an hour's recess for lunch from twelve to one.,Tenemos una pausa de almuerzo de una hora desde las doce a la una.
We have experienced many changes over the last decade.,Hemos experimentado muchos cambios en las últimas décadas.
We have two dogs. One is black and the other is white.,"Tenemos 2 perros, uno de ellos es negro y el otro es blanco."
We managed to bring him around to our way of thinking.,Conseguimos convencerle.
We want to hire someone who can speak French fluently.,Queremos contratar a alguien que hable un francés fluido.
We were disappointed to hear that she had married him.,Nos decepcionamos al enterarnos de que ella se había casado con él.
We've got to find Tom before he does something stupid.,Debemos encontrar a Tom antes de que haga algo estúpido.
Were you able to do everything you wanted to get done?,¿Fuiste capaz de hacer todo lo que querías?
What kind of equipment is installed in the classrooms?,¿Qué tipo de equipamiento es instalado en las aulas?
What's the difference between religion and philosophy?,¿Cuál es la diferencia entre religión y filosofía?
What's your favorite thing about the Christmas season?,¿Qué es lo que más te gusta de la navidad?
"When I think back on what I did, I feel pretty stupid.","Cuando rememoro lo que hice, me siento bastante estúpido."
"When spring arrives, I'm going to take up a new sport.","Cuando llegue la primavera, voy a empezar a practicar un nuevo deporte."
When was the last time you received a letter from Tom?,¿Cuándo fue la última vez que recibiste una carta de Tom?
"Which wire should I cut, the red one or the white one?",¿Qué cable debería cortar? ¿el rojo o el blanco?
Why don't you wait here while I finish what I'm doing?,¿Por qué no esperás acá mientras yo termino lo que estoy haciendo?
"With a little more patience, you could have succeeded.",Con un poco más de paciencia podrías haberlo logrado.
"With a little more patience, you would have succeeded.","Con un poco más de paciencia, hubieras triunfado."
"With more education, he would have found a better job.","Con más formación, hubiera conseguido un trabajo mejor."
"With your approval, I would like to offer him the job.",Con tu aprobación me gustaría ofrecerle el trabajo.
"Without the slightest hesitation, he sold his own car.",Vendió su propio coche sin vacilar lo más mínimo.
Women are not permitted to drive cars in Saudi Arabia.,A las mujeres no se les permite manejar en Arabia Saudita.
Would you like me to help you with washing the dishes?,¿Quieres que te ayude a fregar los platos?
Would you like to come to my beach party this evening?,¿Te gustaría venir a mi fiesta en la playa esta noche?
Would you mind writing it down on this piece of paper?,¿Te importaría escribirlo en este pedazo de papel?
Would you rather have a cup of coffee or a cup of tea?,¿Preferiríais tomaros una taza de café o una de té?
You are saying you intentionally hide your good looks?,¿Quieres decir que ocultas intencionalmente tu belleza?
You aren't permitted to bring dogs into this building.,No está permitido entrar perros a este edificio.
You can get a lot of bang for your buck at this store.,Puedes conseguir un gran resultado por tu dinero en esta tienda.
"You can say what you like, but I'll never forgive you.","Podés decir lo que quieras, pero nunca te voy a perdonar."
You can't let Tom eat anything that has peanuts in it.,No puedes dejar que Tom coma nada que contenga cacahuete.
You had better chain up the dog so that he won't bite.,Debería atar el perro para que no muerda.
You look pale. You had better lie down in bed at once.,Pareces pálido. Sería mejor que te tumbaras en la cama de una vez.
You must take off your hats in the presence of ladies.,Tenéis que quitaros el sombrero en presencia de una dama.
You should consult a doctor if the symptoms get worse.,Deberías consultar a un doctor si los síntomas empeoran.
You should not judge a person by his appearance alone.,No deberías juzgar a una persona sólo por su apariencia.
You should read a book like the one he is reading now.,Deberías leer un libro como el que está leyendo él ahora.
You shouldn't tell him anything about your girlfriend.,No deberías decirle nada acerca de tu polola.
You'll be paid according to the amount of work you do.,Se te pagará según la cantidad de trabajo que realices.
You'll be paid according to the amount of work you do.,Se le pagará de acuerdo a la cantidad de trabajo que haga.
You're not the only one who has had problems with Tom.,No sos el único que tuvo problemas con Tom.
You're not the only one who has had problems with Tom.,No eres el único que haya tenido problemas con Tom.
You've got to be careful or else you'll miss it again.,Tienes que tener cuidado o si no lo perderás otra vez.
Your composition is perfect except for a few mistakes.,Tu composición es perfecta excepto por unos pocos errores.
Your joke is funny no matter how many times I hear it.,Tu chiste me resulta gracioso sin importar el número de veces que lo escuche.
Your uncle and I have known each other for many years.,Tu tío y yo nos conocemos desde hace muchos años.
"""That's cheap. I'll take ten yards,"" the girl answered.","""Qué barato. Me llevo diez llardas,"" respondió la muchacha."
A foreign language cannot be learned in only two weeks.,No se puede aprender un idioma extranjero en solo dos semanas.
A lot of people say Tom is the best player on our team.,Muchos dicen que Tom es el mejor jugador de nuestro equipo.
A relationship based on total honesty is bound to fail.,Una relación basada en una honestidad completa está condenada al fracaso.
A white car has been tailing me for the last two miles.,Un coche blanco me ha estado siguiendo durante las últimas dos horas.
"According to TV news, there was a plane crash in India.","Según las noticias en televisión, hubo un accidente de avión en India."
"According to TV news, there was a plane crash in India.","Según las noticias de la televisión, un avión se estrelló en India."
"According to the Bible, God made the world in six days.","Según la Biblia, Dios creó el mundo en seis días."
"According to the paper, there was a big fire in Boston.","Según el periódico, parece que ha habido un gran incendio en Boston."
"After his death, his paintings were hung in the museum.","Después de su muerte, sus cuadros fueron colgados en el museo."
"After we had walked for some time, we came to the lake.","Después de haber caminado por un rato, llegamos al mar."
All at once the sky became dark and it started to rain.,El cielo se oscureció de repente y se puso a llover.
All the passengers were requested to get off the train.,Se les solicitó a todos los pasajeros que se bajaran del tren.
"Although I didn't like math, I had to study logarithms.","Aunque no me gustaban las matemáticas, tuve que estudiar logaritmos."
"Although Tom is sick, he's planning on going to school.","Aunque Tom está enfermo, planea ir a la escuela."
"Among the products of this region, cotton predominates.",Entre los productos de esta región domina el algodón.
An important function of policemen is to catch thieves.,Una función importante de los policías es el atrapar a los ladrones.
"Apparently, we'll be getting a raise within two months.","Aparentemente, obtendremos un aumento dentro de dos meses."
Are there any liquids or sharp objects in your luggage?,¿Hay algún líquido u objetos punzantes en tu equipaje?
Are you absolutely sure you want to drop out of school?,¿Estás totalmente seguro de que quieres dejar la escuela?
Are you saying that Tom can't understand French at all?,¿Estás diciendo que Tomás no entiende francés en absoluto?
Are you sure you don't want something a little smaller?,¿Estás seguro de que no quieres algo un poco más pequeño?
"As he crossed the bridge, he looked down at the stream.","Cuando cruzaba el puente, miro hacia abajo al río."
"As our fingers touched, I felt a shiver run through me.","Cuando nuestros dedos se tocaron, un escalofrío recorrió mi cuerpo."
"As soon as I can get the chance, I'll come for a visit.","Tan pronto tenga la oportunidad, vendré a hacer una visita."
"As soon as I find it, I'll bring it over to your place.","Tan pronto lo encuentre, lo traeré a tu hogar."
"As soon as the child saw his mother, he stopped crying.","En cuanto el niño vio a su madre, dejó de llorar."
"As the saying goes, ""Nothing ventured, nothing gained.""","Como dice el refrán, ""quien no se aventura, no pasa la mar""."
"As the saying goes, ""Nothing ventured, nothing gained.""","Como dice el refrán, ""Nada arriesgado, nada ganado""."
Ask only questions that can be answered with yes or no.,Haz solo preguntas que se puedan contestar con sí o no.
At least he shook your hand. He didn't even look at me.,Siquiera te saludó con la mano. A mí ni me miró.
"Atoms are composed of protons, neutrons, and electrons.","Los átomos están compuestos de protones, neutrones y electrones."
Be sure to drop us a line as soon as you get to London.,Asegúrate de mandarnos una nota tan pronto llegues a Londres.
"Because of that virus, many elephants lost their lives.","Por culpa de ese virus, muchos elefantes perdieron la vida."
"Black or white, a cat that catches mice is a great cat.","Negro o blanco, un gato que atrape ratones es un gran gato."
Books are for people who wish they were somewhere else.,Los libros son para la gente que desearía estar en otro lugar.
Can you remember the first word you learned in English?,¿Recuerdas la primera palabra que aprendiste en inglés?
Can you tell the difference between these two pictures?,¿Puedes distinguir la diferencia entre estas dos imágenes?
"Can you walk to school, or do you have to take the bus?",¿Puedes ir andando a la escuela o tienes que coger el autobús?
Can't you separate fantasy and reality from each other?,¿No puedes separar la fantasía de la realidad?
Captain Cook thanked the natives for their hospitality.,El capitán Cook les agradeció a los nativos por su hospitalidad.
Children depend on their parents for food and clothing.,Los niños dependen de los padres para alimentarse y vestirse.
Coral reefs attract a variety of beautiful marine life.,Los arrecifes de coral atraen una variedad preciosa de vida marina.
Did you receive a Christmas present from Tom this year?,¿Has recibido un regalo de Navidad de Tom este año?
Do I remind you of the one of the guys you left behind?,¿Te recuerdo a uno de los chicos que dejaste atrás?
Do you have any ideas on how we can settle this matter?,¿Se te ocurre alguna idea de cómo resolver este asunto?
Do you really think that Tom will be able to help Mary?,¿De verdad crees que Tom podrá ayudar a Mary?
Do you think Tom still has many friends left in Boston?,¿Crees que Tom todavía tenga muchos amigos en Boston?
Do you think that eating with your family is important?,¿Piensas que comer con tu familia es importante?
Do you think you would ever consider going out with me?,¿Crees que alguna vez considerarías salir conmigo?
Do you want to live with Tom for the rest of your life?,¿Querés vivir con Tom por el resto de tu vida?
Does the price of the room include the service charges?,¿El precio de la habitación incluye los costos de servicio?
Don't be afraid to make mistakes when speaking English.,No tengas miedo a equivocarte cuando estés hablando inglés.
"Due to the bad weather, the plane was ten minutes late.","Debido al mal tiempo, el avión se retrasó diez minutos."
Eating too much fat is supposed to cause heart disease.,Se cree que comer demasiada grasa provoca enfermedades cardíacas.
Even the richest man in the world can't buy everything.,Ni siquiera el hombre más rico del mundo puede comprarlo todo.
"Even though the alarm clock went off, I didn't wake up.","A pesar de que la alarma sonó, no me desperté."
"Even today, his theory remains practically irrefutable.","Incluso hoy en día, su teoría se mantiene prácticamente irrefutable."
Everybody in the park looked up at the hot air balloon.,Todos en el parque miraron hacia arriba al globo de aire caliente.
Everything depends on whether you pass the examination.,Todo depende de si pasas el examen.
"Excuse me, but will you tell me the way to the station?","Perdone, pero ¿me podría decir el camino a la estación?"
Five or ten minutes would not have made any difference.,Cinco o diez minutos no habrían hecho ninguna diferencia.
For some reason or other I cannot bring myself to work.,Por una u otra razón no puedo simplemente ponerme manos a la obra.
Four people were in the car when the accident happened.,Había cuatro personas en el auto cuando ocurrió el accidente.
Fruits and vegetables are essential to a balanced diet.,Las frutas y las verduras son imprescindibles para una dieta equilibrada.
"Generally speaking, Japanese cars are popular overseas.",En general los coches japoneses son populares en el extranjero.
Have you framed those paintings I brought in last week?,¿Has enmarcado esas pinturas que te traje la semana pasada?
He apologized to the teacher for coming to school late.,Él le pidió disculpas al profesor por haber llegado tarde a la escuela.
He began to indulge in drinking after he lost his wife.,Él comenzó a ceder a la bebida después de que perdió a su mujer.
He began to indulge in drinking after he lost his wife.,Él comenzó a entregarse a la bebida después de que perdió a su mujer.
He cheated on the test by copying his friend's answers.,"Él hizo trampa en el examen, copiando las respuestas de su amigo."
He contradicted himself several times in his testimony.,Se contradijo varias veces en su declaración.
He didn't like to ask for help even if he was starving.,A él no le gustaba pedir ayuda aunque se estuviera muriendo de hambre.
He doesn't have any idea how important this meeting is.,Él no tiene idea de cuán importante es esta reunión.
He doesn't remember whether that room was empty or not.,Él no recuerda si esa habitación estaba vacía o no.
He gave several examples of how we could change things.,Él dio varios ejemplos de cómo podemos cambiar las cosas.
"He glanced from one to the other, hoping for an answer.",Miraba a uno y a otro procurando una respuesta.
He had to let his secretary go because she got married.,Tuvo que dejar ir a su secretaría porque se casó.
"He hung an old, wooden oar on his wall as a decoration.",Él colgó un viejo remo de madera en la pared como adorno.
He is accustomed to bribing anyone who gets in his way.,Está acostumbrado a sobornar a cualquiera que se ponga en su camino.
He is very concerned about his elderly parent's health.,Él está muy preocupado por la salud de su anciano padre.
"He kissed her goodbye and left, never to be seen again.","Él le dio un beso de despedida y se marchó, y no se le volvió a ver."
He listened to the news on the radio as he fed his dog.,Él escuchaba las noticias en la radio mientras alimentaba a su perro.
He negotiated a lower price with the real estate agent.,Él negoció un precio más bajo con el agente inmobiliario.
He pointed out that the plan would cost a lot of money.,Él señaló que el plan costaría mucho dinero.
He rescued a girl from drowning and was given a reward.,Él rescató a una muchacha de ahogarse y obtuvo una recompensa.
He settled down in his armchair to listen to the music.,Él se instaló en su silla a escuchar la música.
He sometimes forgets to take books back to the library.,A veces se le olvida devolver los libros de la biblioteca.
He was given the finest education that money could buy.,Se le dio la mejor instrucción que se puede conseguir con dinero.
He was nearly hit by the car while crossing the street.,Casi lo chocó un auto mientras cruzaba la calle.
He was regarded as a hero for saving his friend's life.,Él fue visto como un héroe por salvar la vida de su amigo.
He went on reading the book as if nothing had happened.,Siguió leyendo el libro como si nada hubiera pasado.
He wrote his comments in the margin of the composition.,Escribió sus comentarios al margen de la redacción.
"He's a year and five months old, but he can't walk yet.","Tiene un año y cinco meses, pero todavía no puede andar."
He's been staying at that hotel for the past five days.,Se ha quedado en ese hotel desde hace cinco días.
He's been staying at that hotel for the past five days.,Lleva en ese hotel los últimos cinco días.
Heating water does not change its chemical composition.,Calentar el agua no cambia su composición química.
"Her clarinet squeaked, and the entire audience laughed.","Su clarinete chirrió, y toda la audiencia se rió."
Here is a present for you in token of our appreciation.,Este es un presente como muestra de nuestro agradecimiento.
His parents were too poor to send their son to college.,Sus padres eran terriblemente pobres y no pudieron enviar a su hijo a la universidad.
His record is a new world record in the 100-meter dash.,Su récord es un nuevo récord mundial en la carrera de cien metros.
History is nothing like what you read in history books.,La historia no se parece en nada a lo que lees en los libros de historia.
How am I supposed to know where she's hiding her money?,¿Cómo voy a saber dónde está escondiendo su dinero?
How is it that you know so much about Japanese history?,¿Cómo es que sabes tanto sobre la historia de Japón?
How long do you think it'll take to finish the project?,¿Cuánto tiempo crees que tardará para terminar el proyecto?
How long does it take to go to the Toshima Ward Office?,¿Cuánto tiempo lleva llegar a la administración del distrito de Toshima?
How long does it take to go to the Toshima Ward Office?,¿Cuánto se tarda en ir a la Oficina Central del Barrio de Toshima?
I accidentally threw an expensive knife into the trash.,Arrojé por accidente a la basura un cuchillo caro.
I always feel good after I do my good deed for the day.,Siempre me siento bien después de hacer mi buena acción del día.
I always tried to be strict with them and not to smile.,Siempre traté de ser estricto con ellos y no sonreír.
I am going to return this sweater because it's too big.,Voy a devolver este suéter porque es demasiado grande.
I assure you we're doing everything we can to find Tom.,Le aseguro que hacemos todo lo que podemos para hallar a Tom.
I can afford neither the time nor the money for a trip.,No dispongo ni del tiempo ni del dinero para un viaje.
I can finally tell you about what I did during the war.,Al fin puedo contarte lo que hice durante la guerra.
I can't live without you. You're the only woman for me.,No puedo vivir sin ti. Eres la única mujer para mí.
I can't start up my computer. What am I supposed to do?,No puedo encender mi computador. ¿Qué se supone que haga?
I can't survive without air conditioning in the summer.,No puedo sobrevivir sin aire acondicionado en el verano.
I can't swallow these tablets without a drink of water.,No puedo tragar estas pastillas sin un vaso de agua.
I do not understand the exact meaning of this sentence.,No comprendo el significado exacto de esa frase.
"I don't know what Tom knows, but Tom knows what I know.","No sé lo que sepa Tom, pero Tom sabe lo que sé yo."
I don't think anyone has lived in this house for years.,No creo que nadie haya vivido en esta casa en años.
I don't understand the questions that the teacher asks.,Yo no entiendo las preguntas que el profesor hace.
I don't want to risk missing the last train of the day.,No me quiero arriesgar a perder el último tren.
I gave you explicit instructions not to touch anything.,Te di instrucciones explícitas de que no tocaras nada.
"I got lost, and to make matter worse, it began to rain.","Me perdí, y para colmo empezó a llover."
"I got up at six, ate breakfast and then went to school.","Me levanté a las seis, tomé desayuno y luego fui al colegio."
I have a very vague idea of what you are talking about.,Tengo una idea muy vaga de lo que estás hablando.
"I have lost my watch, so now I have to buy another one.","He perdido mi reloj, así que ahora tendré que comprarme otro."
"I haven't read his novel, and my brother hasn't either.","No he leído su novela, y mi hermano tampoco."
I hope that you are able to resolve the situation soon.,Espero que puedan resolver pronto la situación.
I hope this is the beginning of a beautiful friendship.,Espero que este sea el comienzo de una hermosa amistad.
I know that it is highly unlikely that anyone knows me.,Yo sé que es muy improbable que cualquiera me conozca.
I know you're probably mad about what I said yesterday.,Sé que probablemente estés enfadada acerca de lo que dije ayer.
I like to lie on my back and watch the clouds drift by.,Me gusta echarme de espalda y ver las nubes pasar flotando.
