idioma,traduccion
What time is the plane scheduled to land?,¿A qué hora está programado que aterrice el avión?
What time will the train get to Yokohama?,¿A qué hora llega el tren a Yokohama?
What time's the next train to Washington?,¿A qué hora es el próximo tren para Washington?
What was your first impression of London?,¿Cuál fue tu primera impresión de Londres?
What's that building behind the hospital?,¿Qué es ese edificio detrás del hospital?
What's the highest mountain in the world?,¿Cuál es la montaña más grande del mundo?
What's the trouble? Can I be of any help?,¿Cuál es el problema? ¿Puedo ayudar en algo?
What's the worst thing that could happen?,¿Qué es lo peor que podría suceder?
What's the worst thing that could happen?,¿Qué es lo peor que podría pasar?
What's your favorite drink in the summer?,¿Cuál es tu bebida favorita en verano?
What's your favorite drink in the winter?,¿Cuál es tu bebida favorita de invierno?
"When I opened the door, I broke the lock.","Al abrir la puerta, rompí la cerradura."
"When I travel, I prefer to travel by air.","Cuando viajo, prefiero hacerlo en avión."
"When I woke up this morning, I felt sick.",Me sentía enfermo cuando desperté esta mañana.
"When it was stretched, the material tore.",Al estirar la tela se rompió.
"When my father came home, I was studying.","Cuando mi padre vino a casa, estaba estudiando."
"When she was young, she was very popular.","Cuando ella era joven, era muy popular."
"When the phone rang, he ran to answer it.","Cuando sonó el teléfono, él corrió a contestarlo."
"When the rain stops, we'll go for a walk.","Cuando la lluvia amaine, iremos a caminar."
When was the last time you had lunch out?,¿Cuándo fue la última vez que saliste a almorzar?
When was the last time you made Mary cry?,¿Cuándo fue la última vez que hiciste llorar a María?
When was the last time you made your bed?,¿Cuándo fue la última vez que hiciste tu cama?
When was the last time you played soccer?,¿Cuándo fue la última vez que jugaste al fútbol?
When was the last time you played soccer?,¿Cuándo fue la última vez que jugasteis al fútbol?
When was the last time you played soccer?,¿Cuándo fue la última vez que usted jugó al fútbol?
When was the last time you played soccer?,¿Cuándo fue la última vez que ustedes jugaron al fútbol?
When was the last time you played violin?,¿Cuándo fue la última vez que tocaste violín?
When was the last time you saw Tom smile?,¿Cuándo fue la última vez que viste a Tom sonreír?
When was the last time you talked to Tom?,¿Cuándo fue la última vez que hablaste con Tom?
When was the last time you threw a party?,¿Cuándo fue la última vez que hiciste una fiesta?
When was the last time you took a shower?,¿Cuándo fue la última vez que te diste una ducha?
When were potatoes introduced into Japan?,¿Cuándo se introdujeron las papas en Japón?
When will you be able to finish that job?,¿Para cuándo puedes terminar ese trabajo?
Where are you going on your date tonight?,¿Adónde piensas ir esta noche en tu cita?
Where did you go on your summer vacation?,¿A dónde fuiste de vacaciones de verano?
Where do I go after I pick up my baggage?,¿Dónde voy después de recoger mi equipaje?
Where do you usually go to get a haircut?,¿Dónde sueles ir a que te corten el pelo?
Where were you at the time of the murder?,¿Dónde estabas en el momento del asesinato?
"Which came first, the chicken or the egg?","¿Qué fue primero, el huevo o la gallina?"
"Which color do you prefer, blue or green?","¿Qué color os gusta más, el azul o el verde?"
"Which color do you prefer, blue or green?","¿Qué color te gusta más, el azul o el verde?"
"Which color do you prefer, blue or green?","¿Qué color prefieren, el azul o el verde?"
"Which color do you prefer, blue or green?","¿Qué color prefiere, el azul o el verde?"
"Which do you like better, spring or fall?","¿Cuál te gusta más, la primavera o el otoño?"
"Which do you usually drink, wine or beer?","¿Qué bebe usted por lo general, vino o cerveza?"
"Which is your book, this one or that one?","¿Cuál es tu libro, este o ese?"
Whip the egg-whites until they are stiff.,Bate las claras de huevo hasta que estén duras.
Who are you going to give these books to?,¿A quién le vas a dar estos libros?
"Who can speak French better, Tom or Mary?",¿Quién sabe hablar francés mejor: Tom o Mary?
Who cared for the dog when you were away?,¿Quién cuidó al perro cuando no estabas?
"Who do you think is younger, Tom or Mary?","¿Quién crees que es más joven, Tom o Mary?"
Who do you think will be able to help us?,¿Quién crees que podrá ayudarnos?
Who do you think will win the tournament?,¿Quién crees que ganará el torneo?
Who's taking responsibility for the loss?,¿Quién tomará responsabilidad por la pérdida?
Whoever told you such a ridiculous story?,¿Pero quién te dijo esa historia tan ridícula?
Whose turn is it to take out the garbage?,¿A quién le toca sacar la basura?
Why are you pretending you don't know me?,¿Por qué finges que no me conoces?
Why aren't you already on board the ship?,¿Por qué no estáis ya a bordo del barco?
Why aren't you already on board the ship?,¿Por qué no estáis todavía a bordo del barco?
Why aren't you already on board the ship?,¿Por qué no estás ya a bordo del barco?
Why aren't you already on board the ship?,¿Por qué no estás todavía a bordo del barco?
Why aren't you wearing your wedding ring?,¿Por qué no llevas puesto tu anillo de boda?
Why did your cats hide under the blanket?,¿Por qué tus gatos se escondieron debajo de la sábana?
Why didn't you call me yesterday evening?,¿Por qué no me llamaste ayer por la tarde?
Why didn't you tell me that Tom was here?,¿Por qué no me dijiste que Tom estaba acá?
Why didn't you tell me you were Canadian?,¿Por qué no me dijiste que eras canadiense?
Why doesn't he eat lunch with me anymore?,¿Por qué él ya no almuerza conmigo?
Why don't you come to the movies with me?,¿Por qué no vienes conmigo al cine?
Why don't you ever take me out to dinner?,¿Por qué nunca me sacas a cenar?
Why don't you try on this yellow sweater?,¿Por qué no te pruebas este suéter amarillo?
Why he killed himself is still a mystery.,Sigue siendo un misterio el porqué él se suicidó.
Why is Mary going with him to the picnic?,¿Por qué va Mary con él al picnic?
Why is it necessary to resolve conflicts?,¿Por qué es necesario resolver conflictos?
Why would Tom decide not to go to Boston?,¿Por qué Tom decidiría no ir a Boston?
Will you help me with my French homework?,¿Me vas a ayudar con la tarea de francés?
Will you look after my dog while I'm out?,¿Cuidarás a mi perro mientras estoy fuera de casa?
Will you please look over my composition?,¿Examinarás por favor mi redacción?
"With many women, love always comes first.","Para muchas mujeres, el amor es lo primero."
"Without her advice, he would have failed.","Sin su consejo, él hubiera fracasado."
Women don't usually want to talk with me.,Las mujeres no suelen querer hablar conmigo.
"Work while you work, play while you play.",Durante el trabajo se trabaja y cuando se juega se juega.
Would you like for me to do that for you?,¿Quieres que haga eso por ti?
Would you like for me to do that for you?,¿Quiere que yo haga eso por usted?
Would you like for me to do that for you?,¿Quieren que haga eso por ustedes?
Would you like me to repeat the question?,¿Quieres que repita la pregunta?
Would you like to go out with me tonight?,¿Querés salir conmigo esta noche?
Would you like to go see a movie with me?,¿Te gustaría ir a ver una película conmigo?
Would you like to go to the lake with us?,¿Te gustaría ir al lago con nosotras?
Would you please explain the rules to me?,"¿Me explicarías las reglas, por favor?"
Would you please not leave the door open?,¿Podría por favor no dejar la puerta abierta?
Would you please tell me when to get off?,¿Me podría avisar cuándo me tengo que bajar?
Would you rather visit Boston or Chicago?,¿Prefieres visitar Boston o Chicago?
Wounded bears are usually very dangerous.,Los osos heridos normalmente son muy peligrosos.
Yesterday he missed the train to Sapporo.,Ayer él perdió el tren a Sapporo.
"You are beginners, but you learn quickly.","Sois principiantes, pero aprendéis rápido."
You are just the same as you always were.,Sigues siendo el mismo que siempre has sido.
You are too ready to speak ill of others.,Siempre estás listo para hablar mal de los demás.
You can count on me to be there by 10:00.,Estaré allí sobre las 10:00.
You can count on me to be there by 10:00.,Estaré allí más o menos a las 10:00.
You can read any book that interests you.,Puedes leer cualquier libro que te interese.
You can't believe anything that guy says.,No podés creer nada de lo que dice ese tipo.
You can't blame all your bad luck on Tom.,No puedes culpar a Tom por toda tu mala suerte.
You can't separate language from culture.,No se puede separar la lengua y la cultura.
You can't sleep more than 24 hours a day.,No podés dormir más de 24 horas al día.
You could count to ten when you were two.,Tú podías contar hasta diez cuando tenías dos años.
"You could have killed me, but you didn't.","Podrías haberme matado, pero no lo hiciste."
You don't get up as early as your sister.,Tú no te levantas tan pronto como tu hermana.
"You don't go to school on Sunday, do you?","No vas a la escuela los domingos, ¿o sí?"
"You don't go to school on Sunday, do you?",¿No irás a la escuela los domingos?
You don't know how much this means to me.,No sabes cuánto significa esto para mi.
You had better ask him which way to take.,Hubiera sido mejor que le preguntaras qué camino tomar.
You had better be ready in case he comes.,Sería mejor preparar en caso de que él venga.
You had better stay here a little longer.,Mejor te hubieras quedado un poco más.
You had better take an umbrella with you.,Sería mejor que te llevaras un paraguas.
"You have a little fever today, don't you?","Tienes un poco de fiebre hoy, ¿o no?"
You have little to gain and much to lose.,Tienes poco que ganar y mucho que perder.
You have nothing to fear but fear itself.,No tienes nada que temer excepto al miedo mismo.
You have to choose your own path in life.,Tienes que elegir tu propio camino en la vida.
You have to pay in advance at that hotel.,En ese hotel hay que pagar por adelantado.
You have to use your brains in this work.,Este trabajo hay que hacerlo con cabeza.
You know I would do anything to help you.,Sabes que haría lo que sea para ayudarte.
You know I would do anything to help you.,Sabes que haría cualquier cosa para ayudarte.
"You know something about this, don't you?","Sabes algo acerca de esto, ¿verdad?"
"You know something about this, don't you?","Tú sabes algo de esto, ¿cierto?"
You look depressed. Did something happen?,"Parecés deprimido, ¿pasó algo?"
You look depressed. Did something happen?,"Pareces deprimido, ¿ocurrió algo?"
You look tired. You should rest a little.,"Te ves cansado, deberías dormir un poco."
You may eat anything in the refrigerator.,Puedes comer todo lo que hay en el frigorífico.
You may use my typewriter if you want to.,Puedes usar mi máquina de escribir cuando quieras.
You must be friendly with your neighbors.,Debes ser amistoso con tus vecinos.
You must be friendly with your neighbors.,Debes ser amigo de tus vecinos.
You must be tired after such a long trip.,Debes estar cansado después de un viaje tan largo.
You must go outside if you want to smoke.,Debes ir afuera si quieres fumar.
You must live your life the best you can.,Debes vivir tu vida lo mejor que puedas.
You must not talk to each other in class.,En clase no debéis hablar los unos con los otros.
You need to take better care of yourself.,Cuídate más.
You need to take better care of yourself.,Tienes que cuidarte mejor.
You need to take better care of yourself.,Debes cuidarte mejor.
You ought to be on time if you start now.,Deberías llegar a tiempo si sales ahora.
"You play a musical instrument, don't you?","Tocas un instrumento musical, ¿verdad?"
You remind me of somebody I used to know.,Me recuerdas a alguien que solía conocer.
You should arrive at school before eight.,Deberías llegar al colegio antes de las ocho.
You should be able to walk in a few days.,Deberías ser capaz de caminar en unos pocos días.
You should be more careful the next time.,Deberías tener más cuidado la próxima vez.
You should be respectful to your parents.,Debes ser respetuoso con tus padres.
You should go hang out with your friends.,Deberías ir a pasar el rato con tus amigos.
You should have attended today's meeting.,Tenías que haber asistido a la reunión de hoy.
You should have helped him with his work.,Deberías haberlo ayudado con su trabajo.
You should practice the violin every day.,Deberías practicar con el violín todos los días.
You should read books written in English.,Deberías leer libros escritos en inglés.
You should take advantage of this chance.,Deberías aprovechar esta oportunidad.
You should take care of your sick mother.,Deberías cuidar de tu madre enferma.
You shouldn't visit my grandfather today.,No deberías visitar a mi abuelo hoy.
You still haven't told me where you live.,Aún no me has dicho dónde vives.
You still haven't told me where you live.,Usted aún no me ha dicho dónde vive.
"You think you're pretty smart, don't you?","Crees que eres muy listo, ¿no?"
"You were alone at that time, weren't you?","Entonces estabas solo, ¿verdad?"
You will find this game very interesting.,Este juego te parecerá muy interesante.
You will have to go to England next year.,Tendrás que ir a Inglaterra el próximo año.
You won't drown if you learn how to swim.,No te ahogarás si aprendes a nadar.
You'll find something that interests you.,Encontrarás algo que te interese.
You'll have to stand on your toes to see.,Tendrá que ponerse de puntillas para poder ver.
You'll have to stand on your toes to see.,Tendrás que ponerte de puntillas para verlo.
You'll miss the train if you don't hurry.,Perderás el tren si no te das prisa.
You'll soon get used to the climate here.,Pronto te vas a acostumbrar al clima de aquí.
You're always disagreeing with your boss.,Te la pasas peleando con tu jefe.
You're disturbing the whole neighborhood.,Estás perturbando a todo el vecindario.
You're going to do exactly as I tell you.,Harás exactamente lo que te digo.
You're going to do exactly as I tell you.,Vas a hacer exactamente lo que te digo.
You're not allowed to smoke in this room.,No puedes fumar en esta habitación.
You're not responsible for what happened.,No eres responsable de lo que pasó.
You're not responsible for what happened.,Usted no es el responsable de lo que pasó.
You're the only one who can protect them.,Sos el único que puede protegerlos.
You've bitten off more than you can chew.,Te has metido en camisa de once varas.
You've bought more stamps than necessary.,Has comprado más estampillas de lo necesario.
You've got to take the bull by the horns!,¡Debes coger el toro por los cuernos!
Your mother is anxious about your health.,Tu madre está preocupada por tu salud.
Your name has been dropped from the list.,Su nombre ha sido retirado de la lista.
Your new hair style makes you look older.,Tu nuevo peinado te hace ver más viejo.
Your plan is not in line with our policy.,Tu plan no va en la línea de nuestra política.
Your refusal to help complicated matters.,Tu negativa a ayudar complicó las cosas.
"Your sister is a good pianist, isn't she?","Tu hermana es una buena pianista, ¿verdad?"
"""A Happy New Year!"" ""I wish you the same!""","""¡Feliz año nuevo!"" ""¡Igualmente!"""
"""Are those your books?"" ""No, they aren't.""","""¿Son estos tus libros?"" ""No."""
"""Do you think he will come?"" ""I hope not.""","""¿Crees que vendrá?"" ""Espero que no."""
"""Thanks for the help."" ""Don't mention it.""","""Gracias por la ayuda."" ""De nada."""
"""Where is your house?"" ""It is over there.""","""¿Dónde está tu casa?"" ""Está por allá""."
"""Where is your house?"" ""It is over there.""","""¿Dónde está vuestra casa?"" ""Por allá."""
"""Would you like to go with me?"" ""You bet!""","""¿Te gustaría ir conmigo?"" ""¡Puedes apostarlo!"""
A baseball came flying through the window.,Una pelota de béisbol entró volando por la ventana.
A belt keeps your pants from falling down.,Un cinturón ayuda a que no se te bajen los pantalones.
A brass band is marching along the street.,Una banda de bronces está marchando por la calle.
A canal flowed between two rows of houses.,Un canal fluía entre dos corridas de casas.
A change of air will do you a lot of good.,Un cambio de aires te hará mucho bien.
A driver's job is not as easy as it looks.,El trabajo de un conductor no es tan fácil como parece.
A good purpose makes hard work a pleasure.,Un buen propósito hace al trabajo duro placentero.
A lot of car accidents occurred last year.,El año pasado ocurrieron muchos accidentes automovilísticos.
A lot of people are interested in camping.,Mucha gente está interesada en acampar.
A mirage sometimes shows up in Toyama Bay.,Un espejismo aparece en ocasiones en la bahía de Toyama.
A true scientist wouldn't think like that.,Un auténtico científico no pensaría así.
A young person is waiting for you outside.,Una persona joven está esperándote afuera.
Above the sink are several whisky bottles.,Encima del fregadero hay varias botellas de whisky.
"After we had tea, we began the discussion.","Después de tomar el té, empezamos una discusión."
All the students forgot to read that book.,A todos los estudiantes se les olvidó leer ese libro.
All you have to do is sign your name here.,Solo falta que firme aquí.
All you have to do is sign your name here.,Lo único que tiene que hacer es firmar su nombre aquí.
All you need is to get a driver's license.,Lo único que tienes que hacer es conseguir un carnet de conducir.
All you need is to get a driver's license.,Todo lo que necesitas es conseguir una licencia de conducir.
"Although he may be clever, he is not wise.","A pesar de que pueda ser inteligente, no es sabio."
Always keep a handkerchief in your pocket.,Mantén siempre un pañuelo en tu bolsillo.
America is not the most democratic nation.,Estados Unidos no es la nación más democrática.
Americans have lost their trust in Toyota.,Los estadounidenses han perdido la confianza en Toyota.
Americans have lost their trust in Toyota.,Los estadounidenses ya no confían en Toyota.
Answer the following questions in English.,Responde en inglés a las siguientes preguntas.
Are there any good seats left for tonight?,¿Quedan buenas localidades para esta noche?
Are you familiar with the rules of soccer?,¿Estás familiarizado con las reglas del fútbol?
Are you familiar with the rules of soccer?,¿Conoces las reglas del fútbol?
Are you getting along with your neighbors?,¿Te llevas bien con tus vecinos?
Are you going to cut down all these trees?,¿Vas a talar todos estos árboles?
Are you going to eat all of that yourself?,¿Te vas a comer todo eso tú solo?
Are you going to take part in the contest?,¿Vas a participar en el concurso?
Are you going to take part in the contest?,¿Van a participar en el concurso?
Are you just going to stand there all day?,¿Te vas a quedar ahí parado todo el día?
Are you just going to stand there all day?,¿Estarás ahí todo el día?
Are you just going to stand there all day?,¿Vas a estar parado ahí todo el día?
Are you saying that your house is haunted?,¿Quieres decir que tu casa está embrujada?
Are you saying what I think you're saying?,¿Estás diciendo lo que creo que estás diciendo?
Are you sending Christmas cards this year?,¿Vas a enviar tarjetas de Navidad este año?
Are you sure you don't want to go with us?,¿Estás seguro de que no quieres ir con nosotros?
"As a result of the blow, he became insane.",A consecuencia del golpe enloqueció.
"As far as I know, she has not yet married.","Que yo sepa, ella todavía no está casada."
"As soon as I got home, the telephone rang.",En cuanto llegué a casa sonó el teléfono.
"As soon as she saw me, she started to cry.","En cuanto me vio, ella empezó a llorar."
"As soon as she saw me, she started to cry.",En cuanto me vio se puso a llorar.
"As soon as we got there, it began to rain.","Tan pronto como llegamos allí, empezó a llover."
Ask Tom if he's willing to work part-time.,Pregúntale a Tom si está dispuesto a trabajar a tiempo parcial.
"At first I did not like him, but now I do.","Al principio él no me gustaba, pero ahora sí."
"At this hour, there is incredible traffic.",A esta hora hay un tráfico increíble.
Be careful. Don't throw away those papers.,"Tenga cuidado, no bote esos papeles."
"Because of Tom, Mary has become depressed.",Mary se ha vuelto depresiva por culpa de Tom.
"Because of her, he lived a miserable life.","Por su culpa, vive una vida miserable."
"Because of the snow, the train didn't run.","A causa de la nieve, el tren no corrió."
"Before Mary got married, she was a dancer.","Antes de casarse, Mary era bailarina."
"Being an only child, he was the sole heir.","Siendo hijo único, fue el único heredero."
"Being lucky, he was in time for the train.","Con suerte, él llegó a tiempo para tomar el tren."
"Believe it or not, she has three children.","Lo creas o no, ella tiene tres hijos."
Binge drinking is harmful for your health.,El consumo excesivo de alcohol es perjudicial para la salud.
Binge drinking is harmful for your health.,Las borracheras son nocivas para tu salud.
Both of my parents are not strict with me.,Mis padres no son estrictos conmigo.
"Bread is made from flour, water and yeast.","El pan se hace con harina, agua y levadura."
Buddhism was introduced into Japan in 538.,El budismo fue introducido en Japón en 538.
Can man live without having a social life?,¿Puede un hombre vivir sin tener una vida social?
Can you gather all of the papers together?,¿Puedes juntar todos los papeles?
Can you make out what he is trying to say?,¿Puedes entender lo que está intentando decir?
Can you manage those packages by yourself?,¿Puedes con esos paquetes tú solo?
Can you still remember where we first met?,¿Todavía recuerdas dónde nos conocimos?
Can you teach me how to play the bagpipes?,¿Puedes enseñarme a tocar la cornamusa?
Can you tell me the balance on my account?,¿Puede decirme mi saldo?
Cancer can be cured if discovered in time.,El cáncer puede ser curado si es descubierto a tiempo.
Cats were sacred animals in ancient Egypt.,Los gatos eran animales sagrados en el antiguo Egipto.
Chicken pox is a common childhood illness.,La varicela es una enfermedad común entre los niños.
Children are often impatient and restless.,Los niños a menudo están impacientes e inquietos.
Children are sometimes afraid of the dark.,A veces los niños tienen miedo de la oscuridad.
Children don't like to go out in the dark.,A los niños no les gusta salir cuando está oscuro.
Children really like playing on the beach.,A los niños les encanta jugar en la playa.
Christmas is a wonderful time of the year.,La Navidad es un tiempo estupendo del año.
Christmas is our busiest time of the year.,La Navidad es nuestro período del año más ajetreado.
Churches were erected all over the island.,Se erigieron iglesias por toda la isla.
"Clearly, this is the most important point.","Claramente, este es el punto más importante."
Cockfighting is illegal in many countries.,Las peleas de gallos son ilegales en muchos países.
Come soon or there won't be any food left.,Ven pronto o no quedará comida.
Come to my house at the end of this month.,Ven a mi casa al término de este mes.
Compare your composition with the example.,Compare su composición con el ejemplo.
"Compared to his brother, he's not so wise.","Comparado con su hermano, no es tan sabio."
"Compared to our house, yours is a mansion.","Comparada a nuestra casa, la suya es un palacio."
Could you please tell me why you love her?,¿Podrías decirme porqué la amas?
Could you please tell me why you love her?,"¿Podrías, por favor, decirme por qué la amas?"
Could you show me how to use that machine?,¿Me enseñarías cómo utilizar esa máquina?
Could you show me the way to the bus stop?,¿Me puedes indicar el camino a la parada de buses?
Could you show me the way to the bus stop?,¿Me puede indicar el camino a la parada de buses?
Cut the bell peppers into two-inch strips.,Rebana los pimientos en tiras de dos pulgadas.
Dad rarely gets back home before midnight.,Mi papá rara vez llega a casa antes de medianoche.
Democrats and Republicans worked together.,Demócratas y republicanos trabajaron juntos.
Developing political awareness takes time.,Desarrollar conciencia política toma tiempo.
Developing political awareness takes time.,El desarrollo de la conciencia política requiere tiempo.
Did he get married when he was in Germany?,¿Él se casó cuando estuvo en Alemania?
Did he succeed in passing the examination?,¿Consiguió aprobar el examen?
Did that accident really happen last year?,¿De verdad ocurrió ese accidente el año pasado?
Did you ask Tom if he wants to go with us?,¿Le preguntaste a Tom si quiere ir con nosotros?
Did you get everything ready for tomorrow?,¿Has hecho los preparativos para mañana?
Did you give a copy of the disk to anyone?,¿Le diste una copia del disco a alguien?
Did you give a copy of the disk to anyone?,¿Acaso le diste una copia del disco a alguien?
Did you just do what I think you just did?,¿Acabas de hacer lo que creo que acabas de hacer?
Did you know she is good at making coffee?,¿Sabías que ella es buena preparando café?
Did you know that he bought a condominium?,¿Sabías que compró un condominio?
Did you take the book back to the library?,¿Devolviste el libro a la biblioteca?
Did you try to review the English lessons?,¿Trataste de repasar las clases de inglés?
Did you warn Tom about the neighbor's dog?,¿Le advertiste a Tom acerca del perro del vecino?
Diligence is essential to success in life.,La diligencia es esencial para el éxito en la vida.
Do a little work! You'll lose some weight.,¡Trabaja un poco! Te servirá para adelgazar.
Do me a favor by switching off that radio.,Hazme un favor y apaga esa radio.
Do me a favor by switching off that radio.,Hágame un favor y apague esa radio.
Do not interrupt when another is speaking.,No interrumpas cuando otros estén hablando.
Do not let go of the rope till I tell you.,No sueltes la cuerda hasta que te diga.
Do we have time for another cup of coffee?,¿Tenemos tiempo para otra taza de café?
Do you believe in love at the first sight?,¿Crees en el amor a primera vista?
Do you go to school on foot or by bicycle?,¿Vas al colegio a pie o en bicicleta?
Do you have any French-speaking employees?,¿Tienes algún empleado que hable francés?
Do you have any idea what my life is like?,¿Tienes alguna idea de cómo es mi vida?
Do you have any idea what my life is like?,¿Tienes idea de lo que es mi vida?
Do you have any idea what my life is like?,¿Tienes idea de cómo es mi vida?
Do you have any idea when Tom will arrive?,¿Tienes alguna idea de cuándo llegará Tom?
Do you have any idea when the bank closes?,¿Tienes idea de cuándo cierra el banco?
Do you have anything to say in particular?,¿Tienes algo en particular que decir?
Do you know a good way to learn new words?,¿Conoce usted un buen método para aprender nuevas palabras?
Do you know how to count to ten in French?,¿Sabes contar hasta diez en francés?
Do you know how you're going to stall Tom?,¿Sabes como vas a entretener a Tom?
Do you know the man that's staring at you?,¿Conocés al hombre que te está mirando?
Do you know what the problem with this is?,¿Sabes cuál es el problema con esto?
Do you know whether she can speak English?,¿Sabes si acaso ella puede hablar inglés?
Do you really think Tom is better than me?,¿Realmente crees que Tom es mejor que yo?
Do you really think Tom is better than me?,¿De verdad te parece que Tom es mejor que yo?
Do you remember that baffling murder case?,¿Recuerdas ese desconcertante caso de asesinato?
Do you remember the day when we first met?,¿Te acuerdas del día en que nos conocimos?
Do you remember the day when we met first?,¿Te acuerdas del día en que nos conocimos?
Do you remember the time we went to Paris?,¿Recuerdas la vez que fuimos a París?
Do you see the bird on the telephone wire?,¿Ves al pájaro sobre el cable de teléfonos?
Do you spend more time at home or at work?,¿Pasas más tiempo en casa o en el trabajo?
Do you spend more time at home or at work?,¿Usted pasa más tiempo en su casa o en el trabajo?
Do you think money will buy her happiness?,¿Crees que el dinero comprará su felicidad?
Do you understand what I am saying to you?,¿Tú entiendes lo que te digo?
Do you wish to make any other transaction?,¿Deseas hacer cualquier otra operación?
Do you wish to make any other transaction?,¿Deseas hacer cualquier otra transacción?
Does anyone in your family play the piano?,¿Toca el piano alguien de tu familia?
Does anyone know the name of the deceased?,¿Alguien sabe acaso el nombre del difunto?
"Don't change your plans, whatever happens.",No cambies tus planes pase lo que pase.
Don't criticize what you can't understand.,No critiques lo que no entiendes.
Don't ever let me hear you say that again.,Que no te vuelva a oír decir eso.
Don't judge a man by the clothes he wears.,No juzgues a un hombre por la ropa que lleva.
Don't leave everything to the last minute.,No dejes todo para el último momento.
Don't let anyone wait in the meeting room.,No dejes que nadie espere en la sala de reuniones.
Don't tell me you don't know how to drive.,No me digas que no sabes conducir.
Don't they have anyone to look after them?,¿No tienen a nadie que los cuide?
Don't think it has nothing to do with you.,No pienses que no tiene nada que ver contigo.
Don't worry about the store. I'll lock up.,No te preocupes por la tienda. Voy a cerrar.
Don't worry. We're not going to leave you.,No te preocupes. No vamos a abandonarte.
Don't you have anything smaller than this?,¿No tiene algo más pequeño?
Don't you have anything smaller than this?,¿No tiene nada más pequeño que esto?
Don't you think doing that would be risky?,¿No piensas que sería arriesgado hacerlo?
Emperor Nero was an extremely evil tyrant.,El emperador Nerón fue un tirano extremadamente malvado.
Employers sometimes exploit their workers.,A veces los empleadores explotan a sus trabajadores.
Empty cans were scattered about the place.,Había latas vacías esparcidas por todo el lugar.
Europe has a smaller population than Asia.,La población de Europa es menor que la de Asia.
"Even if it rains, the game will be played.",El partido se jugará aunque llueva.
Even the fastest horse only has four legs.,Incluso el caballo más rápido tiene cuatro patas.
"Even though it was very cold, we went out.",Salimos aunque hacía mucho frío.
Every student in the class knows the fact.,Cada estudiante en la clase conoce el hecho.
Everybody was gathered in the living room.,Todo el mundo estaba reunido en el salón.
Everyone wanted to see what Tom was doing.,Todo el mundo quería ver lo que Tom estaba haciendo.
Everyone wants to meet you. You're famous!,Todos quieren conocerte ¡eres famoso!
Everyone wants to meet you. You're famous!,¡Todos quieren encontrarse contigo! ¡Eres famoso!
Families needed a lot of help on the farm.,Las familias necesitan un montón de ayuda en la granja.
Farmers always complain about the weather.,Los granjeros se la pasan quejando del clima.
Few people live to be a hundred years old.,Pocas personas viven hasta los cien años de edad.
Find out all you can about Tom's business.,Averigua todo lo que puedas acerca de los negocios de Tom.
Finish your homework before you go to bed.,Acaba los deberes antes de irte a la cama.
First impressions can often be misleading.,Las primeras impresiones pueden a menudo ser engañosas.
"For goodness' sake, please be nice to him.","Por Dios, por favor sé majo con él."
Fortunately he didn't die in the accident.,Afortunadamente él no murió en el accidente.
"Frankly speaking, he is an unreliable man.","Hablando francamente, él no es un hombre de fiar."
Gas was escaping from a crack in the pipe.,Se estaba escapando gas de una grieta en el tubo.
"Generally speaking, Americans like coffee.",En general a los estadounidenses les gusta el café.
Give me the keys so I can unlock the door.,Dame las llaves para que pueda abrir la puerta.
"Give us two knives and four forks, please.","Danos dos cuchillos y cuatro tenedores, por favor."
Go and see for yourself what has happened.,Ve y ve por ti mismo que ha ocurrido.
Go to the doctor to get your prescription!,Ve al doctor para que te dé una receta.
Hard work has made Japan what it is today.,El trabajo duro ha hecho a Japón lo que es hoy.
Has Tom ever been in trouble with the law?,¿Alguna vez Tom ha tenido problemas con la ley?
Have you been told where to park your car?,¿Te dijeron dónde puedes estacionar tu coche?
Have you been told why we didn't hire you?,¿Se te dijo por qué nosotros no te contratamos?
Have you ever invited Tom to your parties?,¿Has invitado a Tom a tus fiestas alguna vez?
Have you ever plowed a field with a horse?,¿Has arado alguna vez un campo con un caballo?
Have you ever screamed in a movie theater?,¿Alguna vez has gritado en un cine?
Have you finished your Christmas shopping?,¿Has acabado tus compras navideñas?
Have you found an answer to this question?,¿Alguna vez has encontrado una respuesta a esta pregunta?
Have you read the book Tom bought for you?,¿Has leído el libro que Tom te compró?
"Having a slight cold, I went to bed early.","Como estaba un poco resfriado, me fui a la cama pronto."
"Having a slight cold, I went to bed early.","Como estaba un poco constipada, me fui pronto a la cama."
He addressed the audience in a soft voice.,Se dirigió a su auditorio con una voz dulce.
He always talks as if he knows everything.,Habla siempre como si supiera todo.
He always tries to see the good in others.,Él siempre trata de ver lo bueno en los otros.
He boasts that he can speak six languages.,Él se jacta de que puede hablar seis idiomas.
He boasts that he can speak six languages.,Él presume de que puede hablar seis lenguas.
He bribed the judge and got off scot-free.,Él sobornó al juez y salió impune.
"He came early, as he had been asked to do.","Vino temprano, como se le había pedido."
He came to Japan when he was 10 years old.,Él vino a Japón cuando tenía 10 años.
He can make himself understood in English.,Él se puede hacer entender en inglés.
"He can stay here for one night, no longer.","Él se puede quedar aquí por una noche, no más."
He caught sight of a ship in the distance.,Él divisó un barco en la distancia.
He committed suicide to atone for his sin.,Se suicidó para expiar su pecado.
He complained that he couldn't find a job.,Él se quejó de no poder encontrar trabajo.
He continued his work after a short break.,Él continuó su trabajo después de un breve descanso.
He contracted that illness many years ago.,Contrajo esa enfermedad hace muchos años.
