idioma,traduccion
Could you give me a few more minutes?,¿Podría darme algunos minutos más?
"Could you pass me the pepper, please?","¿Podrías pasarme la pimienta, por favor?"
Could you please put the baby to bed?,¿Podrías acostar al bebé por favor?
Could you speak up? I can't hear you.,"¿Podría hablar más fuerte?, no le escucho."
Cucumbers are related to watermelons.,Los pepinos están emparentados con las sandías.
Customers stopped coming to our shop.,Los clientes dejaron de venir a nuestra tienda.
Deceiving your colleagues isn't good.,No es bueno engañar a los colegas.
Despair drove him to attempt suicide.,La desesperación lo llevó a intentar suicidarse.
"Despite all his wealth, he is stingy.","A pesar de toda su riqueza, él es canuto."
Did Tom find what he was looking for?,¿Encontró Tom lo que estaba buscando?
Did you come here by train or by bus?,¿Viniste aquí en tren o en bus?
Did you do your homework by yourself?,¿Has hecho los deberes tú solo?
Did you get fired from your last job?,¿Te despidieron de tu último trabajo?
Did you get fired from your last job?,¿Te echaron de tu anterior trabajo?
Did you have a piano lesson that day?,¿Tuviste una lección de piano aquel día?
Did you hear about Tom's resignation?,¿Oíste acerca de la renuncia de Tom?
Did you know he bought a condominium?,¿Sabías que compró un condominio?
Did you lend any money to my brother?,¿Le prestaste dinero a mi hermano?
Did you make that mistake on purpose?,¿Usted cometió ese error a propósito?
Did you remember to flush the toilet?,¿Te acordaste de tirar de la cadena?
Did you remember to turn off the gas?,¿Se acordó de cerrar el gas?
Did your uncle let you drive his car?,¿Te dejó tu tío conducir el coche?
Dinner will be ready when you arrive.,La cena estará lista cuando llegues.
Do I need to explain it to you again?,¿Te lo tengo que explicar de nuevo?
Do a lot of people live in your town?,¿Viven muchas personas en tu ciudad?
Do any of the members agree with you?,¿Alguno de los miembros está de acuerdo contigo?
Do not tell me you feel sorry for me.,No me digas que sientes lástima de mí.
Do not use this apparatus near water.,No use este aparato cerca del agua.
Do they sell notebooks at that store?,¿Venden cuadernos en esa tienda?
Do this work by tomorrow if possible.,Hacé este trabajo para mañana si podés.
Do we have to lie flat on the ground?,¿Tenemos que tumbarnos en el suelo?
Do what's directed in the prospectus.,Haga usted lo indicado en el prospecto.
Do you feel any pain in your stomach?,¿Sientes algún dolor en tu estómago?
Do you have a fireplace in your home?,¿Tiene un hogar en su casa?
Do you have a license to sell liquor?,¿Tiene usted licencia para vender licor?
Do you have a return ticket to Japan?,¿Tiene un pasaje de vuelta a Japón?
Do you have an eraser I could borrow?,¿Tienes un borrador para dejarme?
Do you have an eraser I could borrow?,¿Me dejas tu goma de borrar?
Do you have any idea what time it is?,¿No tienes idea de qué hora es?
Do you have any non-alcoholic drinks?,¿Tiene bebidas sin alcohol?
Do you know anything about Australia?,¿Conoces algo de Australia?
Do you know how to deactivate a bomb?,¿Sabes desactivar una bomba?
Do you know if Tom has already eaten?,¿Sabes si Tom ya ha comido?
Do you know if Tom has already eaten?,¿Sabe usted si Tom ya ha comido?
Do you know if she can speak English?,¿Sabes si acaso ella puede hablar inglés?
Do you know the boys who beat Tom up?,¿Conoces a los chicos que le dieron una paliza a Tom?
Do you know the meaning of this word?,¿Te sabes el significado de esta palabra?
Do you know who painted this picture?,¿Sabes quién hizo este dibujo?
Do you know why they stopped talking?,¿Sabes por qué dejaron de hablar?
Do you prefer white wine or red wine?,¿Prefiere vino blanco o vino tinto?
Do you really want to live in Boston?,¿De verdad quieres vivir en Boston?
Do you really want to move to Boston?,¿Realmente quieres mudarte a Boston?
Do you spend much time writing email?,¿Pasas mucho tiempo escribiendo correos electrónicos?
Do you think Tom is in love with you?,¿Crees que Tom esté enamorado de ti?
Do you think Tom's telling the truth?,¿Crees tú que Tom esté diciendo la verdad?
Do you think he resembles his father?,¿Crees que él se parece a su padre?
Do you think it'll stop raining soon?,¿Crees que parará de llover pronto?
Do you think it'll stop raining soon?,¿Creéis que escampará pronto?
Do you think they'll find him guilty?,¿Usted cree que lo condenarán?
Do you think we'll have good weather?,¿Crees que nos hará buen tiempo?
Do you understand what he's told you?,¿Has entendido lo que te ha dicho?
Do you understand what he's told you?,¿Entiendes lo que te ha contado?
Do you want me to bring you anything?,¿Querés que te traiga algo?
Do you want me to help you with that?,¿Quieres que te ayude con eso?
Do you want me to leave the light on?,¿Quieres que deje la luz encendida?
Do you want me to spy on Tom for you?,¿Quieres que espíe a Tom por ti?
Do you want some coffee or something?,¿Quieres café o algo?
Do you want to ask me some questions?,¿Quieres hacerme algunas preguntas?
Do you want to go to a movie tonight?,¿Querés ir al cine esta noche?
Do you want to go to the gym with me?,¿Quieres ir al gimnasio conmigo?
Do you want to know what I would say?,¿Quieres saber lo que yo diría?
Do you want to make some money today?,¿Quieres ganar algo de dinero hoy?
Do you want to play football with us?,¿Quieres jugar con nosotros al fútbol?
Do you want to play football with us?,¿Quieres jugar al fútbol con nosotros?
Do your homework before you watch TV.,Haced los deberes antes de ver la televisión.
Does Tom often go drinking with Mary?,¿Acaso Tom sale a beber con María a menudo?
Does Tom often go drinking with Mary?,¿Va Tom a beber a menudo con Mary?
Does anyone have any other questions?,¿Alguien tiene alguna otra pregunta?
Does he know how she feels about him?,¿Sabe lo que ella siente por él?
Does this bus go to the Hilton Hotel?,¿Este bus va hacia el hotel Hilton?
Does this mean what I think it means?,¿Significa esto lo que yo creo que significa?
Don't be afraid of seeing the doctor.,No le tengas miedo a ver al doctor.
Don't carry more money than you need.,No lleves más dinero del que necesites.
Don't confuse Austria with Australia.,No confundas Austria con Australia.
Don't confuse Austria with Australia.,No confundáis Austria con Australia.
Don't forget rule number seventy-two.,No olvide la regla número 72.
Don't interrupt me while I'm talking.,No me interrumpas mientras estoy hablando.
Don't just stand there. Do something.,No te quedes ahí parado. Haz algo.
Don't let anyone leave this building.,No dejes salir a nadie de este edificio.
Don't look a gift horse in the mouth.,A caballo regalado no le mires el diente.
Don't look a gift horse in the mouth.,A caballo regalado no se le miran los dientes.
Don't meddle in other people's lives.,No se meta en la vida ajena.
Don't put anything on top of the box.,No apoyes nada sobre la caja.
Don't put anything on top of the box.,No pongas nada encima de la caja.
Don't put so much pepper in the soup.,¡No pongas tanta pimienta en la sopa!
Don't run down the stairs so noisily.,No corras escaleras abajo haciendo tanto ruido.
Don't spend so much time watching TV.,No gastes tanto tiempo viendo televisión.
Don't spend so much time watching TV.,No pases tanto tiempo viendo la tele.
Don't touch me with your soapy hands.,No me toques con tus manos enjabonadas.
Don't trust him. He's very two-faced.,"No se fíe de él, es muy falso."
Don't try to do two things at a time.,No intentes hacer dos cosas a la vez.
Don't worry. They will be supervised.,No te preocupes. Ellos estarán supervisados.
Don't worry. We won't fail this time.,No te preocupes. Esta vez no fallaremos.
Don't you have anything better to do?,¿No tienes nada mejor que hacer?
Don't you have anything better to do?,¿No tiene nada mejor que hacer?
Don't you regret getting that tattoo?,¿No lamentas haberte hecho ese tatu?
Don't you want to know what happened?,¿No querés saber lo que pasó?
Either you or I must go in his place.,O tú o yo debemos ir en su lugar.
Elephants are in danger of dying out.,Los elefantes están en peligro de extinción.
English is an international language.,El inglés es una lengua internacional.
Even Tom is surprised that Mary lied.,Incluso a Tom le sorprendió que María mintiera.
"Even without makeup, she's very cute.","Incluso sin maquillaje, ella es muy linda."
Every member of the club was present.,Cada miembro del club estaba presente.
Everybody feels comfortable with him.,Todos se sienten a gusto con él.
Everybody feels comfortable with him.,Todos se sienten cómodos con él.
Everybody in the world desires peace.,Todas las personas del mundo desean la paz.
Everybody wants to live a happy life.,Todo el mundo quiere vivir una vida feliz.
Everybody will be home for Christmas.,Todo el mundo estará en casa por Navidad.
Everybody will be home for Christmas.,Todos estarán en casa para Navidad.
Everyone knows that he's still alive.,Todo el mundo sabe que él está aún vivo.
Everyone smiles in the same language.,Todos sonríen en el mismo idioma.
Everything Tom does is controversial.,Todo lo que Tom hace es controversial.
Everything too stupid to say is sung.,Todo lo que es demasiado estúpido para decir se canta.
"Excuse me, but may I open the window?","Disculpe, ¿le importaría si abro la ventana?"
Excuse me. I believe that is my seat.,"Disculpe, creo que ese es mi asiento."
Explain exactly what the reasons are.,Explica cuales son exactamente las razones.
Fatal errors arise from carelessness.,Errores fatales surgen de la falta de atención.
"Father is out, but Mother is at home.","Mi padre no está en casa, pero sí mi madre."
Father set the alarm for six o'clock.,Papá puso la alarma a las seis en punto.
"Few people realize it, but it's true.","Pocos se dan cuenta, pero es verdad."
Few politicians admit their mistakes.,Pocos políticos admiten sus errores.
Find out what kind of a person he is.,Infórmese usted de que clase de persona es.
Find out who Tom has been talking to.,Descubre con quién ha estado hablando Tom.
"First, let's talk about what Tom did.","En primer lugar, hablemos de lo que Tom hizo."
Flowers die if they don't have water.,Las flores se mueren si no tienen agua.
Football is more popular than tennis.,El fútbol es más popular que el tenis.
"For all I know, he was born in Italy.","Por lo que sé, nació en Italia."
Foreigners often feel unwelcome here.,Los extranjeros a menudo no se sienten bienvenidos aquí.
Free advice isn't always good advice.,Un consejo gratis no siempre es un buen consejo.
French is spoken in a part of Canada.,El francés se habla en ciertas zonas de Canadá.
German is not only spoken in Germany.,El alemán no se habla sólo en Alemania.
God created the heaven and the earth.,Dios creó el cielo y la tierra.
Grandfather lived to be 99 years old.,El abuelo vivió hasta tener 99 años.
Grandfather lived to be 99 years old.,El abuelo vivió hasta los 99 años.
Greed makes people do strange things.,La codicia hace a la gente hacer cosas extrañas.
Have patience for another day or two.,Tenga paciencia por uno o dos días más.
Have you been told about the problem?,¿Ya te han contado sobre el problema?
Have you been totally honest with me?,¿Has sido totalmente honesto conmigo?
Have you ever gone to work on Sunday?,¿Has ido a trabajar un domingo alguna vez?
Have you ever read a book in Chinese?,¿Has leído un libro en chino alguna vez?
Have you ever read any Chinese poems?,¿Has leído alguna vez un poema chino?
Have you ever seen Buckingham Palace?,¿Alguna vez has visto Buckingham Palace?
Have you ever used a Dvorak keyboard?,¿Has usado alguna vez un teclado Dvorak?
Have you finished reading that novel?,¿Has terminado de leer esa novela?
Have you solved all the problems yet?,¿Has resuelto todos los problemas ya?
Haven't you returned those books yet?,¿No ha devuelto usted todavía esos libros?
He accused her of having lied to him.,Él la acusó de haberle mentido.
He addressed the letter to his uncle.,Él dirigió la carta a su tío.
He administered his friend's affairs.,Administraba los intereses de su amigo.
He advocates a revision of the rules.,Él llama a una revisión de las reglas.
He advocates a revision of the rules.,El promueve una revisión de las reglas.
He always invites himself for dinner.,Se convida siempre a cenar.
He applied for admission to the club.,Él postuló para la admisión al club.
He asked me if I could speak English.,Él me preguntó si sabía hablar inglés.
He attends the same school that I do.,Él asiste a la misma escuela que yo.
He broke one of the bones in his leg.,Se rompió uno de los huesos de su pierna.
He called us at the top of his lungs.,Nos llamó a grito pelado.
He came home earlier than I expected.,Él volvió a la casa más temprano de lo que esperaba.
He came to Japan when he was a child.,Llegó a Japón de pequeño.
He came to Tokyo at the age of three.,Él vino a Tokio cuando tenía tres años.
He can't stick to anything very long.,Él no puede hincar nada muy largo.
He carried out his mission very well.,Desempeñó muy bien su misión.
He claims he knows nothing about her.,Él afirma que no sabe nada acerca de ella.
He couldn't come because he was sick.,Él no pudo venir porque está enfermo.
He crossed the river in a small boat.,Atravesó el río en un pequeño bote.
He decided to postpone his departure.,Él decidió posponer su partida.
He decided to submit his resignation.,Él decidió presentar su renuncia.
He decided to submit his resignation.,Él decidió presentar su dimisión.
He depended on his uncle for support.,Él dependía de su tío para los gastos diarios.
He devoted his whole life to science.,Consagró toda su vida a la ciencia.
He did splendidly in the examination.,Se lució en el examen.
He didn't say anything about himself.,Él no dijo nada sobre sí mismo.
He died before the ambulance arrived.,Murió antes de que llegara la ambulancia.
He does not have anyone to play with.,Él no tiene con quién jugar.
He doesn't mingle with the villagers.,Él no se mezcla con los aldeanos.
He doesn't want to work in a factory.,Él no quiere trabajar en una fábrica.
He drinks a bottle of beer at dinner.,Él se toma una botella de cerveza a la cena.
He dropped a letter into the mailbox.,Él tiró una carta en el buzón.
He dropped in at my house last night.,Él pasó por mi casa anoche.
He dropped the sausage on the ground.,Se le cayó la salchicha al suelo.
He enjoyed reading detective stories.,Él disfrutaba leyendo novelas policiacas.
He entered the room with his hat off.,Él entró al cuarto sin su sombrero.
He fell in love with a younger woman.,Se enamoró de una mujer más joven.
He fell in love with his best friend.,Se enamoró de su mejor amiga.
He felt his way through the darkness.,Él fue tanteando su camino en la oscuridad.
He finished it as quick as lightning.,Él terminó tan rápido como el relámpago.
He followed the doctor's suggestions.,Siguió las indicaciones del médico.
He found his key and opened the door.,Encontró su llave y abrió la puerta.
He found his missing brother at last.,Al fin encontró a su hermano desaparecido.
He found the shoes too small for him.,Halló los zapatos demasiado pequeños para él.
He gained nothing by telling me that.,No ganó nada con decirme eso.
He gave her a drug to make her relax.,Él le dio una medicina para que se relajara.
He gets angry at the slightest thing.,Se incomoda por cualquier cosa.
He gives her everything she asks for.,Él le da todo lo que pide.
He goes to school to study every day.,Va todos los días al colegio a estudiar.
He goes to the library to read books.,Él va a la biblioteca a leer libros.
He got away disguised as a policeman.,Él escapó disfrazado de policía.
He had a lot to do with that project.,Él tuvo mucho que ver con ese proyecto.
He had an accident and broke his leg.,Él tuvo un accidente y se rompió la pierna.
He had only one hundred yen with him.,Él solo llevaba cien yenes.
He had three sons who became doctors.,Él tuvo tres hijos que se hicieron doctores.
He had three sons who became lawyers.,Él tuvo tres hijos que se convirtieron en abogados.
He has a daughter who is very pretty.,Él tiene una hija muy linda.
He has a good chance of being chosen.,Él tiene una buena chance de ser elegido.
He has a habit of sucking his pencil.,Tiene la costumbre de chupar el lápiz.
He has a habit of sucking his pencil.,Él tiene un hábito de chupar su lápiz.
He has a plan to go abroad next year.,Tiene un plan para ir al extranjero el próximo año.
He has already finished his homework.,Él ya ha terminado sus deberes.
He has already finished his homework.,Ya ha terminado los deberes.
He has been on a diet for two months.,Él estuvo haciendo dieta por dos meses.
He has been on a diet for two months.,Él ha estado a dieta durante dos meses.
He has brought shame upon his family.,Trajo la vergüenza a su familia.
He has his reasons for staying there.,Él tiene sus razones para quedarse allá.
He has little experience in teaching.,Él tiene poca experiencia enseñando.
He has lived in Kobe for three years.,Él ha vivido en Kobe por tres años.
He has nothing to do with the matter.,Él no tiene nada que ver con el asunto.
He has recently returned from France.,Él hace poco regresó de Francia.
He headed for the door at full speed.,Se dirigió hacia la puerta a toda velocidad.
He interpreted my silence as consent.,Él juzgó mi silencio como consentimiento.
He invented an excuse for being late.,Él inventó una excusa sobre su retraso.
He invested a lot of money in stocks.,Él invirtió mucho dinero en acciones.
He is a great authority on economics.,Él es una gran autoridad en economía.
He is a teacher rather than a writer.,Él es más bien profesor antes que escritor.
He is bigger than all the other boys.,Él es más alto que todos los otros chicos.
He is entitled to receive the reward.,Él es apto para recibir el premio.
He is familiar with Japanese culture.,Él está familiarizado con la cultura japonesa.
He is from some small town in Nagano.,Es de una pequeña aldea en Nagano.
He is identical to his older brother.,Él es idéntico a su hermano mayor.
He is identical to his older brother.,Su hermano mayor y él son como dos gotas de agua.
He is less impatient than his father.,Es menos impaciente que su padre.
He is no longer a member of our club.,Él ya no es miembro de nuestro club.
He is not always busy in the morning.,Él no está ocupado siempre por la mañana.
He is now either in Rome or in Paris.,Ahora estará en Roma o en París.
He is paid a handsome monthly salary.,Se le paga un salario mensual atractivo.
He is studying law at the university.,Él está estudiando derecho en la universidad.
He is the only person that can do it.,Él es la única persona que puede hacerlo.
He is trying hard to give up smoking.,Él está haciendo un gran esfuerzo para dejar de fumar.
He is used to that type of situation.,Él está acostumbrado a esta clase de situaciones.
He is very thorough about everything.,Él es muy meticuloso con todo.
He is what is called a man of action.,Él es lo que se llama un hombre de acción.
He is what is called a self-made man.,Él es lo que se dice un hombre que se ha hecho a sí mismo.
He is younger than me by three years.,Tiene tres años menos que yo.
He keeps all his savings in the bank.,Él guarda todos sus ahorros en el banco.
He kept me from making a big mistake.,Me impidió cometer un gran error.
He left Japan at the end of the year.,Se fue de Japón a fin de año.
He lived a lonely life in the forest.,Vivió una vida solitaria en el bosque.
He lives as if he were a millionaire.,Vive como si fuera millonario.
He lives in a large house by himself.,Él vive solo en una casa enorme.
He lives in the western part of town.,Él vive en el distrito oeste de la ciudad.
He looked as if nothing had happened.,Él se veía como si no hubiera pasado nada.
He lost his patience and hit the boy.,Él perdió la paciencia y pegó al niño.
He memorized ten English words a day.,Él memorizaba diez palabras en inglés al día.
He must be crazy to behave like that.,Él debe estar loco para actuar así.
He must be crazy to say such a thing.,Debe estar loco para decir semejante cosa.
He must be crazy to say such a thing.,Debe de estar loco para decir algo así.
He ought to have arrived home by now.,A estas horas él ya debe de haber llegado a casa.
He plunged into the water head first.,Se tiró de cabeza al agua.
He promised to reward me for my work.,Él prometió recompensarme por mi trabajo.
He puts ten dollars aside every week.,Él se deja diez dólares cada semana.
He puts ten dollars aside every week.,Él ahorra 10 dólares cada semana.
He raised his hand to ask a question.,Él levantó la mano para hacer una pregunta.
He ran away so he wouldn't be caught.,Él huyó para no ser capturado.
He ran so he would get there on time.,Él corrió para llegar a tiempo.
He ran toward me as fast as he could.,Corrió hacia mí lo más rápido que pudo.
He reads the newspaper every morning.,Él lee el periódico todas las mañanas.
He recommended this dictionary to me.,Él me recomendó este diccionario.
He resembles his father very closely.,Él se parece muchísimo a su padre.
He rose from his chair to welcome me.,Él se paró de su silla para darme la bienvenida.
He said he had been to Hawaii before.,Dijo que ya había estado en Hawái antes.
He says he has been to Hawaii before.,Él dice haber estado en Hawaii antes.
He says he has been to Hawaii before.,Él dice que ha estado antes en Hawái.
He secretly showed me her photograph.,Él me mostró su fotografía en secreto.
He secretly showed me her photograph.,Él me mostró su foto a escondidas.
He seemed unconscious of my presence.,Él parecía no haberse dado cuenta de mi presencia.
He set the alarm before going to bed.,Él puso la alarma antes de irse a acostar.
He slipped while crossing the street.,Él se resbaló mientras cruzaba la calle.
He smiled at me and got on the train.,Me sonrió y se montó en el tren.
He smiled at me and got on the train.,Me sonrió y se subió al tren.
He smiled at us and got on the train.,Él nos sonrió y se subió al tren.
He smiled at us and got on the train.,Nos sonrió y montó en el tren.
He smokes a pack of cigarettes a day.,Él se fuma una cajetilla de cigarrillos al día.
He smokes a pack of cigarettes a day.,Él fuma un paquete de puchos por día.
He sometimes ate out with his family.,A veces él comía fuera con su familia.
He stirred the paint before using it.,Revolvé la pintura antes de usarla.
He stood up with his hat in his hand.,Él se puso en pie con el sombrero en una mano.
He studies computational linguistics.,Él estudia lingüística computacional.
He swept his brush across the canvas.,Él pasó su cepillo por toda la lona.
He thinks he is fit for the position.,Él piensa que es apto para el puesto.
He told his son an interesting story.,Él le contó a su hijo una historia interesante.
He wanted to teach English at school.,Quería enseñar inglés en la escuela.
He wants to learn some English songs.,Él quiere aprender algunas canciones inglesas.
He was absent from school for a week.,Él estuvo ausente en el colegio por una semana.
He was always drinking in those days.,"En esos días, el siempre estaba bebiendo."
He was angry that I had insulted him.,Él estaba enfadado porque yo lo había insultado.
He was driving the car at full speed.,Estaba conduciendo el coche a toda velocidad.
He was impatient to see his daughter.,Él estaba impaciente por ver a su hija.
He was injured badly in the accident.,Él quedó gravemente herido en el accidente.
He was injured in a traffic accident.,Él se lastimó en un accidente de tránsito.
He was meditating on his future life.,Él estaba meditando acerca de su futura vida.
He was not a financial burden on her.,Él no era una carga financiera para ella.
He was not able to do what he wanted.,Él no podía hacer lo que quería.
He was really off the wall yesterday.,Él estaba bien loco ayer.
He was seen to come out of the house.,Lo vieron salir de la casa.
He was snoring loudly while he slept.,Roncaba ruidosamente mientras dormía.
He was standing at the street corner.,Él estaba parado en la esquina.
He was standing with his arms folded.,Él estaba parado con los brazos cruzados.
He was standing with his arms folded.,Estaba de pie con los brazos cruzados.
He was too tired to walk any farther.,Estaba demasiado cansado para caminar más lejos.
He was wise not to participate in it.,Él fue inteligente al no participar en eso.
He wasn't as handsome as she told me.,Él no era tan apuesto como ella me dijo.
He went to America to study medicine.,Él fue a América a estudiar medicina.
He will be a doctor when he grows up.,Él será un doctor cuando se haga mayor.
He will be my deputy while I am away.,Él será mi suplente mientras esté fuera.
He will certainly attend the meeting.,Él seguramente asistirá a la reunión.
He wiped his hands on a handkerchief.,Se limpió las manos con un pañuelo.
He wiped the sweat from his forehead.,Él se secó el sudor de su frente.
He's already too far away to hear us.,Él ya está demasiado lejos para oírnos.
He's nothing more than a common thug.,Él no es más que un vulgar granuja.
He's the king's most trusted advisor.,Es el consejero de mayor confianza del rey.
He's walking around in his underwear.,Él está caminando por ahí en ropa interior.
Her feeling for him was reciprocated.,Sus sentimientos por él fueron recíprocos.
Her latest book deals with pollution.,En su último libro ella habla de la polución.
Her mother does aerobics once a week.,Su madre hace aeróbic una vez a la semana.
Her mother is a most beautiful woman.,Su madre es la mujer más atractiva.
Her new novel will be out next month.,Su novela saldrá el próximo mes.
Her voice began to rise as she spoke.,Empezó a elevar la voz a medida que hablaba.
"Her wishes, it seems, have come true.",Parece que sus deseos se hicieron realidad.
Here are the documents you asked for.,Aquí están los documentos que pedías.
Here are the documents you asked for.,Aquí tienes los documentos que pediste.
Here is the book you are looking for.,Aquí está el libro que buscas.
He’s shivering because of the cold.,Él tiembla de frío.
His answer was far from satisfactory.,Su respuesta distaba mucho de ser satisfactoria.
His attempt to escape was successful.,Su intento de escape fue exitoso.
His behavior was anything but polite.,Su conducta fue cualquier cosa menos cortés.
His crime deserved the death penalty.,Su crimen merecía la pena de muerte.
His dog follows him wherever he goes.,Su perro le sigue adondequiera que vaya.
His dog follows him wherever he goes.,Su perro le sigue adonde vaya.
His explanation was not satisfactory.,Su explicación no fue satisfactoria.
His extensive knowledge surprises me.,Su vasto conocimiento me sorprende.
His novel is beyond my comprehension.,Su novela es incomprensible para mí.
His office is near the train station.,Su oficina se encuentra cerca de la estación.
His ranch covers twenty square miles.,Su rancho abarca 20 millas cuadradas.
His skills qualified him for the job.,Sus competencias le capacitaron para el puesto.
His sudden visit took me by surprise.,Su visita repentina me tomó por sorpresa.
His technique was absolutely amazing.,Su técnica era absolutamente increíble.
His way of thinking is very childish.,Su forma de pensar es muy infantil.
"Hopefully, Tom won't notice anything.",Esperemos que Tom no se dé cuenta.
How about going to the movie tonight?,¿Qué te parece ir al cine esta noche?
How are you getting along these days?,¿Cómo se llevan por estos días?
How are you getting along these days?,¿Qué tal se llevan estos últimos días?
How can I tell if I'm really in love?,¿Cómo puedo saber si estoy realmente enamorado?
How can you say such a foolish thing?,¿Cómo puedes decir semejante tontería?
How did you come to know one another?,¿Cómo llegasteis a conoceros el uno al otro?
How did you know that I was Canadian?,¿Cómo supiste que yo era canadiense?
How do you like the climate of Japan?,¿Qué le parece el clima en Japón?
How long are you going to stay there?,¿Cuánto tiempo te vas a quedar aquí?
How long did it take you to get here?,¿Cuánto has tardado en venir aquí?
How long do you plan on staying here?,¿Cuánto tiempo piensas quedarte aquí?
How long does a basketball game last?,¿Cuánto dura un partido de baloncesto?
How long have you been sitting there?,¿Cuánto tiempo llevas ahí sentado?
How long have you been standing here?,¿Cuánto llevas parado aquí?
How long should I take this medicine?,¿Cuánto tiempo tengo que tomar este remedio?
How long will this cold weather last?,¿Cuánto tiempo durará este frío?
How many Chinese friends do you have?,¿Cuántos amigos chinos tienes?
How many books do you read per month?,¿Cuántos libros lees al mes?
How many languages do you speak well?,¿Cuántas lenguas hablas bien?
How many languages do you speak well?,¿Cuántos idiomas hablas bien?
How many of these pills did you take?,¿Cuántas de estas pastillas tomaste?
How many seasons are there in a year?,¿Cuántas estaciones hay en un año?
How many times do I have to say that?,¿Cuántas veces tengo que decirlo?
How many times do I have to tell you?,¿Cuántas veces tengo que decírtelo?
How much is a meter of this red silk?,¿Cuánto cuesta un metro de esta seda roja?
How old was she when she got married?,¿Cuántos años tenía cuando se casó?
Hurry up! You should be ready by now.,¡Date prisa! Ya deberías estar preparado.
"Hurry up, and you'll catch the train.",Apresúrate y alcanzarás el tren.
"Hurry up, or you will miss the train.",Date prisa o perderás el tren.
I added this website to my favorites.,Añadí este sitio web a mis favoritos.
I agree with you to a certain extent.,Estoy de acuerdo contigo hasta cierto punto.
I already told Tom everything I know.,Ya le dije a Tom todo lo que sé.
I already told you everything I know.,Ya te dije todo lo que sé.
I always drive under the speed limit.,Siempre conduzco por debajo del límite de velocidad.
I always drive under the speed limit.,Siempre conduzco por debajo de la velocidad permitida.
I always get nervous in her presence.,Siempre me pongo nervioso en su presencia.
I always think of him when I'm alone.,Siempre que estoy sola pienso en él.
I always wondered if you'd come back.,Siempre me pregunté si volverías.
I am a member of the basketball team.,Soy miembro del equipo de baloncesto.
I am doing business on a large scale.,Estoy haciendo negocios a gran escala.
I am familiar with the author's name.,Conozco bien el nombre del autor.
I am familiar with this neighborhood.,Estoy familiarizado con este barrio.
I am getting off at the next station.,Me bajo en la siguiente estación.
I am glad I did not buy such a thing.,Me alegro de no haber comprado tal cosa.
I am going to swim a lot this summer.,Este verano voy a nadar mucho.
I am interested in mountain climbing.,Me interesa el alpinismo.
"I am scolding my students, not yours.","Estoy regañando a mis estudiantes, no a los tuyos."
I am so tired that I can hardly walk.,Estoy tan cansado que apenas puedo caminar.
I argued with him about the new plan.,Discutí con él acerca del nuevo plan.
I arrived at the village before dark.,Llegué al pueblo antes de que oscureciera.
I arrived just in time for the plane.,Llegué justo a tiempo para el avión.
I asked Tom to sing my favorite song.,Le pedí a Tom que cantara mi canción favorita.
I asked her if I could read the book.,Le pregunté si podía leer el libro.
I asked him if I could read his book.,Le pregunté si podía leer su libro.
I assume you know what this is about.,Supongo que sabes de qué se trata esto.
I assume you'll be paying me in cash.,Asumo que me pagará en efectivo.
I assure you that won't be necessary.,Le aseguro que eso no será necesario.
I ate fried rice and drank some beer.,Comí arroz frito y bebí algo de cerveza.
I ate lunch two and a half hours ago.,Almorcé hace dos horas y media.
I ate lunch two and a half hours ago.,Comí hace dos horas y media.
I awoke to find a burglar in my room.,Me desperté y vi un ladrón en mi habitación.
I believe Tom is mistaken about that.,Creo que Tom está equivocado en eso.
I believe more in diet than in drugs.,Yo creo más en la dieta que en los medicamentos.
I believe the police will ignore you.,Creo que la policía te ignorará.
I bought it for about twelve dollars.,Lo compré por alrededor de doce dólares.
I bought new shoes at the shoe store.,Compré zapatos nuevos en la zapatería.
I bought the same camera as you have.,Compré la misma cámara que tienes tú.
I bought two tickets for the concert.,Compré dos entradas para el concierto.
I called Tom and pretended to be you.,Llamé a Tom y me hice pasar por ti.
"I called him up, but he wasn't there.","Lo llamé, pero él no estaba ahí."
I can hardly understand what he says.,Apenas puedo entender lo que dice.
I can walk to school in half an hour.,Puedo llegar caminando al colegio en media hora.
I can't agree with you on that point.,No puedo concordar contigo en ese punto.
I can't believe I'm doing this again.,No puedo creer que esté haciendo esto otra vez.
I can't believe I'm telling you this.,No puedo creer que te esté contando esto.
I can't find the address of my hotel.,No puedo encontrar la dirección de mi hotel.
I can't get that song out of my head.,No puedo quitarme esa canción de mi cabeza.
I can't give Tom everything he wants.,No puedo dar a Tom todo lo que quiere.
I can't give you an immediate answer.,No puedo darte una respuesta inmediata.
I can't offer you anything in return.,No te puedo ofrecer nada a cambio.
I can't tell if Tom is joking or not.,No sé decir si Tom está bromeando o no.
I can't tell if you're joking or not.,Yo no puedo decir si tú estás bromeando o no.
I can't tell one twin from the other.,No puedo diferenciar a un gemelo del otro.
I cannot afford to buy a new bicycle.,No puedo permitirme comprar una bicicleta nueva.
I cannot decide whether to go or not.,No puedo decidirme si acaso ir o no.
I cannot run because I am very tired.,No puedo correr porque estoy muy cansado.
I cannot say for sure where he lives.,No puedo decirte seguro dónde vive él.
I clicked the first link on the page.,Hice click al primer enlace en la página.
I concentrated on what he was saying.,Me concentré en lo que estaba diciendo.
I concentrated on what he was saying.,Me concentré en lo que él estaba diciendo.
I confess I'm afraid to go by myself.,Confieso que tengo miedo de ir solo.
