idioma,traduccion
"All of us, except him, went.","Todos nosotros, excepto él, fuimos."
All the boys enjoyed skiing.,A todos los chicos les gustó esquiar.
All the boys enjoyed skiing.,Todos los chicos disfrutarón esquiando.
All the students were there.,Todos los estudiantes estaban presentes.
All the students were there.,Todos los estudiantes estaban ahí.
All these things cost money.,Todas estas cosas cuestan dinero.
All they had was each other.,Solo se tenían el uno al otro.
All three of these are mine.,Estos tres son míos.
All three of these are mine.,Estas tres son mías.
Am I interrupting something?,¿Estoy interrumpiendo algo?
Americans eat a lot of meat.,Los estadounidenses comen un montón de carne.
An elephant has a long nose.,El elefante tiene una trompa larga.
And that's how Tom met Mary.,Y así es como Tom conoció a Mary.
Annoying people irritate me.,Me molesta la gente importuna.
Any amount of money will do.,Cualquier cantidad de dinero servirá.
Anywhere with a bed will do.,Cualquier lugar con cama estará bien.
"Apparently, the bus is late.","Aparentemente, el autobús está retrasado."
Are both of you ready to go?,¿Están los dos listos para irse?
Are both of you ready to go?,¿Están las dos listas para irse?
Are there floods in Germany?,¿Hay inundaciones en Alemania?
Are you Chinese or Japanese?,¿Eres chino o japonés?
Are you a creature of habit?,¿Eres un esclavo del hábito?
Are you busy tomorrow night?,¿Estás ocupada mañana a la noche?
"Are you feeling better, Tom?","¿Estás mejor, Tomás?"
Are you free this afternoon?,¿Estás libre esta tarde?
Are you going by bus or car?,¿Vas en colectivo o en auto?
Are you going to share that?,¿Vas a compartir eso?
Are you good at mathematics?,¿Se te dan bien las matemáticas?
Are you good at mathematics?,¿Eres bueno para las matemáticas?
Are you guys really cousins?,¿En serio son primos?
Are you guys really cousins?,¿En serio son primas?
Are you happy in your house?,¿Estás feliz en tu casa?
Are you interested in music?,¿Estás interesado en la música?
Are you questioning my plan?,¿Estás cuestionando mi plan?
Are you ready for Halloween?,¿Estás listo para la Noche de Brujas?
Are you sure of your answer?,¿Estás seguro de tu respuesta?
Are you trying to hit on me?,¿Intentas ligar conmigo?
Are you waiting for someone?,¿Estás esperando a alguien?
Are you waiting for the bus?,¿Estás esperando el bus?
Aren't you glad you're rich?,¿No te alegra ser rico?
Aren't you glad you're rich?,¿No estás contenta de ser rica?
"At first, I didn't like him.",Al principio no me agradaba.
"At first, I had no idea why.","Al principio, no tenía ni idea del porqué."
At last he reached his goal.,Por fin él consiguió su objetivo.
Barack Obama is a Christian.,Barack Obama es cristiano.
Be kind to those around you.,Sé amable con aquellos a tu alrededor.
Be more careful from now on.,Sé más cuidadoso de ahora en adelante.
Be quiet while I'm speaking.,Mantén silencio cuando yo estoy hablando.
Be quiet while we're eating.,Cállate mientras comemos.
Beijing is bigger than Rome.,Pekín es más grande que Roma.
"Being poor, he can't buy it.","Pobre como es, no lo puede comprar."
Believe that if you want to.,Creelo si querés.
Bell invented the telephone.,Bell inventó el teléfono.
Bigger is not always better.,Más grande no siempre es mejor.
Blood flowed from the wound.,La sangre fluía de la herida.
Both brothers are musicians.,Los dos hermanos son músicos.
Both charges were withdrawn.,Ambos cargos fueron retirados.
Both children were punished.,Ambos niños fueron castigados.
Both of my parents are dead.,Mis padres están muertos.
Both you and I are students.,Ambos somos estudiantes.
Both you and I are students.,Tanto vosotros como yo somos estudiantes.
Brace yourselves for impact.,Adopten la posición de impacto.
Brace yourselves for impact.,Prepararos para el impacto.
Brace yourselves for impact.,Preparaos para el impacto.
Bring me that glass of milk.,Tráeme ese vaso de leche.
Brothers should not quarrel.,Los hermanos no deberían pelearse.
But how does this story end?,"Pero, ¿cómo termina esta historia?"
Call me once you've arrived.,Llámame cuando hayas llegado.
Call me once you've arrived.,Llámame cuando llegues.
Can I borrow a cup of sugar?,¿Me puede dar una taza de azúcar?
Can I borrow a cup of sugar?,¿Me puede prestar una taza de azúcar?
Can I take a picture of you?,¿Te puedo tomar una foto?
Can I take a picture of you?,¿Le puedo tomar una foto?
Can I take a picture of you?,¿Les puedo tomar una foto?
Can I take photographs here?,¿Puedo hacer fotos aquí?
Can anyone tell me the time?,¿Alguien puede decirme qué hora es?
Can the price be discounted?,¿Admite el precio rebaja?
Can you come back on Monday?,¿Puedes volver el lunes?
Can you describe the object?,¿Puedes describir el objeto?
Can you explain your answer?,¿Puedes explicar tu respuesta?
Can you go to the movie now?,¿Puedes ir ahorita al cine?
Can you keep the noise down?,¿Puedes bajarle al ruido?
Can you please stop singing?,"¿Puede parar de cantar, por favor?"
Can you please stop singing?,"¿Podéis dejar de cantar, por favor?"
Can you please stop singing?,"¿Puedes dejar de cantar, por favor?"
Can you stay for a few days?,¿Puedes quedarte por algunos días?
Can you teach me how to fly?,¿Puedes enseñarme a volar?
Can you wait a little while?,¿Puedes esperar un momentito?
Can your mother drive a car?,¿Tu madre sabe conducir?
Can't you make up your mind?,¿No puedes decidirte?
Canada is larger than Japan.,Canadá es más grande que Japón.
Cats are very clean animals.,Los gatos son animales muy limpios.
Cats don't like getting wet.,A los gatos no les gusta mojarse.
Children are not allowed in.,Los niños no pueden entrar.
Children hate cod liver oil.,Los niños odian el aceite de hígado de bacalao.
Children often hate spinach.,"Frecuentemente, los niños odian las espinacas."
China is an emerging market.,China es un mercado emergente.
Chopin's music is beautiful.,La música de Chopin es bella.
"Christmas is soon, isn't it?","La Navidad será pronto, ¿no es así?"
"Cold this morning, isn't it?","Esta mañana hace frío, ¿verdad?"
Columbus discovered America.,Colón descubrió América.
Come at eleven without fail.,Venga usted sin falta a las once.
Come into the room after me.,Entra a la pieza después que yo.
Come the day after tomorrow.,Ven pasado mañana.
Compare these two computers.,Compara estos dos computadores.
Cookie is under 5 years old.,Cookie es menor de 5 años.
"Could you assist me, please?","¿Me podrías ayudar, por favor?"
Could you draw a map for me?,¿Podrías dibujarme un mapa?
Could you drive more slowly?,¿Podrías conducir más despacio?
Could you drive more slowly?,¿Podría conducir más despacio?
Could you repeat that again?,¿Puede repetir eso de nuevo?
Could you send me a picture?,¿Podría usted mandarme una foto a mí?
Could you tell what he said?,¿Podría decir lo que él dijo?
Crocodiles have sharp teeth.,Los cocodrilos tienen dientes afilados.
Dad gave me a computer game.,Papá me dio un juego de ordenador.
Dad is coming home tomorrow.,Papá vuelve a casa mañana.
Dad painted the walls white.,Papá pintó las paredes de blanco.
Damacus is located in Syria.,Damasco queda en Siria.
Deeds are better than words.,Los hechos valen más que las palabras.
Deer are fairly intelligent.,Los ciervos son bastante inteligentes.
Details will be forthcoming.,Los detalles se harán llegar posteriormente.
Determination is everything.,La determinación lo es todo.
Did I keep you waiting long?,¿Te hice esperar mucho?
Did he mention the accident?,¿Habló del accidente?
Did something happen to you?,¿Te pasó algo?
Did you change your clothes?,¿Se mudó usted de traje?
Did you do it by yourselves?,¿Lo hiciste tú solo?
Did you do this on your own?,¿Lo hiciste tú solo?
Did you get what you wanted?,¿Conseguiste lo que querías?
Did you go to Tom's funeral?,¿Fuiste al funeral de Tom?
Did you go to the book fair?,¿Fuiste a la feria del libro?
Did you have a good weekend?,¿Has pasado un buen fin de semana?
Did you have a nice evening?,¿Tuviste una buena noche?
Did you have fun last night?,¿Te divertiste anoche?
Did you leave the door open?,¿Te has dejado la puerta abierta?
Did you lie to your parents?,¿Has mentido a tus padres?
Did you make it by yourself?,¿Lo has hecho tú solo?
Did you make it by yourself?,¿Lo hiciste tú solo?
Did you pay for those shoes?,¿Pagaste por esos zapatos?
Did you plant this yourself?,¿Plantaste esto tú mismo?
Did you watch TV last night?,¿Viste la televisión anoche?
Did you watch TV last night?,¿Anoche viste la televisión?
Did you watch TV last night?,¿Viste la televisión la pasada noche?
Didn't you lock up your car?,¿No cerraste el coche?
Didn't you take precautions?,¿No tomaron precauciones?
Didn't you take precautions?,¿No tomaste precauciones?
Dinner is pretty much ready.,La cena está casi lista.
Do I have to come on Monday?,¿Tengo que venir el lunes?
Do I have to pay in advance?,¿Debo pagar por adelantado?
Do I have to sign something?,¿Tengo que firmar algo?
Do I need to pay in advance?,¿Tengo que pagar por adelantado?
Do exactly what we tell you.,Haz exactamente lo que te digamos.
Do it yourself by all means.,Hazlo por ti mismo como sea.
Do we need a world language?,¿Necesitamos un idioma universal?
Do what Tom tells you to do.,Hacé lo que Tom dijo que hagas.
Do whatever makes you happy.,Hacé lo que te haga feliz.
Do you believe ghosts exist?,¿Crees que existen los fantasmas?
Do you believe what he said?,¿Tú crees lo que él dijo?
Do you care what they think?,¿Te importa lo que ellos piensan?
Do you eat in the classroom?,¿Coméis en clase?
Do you eat in the classroom?,¿Comes en el aula?
Do you eat in the classroom?,¿Coméis en el aula?
Do you eat in the classroom?,¿Come en el aula?
Do you eat in the classroom?,¿Comen en el aula?
Do you eat in the classroom?,¿Comes en el salón?
Do you feel all right today?,¿Se siente usted bien hoy?
Do you go running every day?,¿Corres todos los días?
Do you go running every day?,¿Vas a correr todos los días?
Do you go running every day?,¿Te vas a correr todos los días?
Do you guys like white wine?,¿Os gusta el vino blanco?
Do you guys smell something?,¿Ustedes huelen algo?
Do you have a Playstation 3?,¿Tienes una Playstation 3?
Do you have a crush on Mary?,¿Estás enamorado de María?
Do you have a map of Boston?,¿Tienes un mapa de Boston?
Do you have a map of Boston?,¿Tenéis un mapa de Boston?
Do you have a part time job?,¿Tienes un trabajo de medio tiempo?
Do you have an English menu?,¿Tienes un menú en Inglés?
Do you have anything to eat?,¿Tienes algo de comer?
Do you have anything to eat?,¿Tienen algo de comer?
Do you have anything to say?,¿Tienes algo que decir?
Do you have enough blankets?,¿Tienes suficientes mantas?
Do you have shoes and socks?,¿Tienes calcetines y zapatos?
Do you have this in my size?,¿Hay de estos en mi talla?
Do you have time on Tuesday?,¿Tienes tiempo el martes?
Do you have time to help me?,¿Tienes tiempo para ayudarme?
Do you have to work tonight?,¿Tienes que trabajar esta noche?
Do you have work experience?,¿Tiene experiencia profesional?
Do you hear what I'm saying?,¿Estás oyendo lo que digo?
Do you know an ethnic dance?,¿Conoces algún baile étnico?
Do you know any Greek myths?,¿Conoces algunos mitos griegos?
Do you know how to use this?,¿Sabes usar esto?
Do you know how to use this?,¿Sabes cómo usar esto?
Do you know what that means?,¿Sabes lo que eso significa?
Do you know what that means?,¿Sabes lo que significa?
Do you know what this means?,¿Sabes qué significa esto?
Do you know what this means?,¿Sabes lo que esto significa?
Do you know where Tom lives?,¿Sabes dónde vive Tom?
Do you know where my key is?,¿Sabes dónde está mi llave?
Do you know where she lives?,¿Sabes dónde vive?
Do you know where she lives?,¿Sabes dónde vive ella?
Do you know why you're here?,¿Sabés por qué estás aquí?
Do you know your blood type?,¿Usted sabe cuál es su grupo sanguíneo?
Do you like Indonesian food?,¿Te gusta la comida indonesia?
Do you like Renaissance art?,¿Te gusta el arte renacentista?
Do you like classical music?,¿Os gusta la música clásica?
Do you like white chocolate?,¿A usted le gusta el chocolate blanco?
Do you like your classmates?,¿Te agradan tus compañeros de clase?
Do you mind if I smoke here?,¿Qué opinas si fumo aquí?
Do you mind if I smoke here?,¿Qué te parece si fumo aquí?
Do you mind if I smoke here?,¿Te importa si fumo aquí?
Do you mind if I smoke here?,¿Me permites fumar aquí?
Do you need a place to stay?,¿Necesitas un lugar en el que quedarte?
Do you need a place to stay?,¿Necesitas un sitio donde alojarte?
Do you need a place to stay?,¿Necesitáis un lugar para alojaros?
Do you own a house in Italy?,¿Tienen ustedes una casa en Italia?
Do you play basketball well?,¿Juegas bien al baloncesto?
Do you prefer tea or coffee?,¿Vos preferís un té o un café?
Do you really expect to win?,¿Sinceramente piensas ganar?
Do you really expect to win?,¿Realmente piensas vencer?
Do you really want to fight?,¿Realmente querés pelear?
Do you regret what happened?,¿Lamentas lo que pasó?
Do you regret what happened?,¿Sientes lo sucedido?
Do you still have questions?,¿Todavía tenés preguntas?
Do you still love your wife?,¿Aún sigue enamorado de su mujer?
Do you think I'm overweight?,¿Crees que tengo sobrepeso?
Do you think I'm overweight?,¿Crees que tengo kilos de más?
Do you think I'm overweight?,¿Crees que me sobran kilos?
Do you think Tom lied to us?,¿Crees que Tom nos ha mentido?
Do you think this is stupid?,¿Crees que es estúpido?
Do you think this is stupid?,¿Cree que es estúpido?
Do you think this is stupid?,¿Creés que es estúpido?
Do you usually travel alone?,¿Comúnmente viajas solo?
Do you want a cup of coffee?,¿Quieres una taza de café?
Do you want a cup of coffee?,¿Quiere una taza de café?
Do you want a demonstration?,¿Querés una demostración?
Do you want fries with that?,¿Quiere papas fritas con eso?
Do you want fries with that?,¿Quieres papas fritas con eso?
Do you want me to call back?,¿Quieres que te llame yo?
Do you want me to call back?,¿Quiere que le llame más tarde?
Do you want me to go or not?,¿Quieres que vaya o no?
Do you want me to paint you?,¿Querés que te retrate?
Do you want to be my friend?,¿Quieres ser mi amigo?
Do you want to drink coffee?,¿Quieres tomar café?
Do you want to learn French?,¿Quieres aprender francés?
Do you want to look at this?,¿Quieres mirar esto?
Do you want to look at this?,¿Quieres ver esto?
Do you want to look into it?,¿Quieres echar un vistazo?
Do you want to stay with me?,¿Querés quedarte conmigo?
Do your homework right away.,Haz tu tarea ya.
Does Tom always carry a gun?,¿Tom siempre lleva pistola?
Does Tom have what it takes?,¿Tom tiene lo que hace falta?
Does Tom know you're coming?,¿Sabe Tom que vienes?
Does Tom like cheeseburgers?,¿Le gustan a Tom las hamburguesas de queso?
Does Tom live far from here?,¿Tom vive lejos de acá?
Does Tom live far from here?,¿Tom vive lejos de aquí?
Does he go to school by bus?,¿Él va a la escuela en autobús?
Does he need to run so fast?,¿Es necesario que corra tan rápido?
Does that make sense to you?,¿Tiene eso sentido para ti?
Does that make sense to you?,¿Te parece eso lógico?
Does that price include tax?,¿Ese precio incluye impuestos?
Does this cap belong to you?,¿Esta gorra es tuya?
Doesn't that make you happy?,¿Eso te hace feliz?
Doesn't that make you happy?,¿Eso no te hace feliz?
Dogs are man's best friends.,Los perros son los mejores amigos del hombre.
Dogs see in black and white.,Los perros ven en blanco y negro.
Doing the laundry is my job.,Lavar la ropa es mi tarea.
Doing the laundry is my job.,Lavar la ropa es mi trabajo.
Don't believe what she says.,No te creas lo que dice.
Don't complicate the matter.,No complique usted la cuestión.
Don't do two things at once.,No hagas dos cosas a la vez.
Don't drink or eat anything.,No bebas ni comas nada.
Don't drink too much coffee.,No bebas demasiado café.
Don't even think about that.,Ni siquiera pienses acerca de eso.
Don't expose it to the rain.,No lo expongas a la lluvia.
Don't forget to write to me.,No te olvides de escribirme.
Don't forget to write to us.,Que no se te olvide escribirnos.
Don't forget your sunscreen.,No te olvides el bronceador.
Don't go against his wishes.,No vayas contra sus deseos.
Don't lean against the wall.,No te apoyes en la pared.
Don't leave it up to chance.,No se lo dejes al azar.
Don't leave the window open.,No dejes la ventana abierta.
Don't let go. Hold on tight.,No te sueltes. Agárrate fuerte.
Don't let go. Hold on tight.,No te sueltes. Sujétate bien.
Don't let go. Hold on tight.,No te sueltes. Afírmate bien.
Don't let that happen again!,¡No dejes que eso pase de nuevo!
Don't let the soup get cold.,No dejes que la sopa se enfríe.
Don't let them distract you.,No dejes que ellos te distraigan.
Don't look down on the poor.,No desprecies al pobre.
Don't make me ask you again.,No me hagas preguntártelo de nuevo.
Don't make me ask you again.,No me hagas preguntártelo otra vez.
Don't make me go back there.,No me hagas volver ahí.
Don't miss this opportunity.,No pierdas esta oportunidad.
Don't play dumb. I know you.,"No te hagas el tonto, que te conozco."
Don't put off those matters.,No difiera usted esos asuntos.
Don't put that on the table.,No ponga eso en la mesa.
Don't risk your life for me.,No arriesgues tu vida por mí.
"Don't speak so fast, please.",Por favor no hables tan rápido.
Don't stare at me like that.,No me mires así.
Don't take it too literally.,No te lo tomes al pie de la letra.
Don't talk in the classroom.,No hables en clase.
Don't talk in the classroom.,No habléis en clase.
Don't tell me off like that.,No me riñas de esa forma.
Don't treat me like a child.,No me trates como si fuese un niño.
Don't treat me like a child.,No me trates como si fuera un niño.
Don't twist my words around.,No tergiverses lo que digo.
Don't use all the hot water.,No uses toda el agua caliente.
Don't worry about your work.,No te preocupes por tu trabajo.
Don't you have school today?,¿No tenés clases hoy?
Don't you know what this is?,¿No sabes qué es esto?
Don't you like any of these?,¿No le agrada ninguno de estos?
Earth is a beautiful planet.,La Tierra es un bello planeta.
Economy cars save you money.,Los vehículos económicos te ahorran dinero.
Education is very important.,La educación es muy importante.
Eggs can be used as weapons.,Los huevos se pueden ocupar como armas.
Eisenhower kept his promise.,Eisenhower cumplió su promesa.
Eisenhower kept his promise.,Eisenhower mantuvo su promesa.
"Enter your password, please.","Por favor, teclee su contraseña."
Everybody desires happiness.,Todos desean la felicidad.
Everybody is busy except me.,Todos están ocupados excepto yo.
Everybody is relying on you.,Todo el mundo cuenta contigo.
Everybody saw what happened.,Todo el mundo vio lo que pasó.
Everybody wants to be happy.,Todos quieren ser felices.
Everyone ate the same thing.,Todos comieron lo mismo.
Everyone ate the same thing.,Todos comieron la misma cosa.
Everyone can't afford a car.,No todo el mundo puede tener coche.
Everyone is friendly to her.,Todos son amistosos con ella.
Everyone knows Tom is lying.,Todos saben que Tom está mintiendo.
Everyone left except for us.,Todos se fueron salvo nosotros.
Everyone needs to know this.,Todo el mundo tiene que saber esto.
Everyone needs to know this.,Todos tienen que saber esto.
Everything happened so fast.,Todo pasó muy rápido.
Everything is all right now.,Ahora está todo bien.
Everything is all right now.,Todo está bien ahora.
Everything is getting cheap.,Todo se está haciendo barato.
Everything is under control.,Todo está bajo control.
Everything was simpler then.,Todo era más sencillo entonces.
Everything's going to be OK.,Todo va a estar bien.
"Excuse me, could I get past?","Perdóneme, ¿puedo pasar?"
"Excuse me, could I get past?","Permiso, ¿puedo pasar?"
Excuse me. What's your name?,Discúlpame. ¿Cuál es tu nombre?
Excuse me. What's your name?,"Perdona, ¿cómo te llamas?"
Exercise is vital for a dog.,El ejercicio es indispensable para un perro.
Experts say that's unlikely.,Los expertos dicen que es improbable.
Familiarity breeds contempt.,La familiaridad engendra desprecio.
Fashion is not my specialty.,La moda no es mi especialidad.
Father built me a new house.,Papá me ha construido una casa nueva.
Father built me a new house.,Mi padre me construyó una nueva casa.
Father is in the garden now.,Ahora papá está en el jardín.
Few students can read Latin.,Pocos estudiantes saben leer en latín.
Filiberto just lost his job.,Filiberto acaba de perder su empleo.
Finding his office was easy.,Encontrar su oficina fue sencillo.
Finding his office was easy.,Fue fácil encontrar su oficina.
"First think, and then speak.","Primero pensá, y después hablá."
Fishing is not allowed here.,Aquí no está permitido pescar.
Food is fuel for our bodies.,La comida es combustible para nuestros cuerpos.
Forget about that right now.,¡Olvidate de eso inmediatamente!
France is in Western Europe.,Francia queda en Europa Occidental.
France is in western Europe.,Francia está en Europa Occidental.
France is in western Europe.,Francia queda en Europa Occidental.
French is his mother tongue.,Su lengua materna es el francés.
Fresh fruit is good for you.,La fruta fresca es buena para ti.
Gamblers enjoy taking risks.,Los jugadores disfrutan tomar riesgos.
"Get me the scissors, please.","Pásame las tijeras, por favor."
Get out of here immediately!,¡Sal de aquí inmediatamente!
"Get out of here, all of you!",¡Salid todos de aquí!
Give it to whoever needs it.,Dáselo a quienquiera que lo necesite.
Give it to whoever needs it.,Déselo a quienquiera que lo necesite.
Give it to whoever needs it.,Dénselo a quienquiera que lo necesite.
Give it to whoever wants it.,Dáselo a quien sea que lo quiera.
Give me a copy of this book.,Dame una copia de este libro.
Give me a couple more hours.,Dame un par de horas más.
Give me a different example.,Dame un ejemplo diferente.
Give me a little more water.,Dame un poco más de agua.
Give me two pieces of chalk.,Dame dos tizas.
"Give us a minute, would you?","Danos un minuto, ¿podrías?"
Go and help wash the dishes.,Anda a ayudar a lavar los platos.
Go two blocks and turn left.,Avanza dos cuadras y gira a la izquierda.
Good night and sweet dreams.,Buenas noches y dulces sueños.
Grammar is very complicated.,La gramática es muy complicada.
Greek is difficult to learn.,El griego es difícil de aprender.
Half of the melon was eaten.,La mitad del melón había sido comida.
Hands up! This is a robbery.,¡Arriba las manos! Esto es un atraco.
Hard work never hurt anyone.,El trabajo duro nunca ha herido a nadie.
Harvard was founded in 1636.,Harvard se fundó en 1636.
Has Tom ever been a problem?,¿Alguna vez ha sido Tom un problema?
Has she ever fallen in love?,¿Alguna vez se ha enamorado?
Has something else happened?,¿Pasó algo más?
Has something good happened?,¿Pasó algo bueno?
Has there been any progress?,¿Ha habido algún progreso?
Has your father arrived yet?,¿Ha llegado ya tu padre?
Have I done something wrong?,¿Acaso hice algo mal?
Have I said something wrong?,¿Dije algo malo?
Have confidence in yourself.,Ten confianza en ti mismo.
Have the children eaten yet?,¿Los niños ya han comido?
Have the police been called?,¿Se ha llamado a la policía?
Have them come in right now.,Hágales entrar ahora mismo.
Have you counted the towels?,¿Contaste las toallas?
Have you eaten the cake yet?,¿Ya te has comido el pastel?
Have you ever baked a pizza?,¿Has horneado una pizza alguna vez?
Have you ever been arrested?,¿Alguna vez has sido arrestado?
Have you ever been to Kyoto?,¿Has estado alguna vez en Kioto?
Have you ever been to Tokyo?,¿Has estado alguna vez en Tokio?
Have you ever been to Tokyo?,¿Habéis estado alguna vez en Tokio?
Have you ever been to Tokyo?,¿Usted ya ha estado en Tokio?
Have you ever been to Tokyo?,¿Han estado alguna vez en Tokio?
Have you ever broken a bone?,¿Te has quebrado un hueso alguna vez?
Have you ever broken a bone?,¿Alguna vez te has roto un hueso?
Have you ever built a house?,¿Has construido alguna vez una casa?
Have you ever caught a fish?,¿Has atrapado un pez alguna vez?
Have you ever donated blood?,¿Has donado sangre alguna vez?
Have you ever eaten insects?,¿Alguna vez has comido insectos?
Have you ever grown a beard?,¿Te has dejado crecer barba alguna vez?
Have you ever killed a lion?,¿Alguna vez has matado a un león?
Have you ever pruned a tree?,¿Has podado un árbol alguna vez?
Have you ever repaired a TV?,¿Alguna vez has arreglado un televisor?
Have you ever visited Kyoto?,¿Has visitado Kioto alguna vez?
Have you guys seen the news?,¿Han visto las noticias?
Have you heard the big news?,¿Te has enterado del notición?
Have you read this book yet?,¿Ya has leído este libro?
Have you read today's paper?,¿Has leído el periódico de hoy?
Have you told me everything?,¿Me lo has contado todo?
Have you washed the car yet?,¿Ya lavaste el carro?
Haven't you had your dinner?,¿No has cenado?
Haven't you seen the doctor?,¿No habéis visto al médico?
Haven't you seen the doctor?,¿No ha visto al médico?
He accepted gifts from them.,Él aceptó regalos de parte de ellos.
He accomplished his mission.,Él cumplió con su misión.
He acquired Russian quickly.,Él dominó rápidamente el ruso.
He always told me the truth.,Siempre me dijo la verdad.
He always wears blue shirts.,Él siempre usa camisas azules.
He arrived after I had left.,Él llegó después de que yo me fuera.
He arrived the day she left.,Él llegó el día que ella se fue.
He asked me to read 5 poems.,Me pidió que leyera 5 poemas.
He asked me where she lived.,Me preguntó dónde vivía ella.
He attended many ceremonies.,Él asistió a muchas ceremonias.
He banged the door in anger.,Él golpeó la puerta enfurecido.
He became known as a doctor.,Él es un reconocido médico.
He began to raise his voice.,Empezó a levantar la voz.
He bore a grudge against me.,Él guardaba rencor contra mí.
He calls her up every night.,Él la llama todas las noches.
He came back two days later.,Volvió dos días más tarde.
He came home exactly at ten.,Llegó a la casa exactamente a las diez.
He can pull strings for you.,Él puede usar sus influencias para ti.
He can speak five languages.,Él habla cinco lenguas.
He can speak five languages.,Él habla cinco idiomas.
He can speak five languages.,Él sabe hablar cinco lenguas.
He can't have lost his keys.,Él no puede haber perdido sus llaves.
He claims that he is honest.,Él asegura ser honesto.
He cleared the path of snow.,Él limpió la nieve del camino.
He composes beautiful poems.,Él compone poemas bellos.
He considered himself lucky.,Él se considera suertudo.
He could not breathe deeply.,Él no podía respirar profundamente.
He could not but admire her.,No podía evitar admirarla.
He couldn't do such a thing.,Él no pudo haber hecho algo así.
He couldn't start the motor.,No podía poner en marcha el motor.
He deals fairly with people.,Él trata a la gente de manera justa.
He did his best to help her.,Él hizo lo mejor para ayudarla.
He did his best to the last.,Él hizo lo mejor que pudo hasta el final.
He did it when he was drunk.,Lo hizo cuando estaba borracho.
He did not buy it after all.,Él no lo compró al fin y al cabo.
He did not buy it after all.,No lo compró nada.
He did not know where to go.,No sabía adónde ir.
He did the work in two days.,Él hizo el trabajo en dos días.
He didn't dare say anything.,Él no se atrevió a decir nada.
He didn't go home yesterday.,Él no regresó a casa ayer.
He didn't like her at first.,A él no le gustaba ella al principio.
He didn't notice the change.,Él no notó el cambio.
He didn't reveal his secret.,No desveló su secreto.
He didn't reveal his secret.,Él no reveló su secreto.
He didn't say a single word.,No ha dicho ni una palabra.
He didn't say a single word.,No dijo ni siquiera una palabra.
He didn't say a single word.,No dijo ni una sola palabra.
He didn't turn up after all.,Él no apareció a pesar de todo.
He died doing what he loved.,Él murió haciendo lo que amaba.
He died from lack of oxygen.,Él murió por falta de oxígeno.
He disappeared in the crowd.,Él desapareció entre la multitud.
He disclosed his intentions.,Descubrió sus intenciones.
He does not have to do this.,Él no tiene que hacer eso.
He does not watch TV at all.,Él no ve la televisión en absoluto.
He doesn't always come late.,Él no siempre llega tarde.
He doesn't care about money.,A él le da lo mismo el dinero.
He doesn't know how to swim.,No sabe nadar.
He doesn't play video games.,No juega a los videojuegos.
"He drives a car, doesn't he?","Él maneja un auto, ¿no?"
He drove slowly up the hill.,Él condujo lentamente cuesta arriba.
He dug a hole in the garden.,Él cavó un agujero en el jardín.
He enjoyed playing baseball.,A él le gustaba jugar béisbol.
He explained the rule to me.,Él me explicó la regla.
He failed the entrance exam.,Él suspendió el examen de acceso.
He fell asleep during class.,Él se quedó dormido en clases.
He fell asleep during class.,Él se quedó dormido en clase.
He finished school in March.,Él terminó la escuela en marzo.
He flew a kite with his son.,Él elevó un volantín con su hijo.
He gave me his phone number.,Me dio su número de teléfono.
He goes there now and again.,Va allí de cuando en cuando.
He got a loan from the bank.,Él obtuvo un préstamo del banco.
He got lost on his way here.,Él se perdió cuando se dirigía hacia aquí.
He had barely enough to eat.,De pedo que tenía algo para comer.
He had to leave the village.,Él tuvo que dejar la villa.
He had to pay his own debts.,Él debía pagar sus propias deudas.
He hadn't eaten in two days.,Estuvo dos días sin comer.
He hardly ever opens a book.,Casi nunca abre un libro.
He has a bath every morning.,Él se baña cada mañana.
He has a bath every morning.,Él se baña todas las mañanas.
He has a beautiful daughter.,Él tiene una hermosa hija.
He has a strong personality.,Él tiene una fuerte personalidad.
He has an incurable disease.,Él tiene una enfermedad incurable.
He has been sick for a week.,Él estuvo enfermo durante una semana.
He has been sick for a week.,Lleva enfermo una semana.
He has one dog and six cats.,Tiene un perro y seis gatos.
He has very bad handwriting.,Tiene muy mala letra.
He hasn't read the book yet.,Todavía no se ha leído el libro.
He helped me do my homework.,Él me ayudó a hacer mis tareas.
He hid behind the black car.,Él se escondió detrás del auto negro.
He hung his head sheepishly.,Él agachó la cabeza tímidamente.
He is a bit like his father.,Él es un poco como su padre.
He is a formidable opponent.,Él es un adversario formidable.
He is a mathematical genius.,Él es un genio de la matemática.
He is a novelist and artist.,Es un novelista y un artista.
He is a very sincere person.,Él es una persona muy sincera.
He is a waiter and an actor.,"Él es un camarero, y también un actor."
He is a waiter and an actor.,Él es un mesero y un actor.
He is adept at telling lies.,Él es un experto para mentir.
He is almost always at home.,Él casi siempre está en la casa.
He is always friendly to me.,Él siempre es amable conmigo.
He is as tall as his father.,Él es igual de alto que su padre.
He is being very kind today.,Él está siendo muy amable hoy.
He is digging his own grave.,Está cavando su propia tumba.
He is digging his own grave.,Él está cavando su propia tumba.
He is good at taking photos.,Él es bueno tomando fotos.
He is jealous of her talent.,Él está celoso de su talento.
He is like a frog in a well.,Es como una rana en un pozo.
He is likely to arrive soon.,Es probable que llegue pronto.
He is longing for city life.,Él añora la vida en la ciudad.
He is looking forward to it.,Él lo espera impaciente.
He is more clever than I am.,Es más inteligente que yo.
He is not likely to succeed.,Probablemente él no tenga éxito.
He is nothing but a student.,Él no es nada más que un estudiante.
